Invoice/Item Number,Date,Store Name,Zip Code,Vendor Name,Item Number,Bottles Sold,Sale,Volume Sold
INV-33230600182,2021-01-08,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,72732,12,108.0,9.0
INV-33181800123,2021-01-07,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,CATS EYE DISTILLERY,72945,6,149.88,4.5
INV-33181800008,2021-01-07,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PHILLIPS BEVERAGE,41360,12,126.0,9.0
INV-33284600062,2021-01-10,HY-VEE FOOD STORE #1 / MASON CITY,50401,JIM BEAM BRANDS,44499,2,21.0,1.5
INV-33181800065,2021-01-07,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,69636,12,155.88,9.0
INV-33181800097,2021-01-07,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,LUXCO INC,82146,6,42.66,4.5
INV-33170300082,2021-01-07,HY-VEE #7 / CEDAR RAPIDS,52411,e & j gallo winery,52563,6,74.16,4.5
INV-33230700008,2021-01-08,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,5326,1,32.24,0.75
INV-33169200075,2021-01-07,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,68036,24,593.76,18.0
INV-33181700064,2021-01-07,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,65013,24,154.8,1.2
INV-33339800007,2021-01-14,HY-VEE #4 / WDM,50265,BACARDI USA INC,88296,12,495.0,9.0
INV-33181800202,2021-01-07,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,WILLIAM GRANT & SONS INC,89583,6,148.5,4.5
INV-33174600072,2021-01-07,HY-VEE #4 / WDM,50265,PERNOD RICARD USA,28086,12,206.88,9.0
INV-33335400043,2021-01-14,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,64858,,38.7,0.05
INV-33181800075,2021-01-07,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,LUXCO INC,80580,12,90.0,9.0
INV-33335700071,2021-01-14,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DUNKEL CORPORATION / IOWA DISTILLING,27629,12,163.68,9.0
INV-33181800083,2021-01-07,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DISARONNO INTERNATIONAL,64136,12,261.24,9.0
INV-33335400037,2021-01-14,HY-VEE FOOD STORE / CORALVILLE,52241,JDSO INC / RED BOOT DISTILLERY,75372,6,112.44,4.5
INV-33181800222,2021-01-07,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,43336,24,326.16,18.0
INV-33335400085,2021-01-14,HY-VEE FOOD STORE / CORALVILLE,52241,CAMPARI AMERICA,89286,12,252.0,9.0
INV-33183400002,2021-01-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,REMY COINTREAU USA INC,49086,6,265.26,4.5
INV-33335400094,2021-01-14,HY-VEE FOOD STORE / CORALVILLE,52241,LUXCO INC,86251,12,43.56,12.0
INV-33205500090,2021-01-08,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PERNOD RICARD USA,42718,,157.44,10.5
INV-33339800017,2021-01-14,HY-VEE #4 / WDM,50265,BACARDI USA INC,34423,4,55.52,1.5
INV-33230600055,2021-01-08,HY-VEE FOOD STORE / CEDAR FALLS,50613,brown forman corp.,27181,4,93.44,3.0
INV-33242200024,2021-01-09,HY-VEE #4 / WDM,50265,JIM BEAM BRANDS,63347,12,108.0,4.5
INV-33259400057,2021-01-09,HY-VEE FOOD STORE / CORALVILLE,52241,PHILLIPS BEVERAGE,37663,,113.4,9.0
INV-33284600004,2021-01-10,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,69631,1,7.5,0.05
INV-33242600087,2021-01-09,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,63283,24,117.36,4.8
INV-33242200090,2021-01-09,HY-VEE #4 / WDM,50265,LUXCO INC,21206,12,153.0,9.0
INV-33284800003,2021-01-10,HY-VEE FOOD STORE #1 / MASON CITY,50401,BROWN FORMAN CORP.,26586,1,30.02,0.75
INV-33335800016,2021-01-14,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,BACARDI USA INC,43124,5,33.75,1.87
INV-33335800004,2021-01-14,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,65013,36,232.2,1.8
INV-33329100009,2021-01-14,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,19067,24,453.36,24.0
INV-33284600019,2021-01-10,HY-VEE FOOD STORE #1 / MASON CITY,50401,LUXCO INC,84496,,22.5,2.25
INV-33284300019,2021-01-10,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,27751,12,126.0,9.0
INV-33336900099,2021-01-14,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,82627,,35.43,3.0
INV-33339800133,2021-01-14,HY-VEE #4 / WDM,50265,LUXCO INC,78866,12,90.0,9.0
INV-33426400069,2021-01-16,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DIAGEO AMERICAS,68022,12,296.88,9.0
INV-33412200061,2021-01-16,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,43337,12,211.56,12.0
INV-33335700045,2021-01-14,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,CONSTELLATION BRANDS INC,33665,6,121.5,10.5
INV-33426400131,2021-01-16,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,CONSTELLATION BRANDS INC,34820,12,148.56,9.0
INV-33405900286,2021-01-15,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SERRALLES USA,43426,,20.98,1.5
INV-33405900026,2021-01-15,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,11366,12,450.0,9.0
INV-33408200106,2021-01-16,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,26606,3,45.0,2.25
INV-33412200023,2021-01-16,HY-VEE #7 / CEDAR RAPIDS,52411,infinium spirits,34122,2,74.98,1.5
INV-33412200082,2021-01-16,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,67273,,41.64,2.25
INV-33405900060,2021-01-15,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC NORTH AMERICA,57157,6,51.78,10.5
INV-33366100090,2021-01-15,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,37418,6,76.5,10.5
INV-33405900154,2021-01-15,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,10550,,94.2,9.0
INV-33408200030,2021-01-16,HY-VEE #4 / WDM,50265,SAZERAC COMPANY  INC,86888,6,182.34,10.5
INV-33466300038,2021-01-17,HY-VEE FOOD STORE #1 / MASON CITY,50401,PHILLIPS BEVERAGE,37356,12,64.32,9.0
INV-33412200041,2021-01-16,HY-VEE #7 / CEDAR RAPIDS,52411,campari america,37986,,33.75,2.25
INV-33405900072,2021-01-15,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,10008,6,94.5,10.5
INV-33414700011,2021-01-16,HY-VEE #3 / BDI / DES MOINES,50320,sazerac north america,35947,24,126.0,24.0
INV-33426400079,2021-01-16,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,69657,,198.0,12.0
INV-33405900181,2021-01-15,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,80576,12,63.0,9.0
INV-33426400117,2021-01-16,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,101047,4,72.0,0.4
INV-33366100046,2021-01-15,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,CAMPARI AMERICA,22121,3,51.3,2.25
INV-33412200078,2021-01-16,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,64868,6,138.0,10.5
INV-33405900085,2021-01-15,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,89175,6,310.44,4.5
INV-33412200013,2021-01-16,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,21480,3,28.71,2.25
INV-33408200082,2021-01-16,HY-VEE #4 / WDM,50265,BACARDI USA INC,43124,3,20.25,1.12
INV-33405900050,2021-01-15,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,34030,36,539.64,27.0
INV-33447100112,2021-01-17,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,42718,,157.44,10.5
INV-33408200080,2021-01-16,HY-VEE #4 / WDM,50265,BROWN FORMAN CORP.,26824,3,33.75,1.12
INV-33426400083,2021-01-16,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC NORTH AMERICA,73986,12,108.0,9.0
INV-33447100081,2021-01-17,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,36188,3,43.83,5.25
INV-33524500035,2021-01-21,HY-VEE FOOD STORE / CORALVILLE,52241,REMY COINTREAU USA INC,42666,12,197.64,9.0
INV-33443600074,2021-01-17,HY-VEE #3 / BDI / DES MOINES,50320,phillips beverage,41604,36,378.0,27.0
INV-33447100043,2021-01-17,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,25606,,45.0,3.0
INV-33525200173,2021-01-21,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,86559,12,153.0,9.0
INV-33426400188,2021-01-16,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PERNOD RICARD USA,67524,4,38.96,1.5
INV-33443600152,2021-01-17,HY-VEE #3 / BDI / DES MOINES,50320,revelton distilling company,26291,6,153.0,4.5
INV-33466400074,2021-01-17,HY-VEE FOOD STORE #1 / MASON CITY,50401,LUXCO INC,55087,,19.6,2.0
INV-33447100140,2021-01-17,HY-VEE FOOD STORE / CEDAR FALLS,50613,cedar ridge vineyards ll,56667,2,56.26,1.5
INV-33466300031,2021-01-17,HY-VEE FOOD STORE #1 / MASON CITY,50401,E & J GALLO WINERY,52582,12,130.32,9.0
INV-33443600109,2021-01-17,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,78456,12,90.0,9.0
INV-33443600041,2021-01-17,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,36308,6,64.56,10.5
INV-33447100198,2021-01-17,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,86483,3,41.64,2.25
INV-33443600103,2021-01-17,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,76487,12,72.96,12.0
INV-33440900054,2021-01-16,HY-VEE FOOD STORE / CORALVILLE,52241,HEAVEN HILL BRANDS,17916,12,270.0,9.0
INV-33810400063,2021-01-30,HY-VEE FOOD STORE / CORALVILLE,52241,INFINIUM SPIRITS,89242,6,144.0,4.5
INV-33810400020,2021-01-30,HY-VEE FOOD STORE / CORALVILLE,52241,GEMINI SPIRITS,66936,12,198.36,9.0
INV-33570100072,2021-01-22,HY-VEE FOOD STORE #2 / STATE ANKENY,50023a,HEAVEN HILL BRANDS,35418,6,85.44,10.5
INV-33526200072,2021-01-21,HY-VEE #7 / CEDAR RAPIDS,52411,e & j gallo winery,52582,3,32.58,2.25
INV-33776200134,2021-01-29,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,39922,3,38.25,2.25
INV-33810400017,2021-01-30,HY-VEE FOOD STORE / CORALVILLE,52241,LUXCO INC,89387,,282.0,24.0
INV-33526200002,2021-01-21,HY-VEE #7 / CEDAR RAPIDS,52411,bacardi usa inc,4867,3,78.75,3.0
INV-33525200218,2021-01-21,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,JIM BEAM BRANDS,44419,12,126.0,9.0
INV-33847100183,2021-01-31,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,54448,6,101.64,10.5
INV-33570100126,2021-01-22,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,MISSISSIPPI RIVER DISTIL,58746,6,144.0,4.5
INV-33525200286,2021-01-21,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,LUXCO INC,89443,,198.0,9.0
INV-33843600060,2021-01-31,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,34457,36,818.64,36.0
INV-33828400119,2021-01-30,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JEM BEVERAGE COMPANY,39500,2,13.2,0.1
INV-33858300005,2021-01-31,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,86483,12,166.56,9.0
INV-33571000205,2021-01-22,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,902256,3,35.64,2.25
INV-33618400002,2021-01-23,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,10628,6,130.5,10.5
INV-33814800075,2021-01-30,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,64868,12,276.0,21.0
INV-33524500053,2021-01-21,HY-VEE FOOD STORE / CORALVILLE,52241,PROXIMO,34995,12,179.28,9.0
INV-33525200242,2021-01-21,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,E & J GALLO WINERY,73762,3,29.25,2.25
INV-33858500084,2021-01-31,HY-VEE FOOD STORE #1 / MASON CITY,50401,"MAST-JAGERMEISTER US, INC",65259,1,7.4,0.02
INV-33814700024,2021-01-30,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,19486,6,189.0,4.5
INV-33525200085,2021-01-21,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,JDSO INC / RED BOOT DISTILLERY,36989,12,62.88,9.0
INV-33858500032,2021-01-31,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,5346,4,81.0,3.0
INV-33525200052,2021-01-21,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,25603,3,8.97,0.6
INV-33571000227,2021-01-22,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,44658,3,45.0,5.25
INV-33828400037,2021-01-30,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,HEAVEN HILL BRANDS,43028,6,103.98,10.5
INV-33522600045,2021-01-21,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,43338,6,162.0,10.5
INV-33526200081,2021-01-21,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,63283,24,117.36,4.8
INV-33858500068,2021-01-31,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,56196,1,9.62,0.75
INV-33526200036,2021-01-21,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,32238,6,116.94,10.5
INV-33525200093,2021-01-21,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,LAIRD & COMPANY,35916,12,60.72,9.0
INV-33847000005,2021-01-31,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,27680,1,8.1,0.05
INV-33847000007,2021-01-31,HY-VEE FOOD STORE / CEDAR FALLS,50613,western spirits beverage,27913,3,26.1,0.15
INV-33618400036,2021-01-23,HY-VEE #7 / CEDAR RAPIDS,52411,phillips beverage,37356,12,64.32,9.0
INV-33858600001,2021-01-31,HY-VEE FOOD STORE #1 / MASON CITY,50401,JEM BEVERAGE COMPANY,38507,,162.24,9.0
INV-33640200098,2021-01-23,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PROXIMO,58838,12,157.32,21.0
INV-33814800024,2021-01-30,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,28086,3,51.72,2.25
INV-33847100020,2021-01-31,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,15832,3,105.12,5.25
INV-33847100155,2021-01-31,HY-VEE FOOD STORE / CEDAR FALLS,50613,bacardi usa inc,43126,4,49.56,3.0
INV-33616800043,2021-01-23,HY-VEE #4 / WDM,50265,SWELL LIQUOR LLC,38056,12,108.0,9.0
INV-33843600128,2021-01-31,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,77699,84,1165.92,84.0
INV-33651300158,2021-01-24,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,64865,12,161.64,9.0
INV-33616800027,2021-01-23,HY-VEE #4 / WDM,50265,PERNOD RICARD USA,43902,12,134.88,9.0
INV-33828300001,2021-01-30,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,COOPER SPIRITS INTERNATIONAL,927099,1,45.0,0.75
INV-33616800103,2021-01-23,HY-VEE #4 / WDM,50265,JDSO INC / RED BOOT DISTILLERY,86563,4,30.0,3.0
INV-33828400020,2021-01-30,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,20248,6,94.5,10.5
INV-33645400032,2021-01-23,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC NORTH AMERICA,21598,6,83.16,10.5
INV-33847100041,2021-01-31,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,19468,2,30.72,1.5
INV-33583300001,2021-01-22,HY-VEE #3 / BDI / DES MOINES,50320,four roses distillery,18350,,762.24,18.0
INV-33651300039,2021-01-24,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,25603,3,8.97,0.6
INV-33652900016,2021-01-24,HY-VEE #3 / BDI / DES MOINES,50320,old elk distilleries llc,20300,12,675.0,9.0
INV-33652900020,2021-01-24,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,10627,12,174.84,12.0
INV-33651300126,2021-01-24,HY-VEE FOOD STORE / CEDAR FALLS,50613,campari america,43801,3,60.75,2.25
INV-33645400003,2021-01-23,HY-VEE FOOD STORE / CORALVILLE,52241,HEAVEN HILL BRANDS,73702,3,36.0,2.25
INV-33652900166,2021-01-24,HY-VEE #3 / BDI / DES MOINES,50320,davos brands llc,89824,6,180.0,4.5
INV-33734100063,2021-01-28,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PROXIMO,89191,1,17.25,0.05
INV-33734100102,2021-01-28,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PERNOD RICARD USA,34116,12,179.88,9.0
INV-33651500014,2021-01-24,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,69940,1,20.25,0.05
INV-33734100152,2021-01-28,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,JIM BEAM BRANDS,19068,18,567.0,31.5
INV-33734100066,2021-01-28,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,36978,18,186.84,31.5
INV-33669600056,2021-01-24,HY-VEE FOOD STORE #1 / MASON CITY,50401,REMY COINTREAU USA INC,42666,2,32.94,1.5
INV-33728500087,2021-01-28,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,87647,,210.12,12.0
INV-33669600007,2021-01-24,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC NORTH AMERICA,84143,1,7.74,0.05
INV-33686000003,2021-01-25,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,MOET HENNESSY USA,5133,6,188.94,4.5
INV-33733300031,2021-01-28,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,53213,24,70.56,4.8
INV-33728500112,2021-01-28,HY-VEE #3 / BDI / DES MOINES,50320,sazerac company  inc,64867,36,612.36,36.0
INV-33733300046,2021-01-28,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,969618,12,155.88,9.0
INV-33776200120,2021-01-29,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,10788,1,11.03,0.05
INV-33771300011,2021-01-29,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,11299,6,45.0,1.2
INV-33740200052,2021-01-28,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,37182,6,80.94,4.5
INV-33814800080,2021-01-30,HY-VEE #7 / CEDAR RAPIDS,52411,park street imports,65426,1,21.15,0.75
INV-33843600141,2021-01-31,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,89626,,2052.0,36.0
INV-33776200012,2021-01-29,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BACARDI USA INC,34422,6,204.78,6.0
INV-33858500072,2021-01-31,HY-VEE FOOD STORE #1 / MASON CITY,50401,LUXCO INC,55506,3,24.75,2.25
INV-33771300060,2021-01-29,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,CONSTELLATION BRANDS INC,34820,12,148.56,9.0
INV-33776200095,2021-01-29,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,15648,4,98.96,3.0
