Invoice/Item Number,Date,Store Name,Zip Code,Vendor Name,Item Number,Bottles Sold,Sale,Volume Sold
INV-31579100150,11/02/2020,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,5327,12,499.32,3.17
INV-31841100135,11/11/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,58860,6,78.66,2.77
INV-31579800207,11/02/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PERNOD RICARD USA,34030,12,179.88,2.37
INV-31579800017,11/02/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,43318,6,175.5,2.77
INV-31617000013,11/03/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,44419,12,126.0,2.37
INV-31569800001,11/02/2020,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,101182,6,449.94,0.07
INV-31758100051,11/09/2020,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,55506,2,16.5,0.39
INV-31579800167,11/02/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,HEAVEN HILL BRANDS,40126,12,81.0,2.37
INV-32069300018,11/19/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,JIM BEAM BRANDS,82786,3,29.25,0.59
INV-31835900013,11/11/2020,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,42703,24,269.76,4.75
INV-32040200078,11/18/2020,HY-VEE #7 / CEDAR RAPIDS,52411,jdso inc / red boot distillery,36875,12,124.2,5.54
INV-31841100145,11/11/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,64870,,64.8,1.26
INV-31841100138,11/11/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,phillips beverage,63959,3,26.88,1.38
INV-31765400024,11/09/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MOET HENNESSY USA,48106,12,359.88,2.37
INV-31734600101,11/06/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,101181,6,202.44,0.07
INV-32067500150,11/19/2020,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,89267,6,306.0,1.18
INV-31841100018,11/11/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,15658,4,98.96,0.79
INV-32040200072,11/18/2020,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,36034,2,21.0,0.39
INV-31758100024,11/09/2020,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,34003,2,8.98,0.1
INV-31993700100,11/17/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC NORTH AMERICA,37938,6,54.0,2.77
INV-32039400029,11/18/2020,HY-VEE #4 / WDM,50265,PROXIMO,59154,6,90.36,2.77
INV-32045800162,11/18/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,CONSTELLATION BRANDS INC,53214,4,19.32,0.39
INV-32045800078,11/18/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,MHW LTD,34244,6,133.56,1.18
INV-31993700019,11/17/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,10628,6,130.5,2.77
INV-32039400133,11/18/2020,HY-VEE #4 / WDM,50265,GEMINI SPIRITS,80458,6,103.86,2.77
INV-32045800109,11/18/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,LUXCO INC,84496,,45.0,1.18
INV-32040200173,11/18/2020,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,86506,12,61.56,2.37
INV-31758100071,11/09/2020,HY-VEE #7 / CEDAR RAPIDS,52411,ole smoky distillery llc,86843,6,90.0,1.18
INV-31765500075,11/09/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MISSISSIPPI RIVER DISTIL,27479,6,172.56,1.18
INV-31734600260,11/06/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,73702,4,48.0,0.79
INV-31765500017,11/09/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,43334,12,90.0,1.18
INV-32023100062,11/17/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,28867,5,116.25,1.32
INV-31757100014,11/09/2020,HY-VEE #3 / BDI / DES MOINES,50320,mississippi river distil,27479,6,172.56,1.18
INV-32109100164,11/20/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,36034,2,21.0,0.39
INV-31734600018,11/06/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,65013,96,720.0,1.26
INV-31734600171,11/06/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,MHW LTD,42240,4,56.52,0.79
INV-32040200147,11/18/2020,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,67586,2,11.98,0.39
INV-32045800092,11/18/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DIAGEO AMERICAS,10807,24,561.36,4.75
INV-31764500038,11/09/2020,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,73526,12,117.0,2.37
INV-32069300017,11/19/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,67267,,17.63,0.26
INV-32069300044,11/19/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,BACARDI USA INC,43109,1,12.38,0.19
INV-31764500007,11/09/2020,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,28890,3,58.56,0.59
INV-32039400117,11/18/2020,HY-VEE #4 / WDM,50265,HEAVEN HILL BRANDS,17916,12,270.0,2.37
INV-32045800106,11/18/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,E & J GALLO WINERY,73755,,39.0,0.79
INV-32040200051,11/18/2020,HY-VEE #7 / CEDAR RAPIDS,52411,bacardi usa inc,28233,3,74.25,0.79
INV-31761200031,11/09/2020,HY-VEE #4 / WDM,50265,MHW LTD,80024,4,56.52,0.79
INV-31764500015,11/09/2020,HY-VEE FOOD STORE / CORALVILLE,52241,LUXCO INC,80571,1,6.83,0.01
INV-32045800014,11/18/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DIAGEO AMERICAS,27025,12,297.0,2.37
INV-32040200007,11/18/2020,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,5430,2,150.0,0.39
INV-31757100082,11/09/2020,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,82898,12,141.72,3.17
INV-31765500077,11/09/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,BROWN FORMAN CORP.,22207,72,4294.08,33.28
INV-31993700209,11/17/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,INFINIUM SPIRITS,87035,1,21.0,0.01
INV-31734600233,11/06/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,54446,3,24.66,0.59
INV-31761200085,11/09/2020,HY-VEE #4 / WDM,50265,LUXCO INC,24156,6,31.5,1.18
INV-31993700046,11/17/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,19061,4,32.4,0.05
INV-31734600036,11/06/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LAIRD & COMPANY,35916,12,60.72,2.37
INV-31734600117,11/06/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PROXIMO,58874,6,78.66,2.77
INV-32023100001,11/17/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,10548,6,94.08,2.77
INV-32040200034,11/18/2020,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,20248,6,94.5,2.77
INV-32043000004,11/18/2020,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,77858,,49.52,0.79
INV-32043000036,11/18/2020,HY-VEE FOOD STORE / CORALVILLE,52241,LUXCO INC,81208,6,67.5,2.77
INV-32109100153,11/20/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,11299,6,45.0,0.31
INV-32040200183,11/18/2020,HY-VEE #7 / CEDAR RAPIDS,52411,bacardi usa inc,89121,2,42.0,0.39
INV-31734600085,11/06/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,64864,24,192.0,2.37
INV-32045800069,11/18/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PHILLIPS BEVERAGE,41694,12,135.0,3.17
INV-31765500019,11/09/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,E & J GALLO WINERY,31474,,36.0,0.59
INV-32023100179,11/17/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,77786,12,205.92,2.37
INV-32045800028,11/18/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,19066,12,189.0,2.37
INV-31765400021,11/09/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MCCORMICK DISTILLING CO.,36901,2,14.1,0.02
INV-31761200001,11/09/2020,HY-VEE #4 / WDM,50265,DAVOS BRANDS LLC,29119,18,322.74,3.56
INV-31734600092,11/06/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,18046,12,108.0,2.37
INV-32039400024,11/18/2020,HY-VEE #4 / WDM,50265,LUXCO INC,36304,24,66.96,2.37
INV-32045800009,11/18/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,LUXCO INC,55087,,117.6,3.17
INV-32040200164,11/18/2020,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,78071,3,37.14,0.59
INV-32109100231,11/20/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,WILLIAM GRANT & SONS INC,5014,2,109.5,0.39
INV-31765500026,11/09/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,101181,18,607.32,0.23
INV-32067500111,11/19/2020,HY-VEE #3 / BDI / DES MOINES,50320,infinium spirits,87026,,1665.0,11.88
INV-31993700155,11/17/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,67586,2,11.98,0.39
INV-32045800135,11/18/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DIAGEO AMERICAS,69940,2,40.5,0.02
INV-32023100158,11/17/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,64645,3,83.16,0.59
INV-31761200078,11/09/2020,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,68022,6,148.44,1.18
INV-32023200001,11/17/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,mccormick distilling co.,68340,90,2430.0,17.83
INV-31993500006,11/17/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PERNOD RICARD USA,15626,180,4453.2,35.66
INV-32069200006,11/19/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,FIFTH GENERATION INC,38176,60,900.0,11.88
INV-31761200035,11/09/2020,HY-VEE #4 / WDM,50265,SAZERAC COMPANY  INC,32462,3,56.25,0.59
INV-31764500063,11/09/2020,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,10836,12,315.0,2.37
INV-31765400039,11/09/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,JIM BEAM BRANDS,19061,2,16.2,0.02
INV-31734600113,11/06/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,43028,6,103.98,2.77
INV-31765400041,11/09/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,10788,1,11.03,0.01
INV-32040200057,11/18/2020,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,32231,,4.95,0.01
INV-32040200008,11/18/2020,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac north america,8827,2,18.42,0.52
INV-31765500014,11/09/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,JIM BEAM BRANDS,19064,,99.0,1.18
INV-32040200020,11/18/2020,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,15248,6,85.5,2.77
INV-31799900155,11/10/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,72927,1,7.2,0.01
INV-32039400025,11/18/2020,HY-VEE #4 / WDM,50265,E & J GALLO WINERY,36968,,21.0,0.39
INV-31734600218,11/06/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,88833,2,93.0,0.39
INV-31993700134,11/17/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PREMIER DISTRIBUTORS LLC,51158,6,130.5,1.18
INV-31764500115,11/09/2020,HY-VEE FOOD STORE / CORALVILLE,52241,WILLIAM GRANT & SONS INC,64876,4,138.0,0.79
INV-32039400036,11/18/2020,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,43318,6,175.5,2.77
INV-32040200102,11/18/2020,HY-VEE #7 / CEDAR RAPIDS,52411,e & j gallo winery,43641,6,180.0,1.18
INV-31758100032,11/09/2020,HY-VEE #7 / CEDAR RAPIDS,52411,bacardi usa inc,36964,1,30.0,0.01
INV-31764500061,11/09/2020,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,28778,6,135.0,1.18
INV-31765500030,11/09/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PERNOD RICARD USA,34006,12,179.88,2.37
INV-32045800007,11/18/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,MHW LTD,73053,6,147.06,1.58
INV-32045800075,11/18/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC NORTH AMERICA,35316,12,60.72,2.37
INV-32040200140,11/18/2020,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,65066,3,58.5,0.59
INV-31758100013,11/09/2020,HY-VEE #7 / CEDAR RAPIDS,52411,brown forman corp.,16396,2,35.4,0.39
INV-31993700091,11/17/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,STOLI GROUP,34870,2,29.98,0.39
INV-31734600156,11/06/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,EDRINGTON GROUP USA LLC,4936,4,72.2,0.79
INV-32045800110,11/18/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,GEORGETOWN TRADING CO. LLC,18990,3,73.5,0.59
INV-31734600137,11/06/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,5633,3,157.5,0.59
INV-31761200015,11/09/2020,HY-VEE #4 / WDM,50265,BACARDI USA INC,28253,1,22.5,0.01
INV-32023100118,11/17/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,43025,5,45.0,0.99
INV-32043000043,11/18/2020,HY-VEE FOOD STORE / CORALVILLE,52241,HEAVEN HILL BRANDS,17958,6,139.5,2.77
INV-31765500112,11/09/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,HEAVEN HILL BRANDS,11786,12,94.2,2.37
INV-31761200072,11/09/2020,HY-VEE #4 / WDM,50265,SAZERAC COMPANY  INC,64816,3,61.08,0.59
INV-31841100209,11/11/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,gemini spirits,88036,3,25.83,0.59
INV-32045800153,11/18/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JEM BEVERAGE COMPANY,39705,3,19.8,0.03
INV-31993700072,11/17/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,WESTERN SPIRITS BEVERAGE,27433,6,90.0,1.18
INV-31993700070,11/17/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,27189,2,70.86,0.39
INV-32043000059,11/18/2020,HY-VEE FOOD STORE / CORALVILLE,52241,E & J GALLO WINERY,36969,12,135.0,2.37
INV-32040200094,11/18/2020,HY-VEE #7 / CEDAR RAPIDS,52411,e & j gallo winery,40193,2,22.5,0.39
INV-31757100064,11/09/2020,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,66836,6,180.0,1.18
INV-31758100036,11/09/2020,HY-VEE #7 / CEDAR RAPIDS,52411,e & j gallo winery,40593,2,10.5,0.19
INV-32043000086,11/18/2020,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,64858,,45.0,0.01
INV-32045800058,11/18/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC NORTH AMERICA,57148,30,292.5,13.86
INV-32040200011,11/18/2020,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,10803,2,22.06,0.02
INV-31734600004,11/06/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC NORTH AMERICA,35776,10,58.8,0.13
INV-31993700079,11/17/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PROXIMO,28246,1,17.55,0.19
INV-31764500093,11/09/2020,HY-VEE FOOD STORE / CORALVILLE,52241,LUXCO INC,36305,12,60.12,2.37
INV-31764500113,11/09/2020,HY-VEE FOOD STORE / CORALVILLE,52241,HEAVEN HILL BRANDS,27453,8,76.56,0.1
INV-32039400043,11/18/2020,HY-VEE #4 / WDM,50265,JIM BEAM BRANDS,44428,12,126.0,2.37
INV-32045800166,11/18/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DIAGEO AMERICAS,43334,6,45.0,0.59
INV-32109100128,11/20/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,28086,3,49.47,0.59
INV-32023100121,11/17/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,43028,12,207.96,5.54
INV-32043000044,11/18/2020,HY-VEE FOOD STORE / CORALVILLE,52241,BROWN FORMAN CORP.,74782,12,186.12,2.37
INV-31761200059,11/09/2020,HY-VEE #4 / WDM,50265,PHILLIPS BEVERAGE,14501,6,75.06,1.18
INV-31841100144,11/11/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,64864,4,32.0,0.39
INV-31993700162,11/17/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,69945,1,10.89,0.09
INV-32023100063,11/17/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,28868,2,74.98,0.92
INV-32109100113,11/20/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,MISSISSIPPI RIVER DISTIL,80236,30,457.8,5.94
INV-32040200053,11/18/2020,HY-VEE #7 / CEDAR RAPIDS,52411,william grant & sons inc,28625,6,165.42,1.18
INV-31765500101,11/09/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,HEAVEN HILL BRANDS,17956,12,144.0,2.37
INV-32040200060,11/18/2020,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,33256,2,19.48,0.39
INV-32043000068,11/18/2020,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,19021,24,262.8,0.31
INV-31758100075,11/09/2020,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,89164,3,304.53,0.59
INV-31765500076,11/09/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MISSISSIPPI RIVER DISTIL,58746,6,144.0,1.18
INV-32040200055,11/18/2020,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,30316,2,15.0,0.39
INV-32040200141,11/18/2020,HY-VEE #7 / CEDAR RAPIDS,52411,mhw ltd,65111,2,32.26,0.19
INV-31764500051,11/09/2020,HY-VEE FOOD STORE / CORALVILLE,52241,CAMPARI AMERICA,22158,6,225.0,2.77
INV-32043000006,11/18/2020,HY-VEE FOOD STORE / CORALVILLE,52241,HEAVEN HILL BRANDS,89468,3,49.5,0.59
INV-31734600005,11/06/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PHILLIPS BEVERAGE,41691,12,82.8,0.15
INV-31765500069,11/09/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PARK STREET IMPORTS,65426,12,253.8,2.37
INV-31765500060,11/09/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC NORTH AMERICA,57125,12,117.0,5.54
INV-31734600242,11/06/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,82957,3,44.43,0.79
INV-31757100045,11/09/2020,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,44551,3,45.0,0.59
INV-31841100086,11/11/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,40053,5,63.75,0.99
INV-32023100052,11/17/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,chatham imports inc,27060,4,132.56,0.79
INV-31734600210,11/06/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,904761,4,27.0,0.79
INV-31993700080,11/17/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,28867,2,46.5,0.52
