Invoice/Item Number,Date,Store Name,Zip Code,Vendor Name,Item Number,Bottles Sold,Sale,Volume Sold
INV-28409600051,07/01/2020,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,32235,12,116.88,2.37
INV-29049300048,07/28/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,19476,12,315.0,2.37
INV-28923800013,07/23/2020,HY-VEE #3 / BDI / DES MOINES,50320,brown forman corp.,26828,6,276.12,2.77
INV-28952800135,07/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,CAMPARI AMERICA,43371,2,31.5,0.39
INV-28407700041,07/01/2020,HY-VEE #4 / WDM,50265,HEAVEN HILL BRANDS,29568,6,94.44,2.77
INV-28952800028,07/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,17917,6,270.0,1.18
INV-28905200012,07/22/2020,HY-VEE #7 / CEDAR RAPIDS,52411,goamericago beverages llc / whistlepig,15187,,225.0,1.18
INV-28452200022,07/02/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC NORTH AMERICA,57150,,117.0,5.54
INV-28409600039,07/01/2020,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,27783,12,189.0,2.37
INV-28452200160,07/02/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,PERNOD RICARD USA,28087,,65.22,0.79
INV-28414000143,07/01/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,10006,6,46.2,1.18
INV-29114800058,07/30/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401a,OLE SMOKY DISTILLERY LLC,87043,6,90.0,1.18
INV-28905200158,07/22/2020,HY-VEE #7 / CEDAR RAPIDS,52411,prestige wine & spirits group,75210,6,90.0,1.18
INV-29049300223,07/28/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,69715,4,51.96,0.79
INV-28905200121,07/22/2020,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac north america,57125,6,58.5,2.77
INV-29114800239,07/30/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,PERNOD RICARD USA,34003,2,8.98,0.1
INV-28923800052,07/23/2020,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,43137,48,684.0,12.68
INV-29049100009,07/28/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,jem beverage company,39500,2,13.2,0.02
INV-28905200110,07/22/2020,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,44539,21,220.5,4.16
INV-29142000083,07/31/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,86251,12,43.56,3.17
INV-28451900021,07/02/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,38008,108,2390.04,49.92
INV-28407700085,07/01/2020,HY-VEE #4 / WDM,50265,BROWN FORMAN CORP.,26906,6,248.34,1.18
INV-28952800120,07/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,41316,3,20.25,0.59
INV-29114800219,07/30/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,E & J GALLO WINERY,36971,1,21.0,0.46
INV-28409600066,07/01/2020,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,35699,2,21.0,0.39
INV-28935600002,07/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,BACARDI USA INC,4876,2,60.0,0.39
INV-28438800023,07/02/2020,HY-VEE #3 / BDI / DES MOINES,50320,phillips beverage,31862,12,198.0,2.37
INV-28452200209,07/02/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,E & J GALLO WINERY,40594,2,22.5,0.39
INV-28409600054,07/01/2020,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,33256,2,19.48,0.39
INV-28409600083,07/01/2020,HY-VEE #7 / CEDAR RAPIDS,52411,mccormick distilling co.,38169,4,42.0,0.79
INV-28935300004,07/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,43022,8,67.92,0.1
INV-28952800150,07/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BACARDI USA INC,67595,2,42.0,0.39
INV-28409600106,07/01/2020,HY-VEE #7 / CEDAR RAPIDS,52411,bacardi usa inc,43124,2,13.5,0.19
INV-29098100090,07/30/2020,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,73456,24,234.0,4.75
INV-28952800152,07/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,82957,4,59.24,1.05
INV-29049300167,07/28/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,bacardi usa inc,43125,,148.68,2.37
INV-29072300087,07/29/2020,HY-VEE #7 / CEDAR RAPIDS,52411,moet hennessy usa,34162,,61.86,0.52
INV-29082500087,07/29/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,HEAVEN HILL BRANDS,40327,12,153.0,2.37
INV-28438600016,07/02/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,E & J GALLO WINERY,36969,12,135.0,2.37
INV-28935300213,07/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,34449,2,37.5,0.39
INV-28910900172,07/22/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,82637,6,70.86,1.58
INV-29098100105,07/30/2020,HY-VEE #3 / BDI / DES MOINES,50320,brown forman corp.,86672,12,340.08,3.17
INV-28935300141,07/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC NORTH AMERICA,11936,3,19.53,0.59
INV-28409600113,07/01/2020,HY-VEE #7 / CEDAR RAPIDS,52411,bacardi usa inc,43388,6,75.0,2.77
INV-29049300010,07/28/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,12862,,30.0,0.79
INV-28427900066,07/01/2020,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,86886,12,186.0,2.37
INV-29082500178,07/29/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DIAGEO AMERICAS,43333,10,41.3,0.52
INV-28935700001,07/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,BROWN FORMAN CORP.,308,,41.24,0.19
INV-29114500001,07/30/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,GEMINI SPIRITS,87380,12,211.56,2.37
INV-28452200208,07/02/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,RUSSIAN STANDARD VODKA,35109,1,14.15,0.19
INV-28438600009,07/02/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,19478,6,292.5,2.77
INV-28935300069,07/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,BROWN FORMAN CORP.,52835,6,102.0,2.77
INV-28409600174,07/01/2020,HY-VEE #7 / CEDAR RAPIDS,52411,mhw ltd,73063,,78.0,0.79
INV-29069600086,07/29/2020,HY-VEE #4 / WDM,50265,PHILLIPS BEVERAGE,14490,,75.06,1.18
INV-29142000170,07/31/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,NICHE IMPORT CO,28754,2,50.02,0.39
INV-28452200039,07/02/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,S&B FARMS DISTILLERY,77055,6,117.12,1.18
INV-28427900096,07/01/2020,HY-VEE FOOD STORE / CORALVILLE,52241,STOLI GROUP,34871,12,287.52,3.17
INV-28910900057,07/22/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,86887,12,233.52,3.17
INV-29098100040,07/30/2020,HY-VEE #3 / BDI / DES MOINES,50320,fifth generation inc,38178,30,855.0,13.86
INV-29082500199,07/29/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,LUXCO INC,22244,,60.0,0.39
INV-29049300241,07/28/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,campari america,77779,2,58.5,0.92
INV-28414000010,07/01/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,MCCORMICK DISTILLING CO.,36904,,64.8,2.37
INV-29114800175,07/30/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,BACARDI USA INC,28236,2,40.5,0.39
INV-28452200127,07/02/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,CEDAR RIDGE VINEYARDS LL,17206,4,108.6,0.79
INV-28935300089,07/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC NORTH AMERICA,35317,12,71.52,3.17
INV-28952800107,07/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,28043,12,189.0,2.37
INV-28952800043,07/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,WILLIAM GRANT & SONS INC,65307,6,180.0,1.18
INV-28910900102,07/22/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PERNOD RICARD USA,42717,12,197.88,3.17
INV-28409600037,07/01/2020,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,27171,6,180.0,1.18
INV-28438800036,07/02/2020,HY-VEE #3 / BDI / DES MOINES,50320,"foundry distilling company, llc",36878,102,1213.8,20.2
INV-28910900069,07/22/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,LUXCO INC,89182,6,121.5,1.18
INV-29082500205,07/29/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DIAGEO AMERICAS,68022,4,98.96,0.79
INV-28905200104,07/22/2020,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,43336,24,326.16,4.75
INV-28414000117,07/01/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PHILLIPS BEVERAGE,41360,12,126.0,2.37
INV-28935600011,07/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,LUXCO INC,36308,6,64.56,2.77
INV-28452200043,07/02/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,BACARDI USA INC,88296,12,495.0,2.37
INV-29098100037,07/30/2020,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,36307,24,145.92,6.34
INV-29114800136,07/30/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,5289,3,67.41,0.79
INV-28427900116,07/01/2020,HY-VEE FOOD STORE / CORALVILLE,52241,HEAVEN HILL BRANDS,40329,6,130.44,2.77
INV-28415100004,07/01/2020,HY-VEE #7 / CEDAR RAPIDS,52411,campari america,43799,6,135.0,2.77
INV-28414000173,07/01/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,BROWN FORMAN CORP.,74802,,113.36,1.05
INV-28407700071,07/01/2020,HY-VEE #4 / WDM,50265,SAZERAC COMPANY  INC,37418,6,76.5,2.77
INV-28905200132,07/22/2020,HY-VEE #7 / CEDAR RAPIDS,52411,gemini spirits,62420,6,49.5,2.77
INV-28407700040,07/01/2020,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,30316,12,90.0,2.37
INV-29049100006,07/28/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,western spirits beverage,27692,1,9.0,0.01
INV-28935300086,07/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,MCCORMICK DISTILLING CO.,36908,12,134.52,5.54
INV-28409600180,07/01/2020,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,77683,3,37.14,0.59
INV-29072300006,07/29/2020,HY-VEE #7 / CEDAR RAPIDS,52411,william grant & sons inc,5014,2,109.5,0.39
INV-28905200015,07/22/2020,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,15818,2,30.0,0.39
INV-29114800095,07/30/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,MCCORMICK DISTILLING CO.,36904,,64.8,2.37
INV-28414000134,07/01/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PERNOD RICARD USA,34007,12,269.88,3.17
INV-29049300067,07/28/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,27554,2,21.0,0.39
INV-28452300017,07/02/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,STOLI GROUP,34747,,23.96,0.26
INV-28935300091,07/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,65013,12,90.0,0.15
INV-29098100065,07/30/2020,HY-VEE #3 / BDI / DES MOINES,50320,william grant & sons inc,45887,12,212.04,3.17
INV-28414000125,07/01/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,BACARDI USA INC,34422,6,204.78,1.58
INV-29114800229,07/30/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,LUXCO INC,35179,1,10.5,0.19
INV-28427900046,07/01/2020,HY-VEE FOOD STORE / CORALVILLE,52241,FIFTH GENERATION INC,38174,48,390.24,4.75
INV-28409600088,07/01/2020,HY-VEE #7 / CEDAR RAPIDS,52411a,heaven hill brands,39555,1,7.58,0.01
INV-28407700082,07/01/2020,HY-VEE #4 / WDM,50265,HEAVEN HILL BRANDS,11788,30,470.4,13.86
INV-28905200077,07/22/2020,HY-VEE #7 / CEDAR RAPIDS,52411,phillips beverage,37665,6,109.98,2.77
INV-29049300245,07/28/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,mhw ltd,80015,,56.52,0.79
INV-29114900001,07/30/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,E & J GALLO WINERY,101028,6,76.5,1.18
INV-28935300136,07/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,PERNOD RICARD USA,4716,1,29.24,0.19
INV-28407700039,07/01/2020,HY-VEE #4 / WDM,50265,HEAVEN HILL BRANDS,52316,12,108.0,2.37
INV-28910900076,07/22/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,BROWN FORMAN CORP.,86692,,280.32,2.37
INV-28910900109,07/22/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,BACARDI USA INC,43137,12,171.0,3.17
INV-29049300273,07/28/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,bacardi usa inc,88294,4,87.0,0.39
INV-28409600171,07/01/2020,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,72722,2,18.0,0.39
INV-28414000177,07/01/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,BACARDI USA INC,43031,2,16.62,0.02
INV-28452200145,07/02/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,LAIRD & COMPANY,23826,3,15.75,0.59
INV-29049400006,07/28/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,965185,6,117.0,1.18
INV-29142000216,07/31/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PARK STREET IMPORTS,26966,2,88.0,0.39
INV-28952800045,07/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,32238,6,112.44,2.77
INV-29072300263,07/29/2020,HY-VEE #7 / CEDAR RAPIDS,52411,proximo,89193,2,9.0,0.1
INV-28452200193,07/02/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,44258,1,11.25,0.19
INV-28409600122,07/01/2020,HY-VEE #7 / CEDAR RAPIDS,52411,brown forman corp.,52806,2,19.98,0.39
INV-28923800037,07/23/2020,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,37998,6,132.78,2.77
INV-29142000244,07/31/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,25603,5,14.95,0.26
INV-28952800181,07/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,5153,4,125.88,0.79
INV-28952800192,07/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,EDRINGTON GROUP USA LLC,4936,2,36.1,0.39
INV-29072300011,07/29/2020,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,5325,3,51.75,0.29
INV-29142000046,07/31/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC NORTH AMERICA,35317,24,143.04,6.34
INV-28905200175,07/22/2020,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,82610,2,23.62,0.52
INV-28910900177,07/22/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,HEAVEN HILL BRANDS,72722,4,36.0,0.79
INV-28414000154,07/01/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,CONSTELLATION BRANDS INC,27523,4,225.0,0.79
INV-28414000069,07/01/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PERNOD RICARD USA,88186,72,1457.28,14.26
INV-28414000162,07/01/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,WILLIAM GRANT & SONS INC,5157,1,78.75,0.19
INV-28427900058,07/01/2020,HY-VEE FOOD STORE / CORALVILLE,52241,GEMINI SPIRITS,62400,,49.5,2.77
INV-28414000061,07/01/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,WESTERN SPIRITS BEVERAGE,27433,6,90.0,1.18
INV-29114800035,07/30/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,MCCORMICK DISTILLING CO.,36901,1,7.05,0.01
INV-28905100001,07/22/2020,HY-VEE #7 / CEDAR RAPIDS,52411,stoli group,34786,288,4317.12,57.06
INV-28414000014,07/01/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,"MAST-JAGERMEISTER US, INC",65257,12,297.0,3.17
INV-29142000019,07/31/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BROWN FORMAN CORP.,22207,66,3936.24,30.51
INV-28935300182,07/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,E & J GALLO WINERY,31496,3,72.0,1.38
INV-28438800134,07/02/2020,HY-VEE #3 / BDI / DES MOINES,50320,s&b farms distillery,77055,2,39.04,0.39
INV-28910900032,07/22/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DIAGEO AMERICAS,77852,12,148.56,2.37
INV-28935300025,07/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,INFINIUM SPIRITS,39460,1,6.9,0.01
INV-28452200009,07/02/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401a,DIAGEO AMERICAS,10803,2,22.06,0.02
INV-28905200062,07/22/2020,HY-VEE #7 / CEDAR RAPIDS,52411,stoli group,34737,12,287.52,3.17
INV-28923800106,07/23/2020,HY-VEE #3 / BDI / DES MOINES,50320,proximo,87409,12,234.0,3.17
INV-28910900185,07/22/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,CONSTELLATION BRANDS INC,87266,3,90.0,0.59
INV-29114800123,07/30/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,CAMPARI AMERICA,10890,1,15.78,0.19
INV-28952800166,07/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,16906,1,63.75,0.19
INV-28427900093,07/01/2020,HY-VEE FOOD STORE / CORALVILLE,52241,WILLIAM GRANT & SONS INC,6998,,303.84,8.32
INV-28407700068,07/01/2020,HY-VEE #4 / WDM,50265,SAZERAC NORTH AMERICA,37936,12,65.52,2.37
INV-28935300010,07/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,BROWN FORMAN CORP.,86668,1,13.59,0.01
INV-28409600073,07/01/2020,HY-VEE #7 / CEDAR RAPIDS,52411,phillips beverage,37348,6,68.4,2.77
INV-29049300011,07/28/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,12863,4,30.0,0.79
INV-28907500038,07/22/2020,HY-VEE FOOD STORE / CORALVILLE,52241,PERNOD RICARD USA,32238,6,112.44,2.77
INV-28935300005,07/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,64858,,225.0,0.06
INV-29072300230,07/29/2020,HY-VEE #7 / CEDAR RAPIDS,52411a,diageo americas,78079,4,49.52,0.79
INV-28409600134,07/01/2020,HY-VEE #7 / CEDAR RAPIDS,52411,proximo,58838,18,235.98,8.32
INV-29082500081,07/29/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,MCCORMICK DISTILLING CO.,36908,6,67.26,2.77
INV-28409600089,07/01/2020,HY-VEE #7 / CEDAR RAPIDS,52411,jem beverage company,39648,2,27.04,0.39
INV-28409600125,07/01/2020,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,55086,2,16.5,0.39
INV-28910900166,07/22/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,MCCORMICK DISTILLING CO.,36903,10,17.0,0.52
INV-28910900062,07/22/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,HEAVEN HILL BRANDS,18120,6,139.44,1.18
INV-28907500058,07/22/2020,HY-VEE FOOD STORE / CORALVILLE,52241,MOET HENNESSY USA,48106,12,359.88,2.37
INV-28935300164,07/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,JIM BEAM BRANDS,20248,1,15.75,0.46
