Invoice/Item Number,Date,Store Name,Zip Code,Vendor Name,Item Number,Bottles Sold,Sale,Volume Sold
INV-29166500033,08/03/2020,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,37418,6,76.5,2.77
INV-29166500055,08/03/2020,HY-VEE #7 / CEDAR RAPIDS,52411,proximo,58866,12,83.16,2.37
INV-29378900184,08/11/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC NORTH AMERICA,81124,1,9.0,0.01
INV-29430900012,08/12/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,43848,6,67.5,2.77
INV-29348500014,08/10/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC NORTH AMERICA,21244,1,31.5,0.19
INV-29404400138,08/11/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,phillips beverage,43686,3,45.33,0.59
INV-29286100044,08/06/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,28868,6,224.94,2.77
INV-29418200093,08/12/2020,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,41326,2,13.5,0.39
INV-29286100184,08/06/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,BAD BEAR ENTERPRISES LLC,74836,2,30.0,0.39
INV-29404400086,08/11/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,stoli group,34870,2,29.98,0.39
INV-29378900114,08/11/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,INFINIUM SPIRITS,42983,6,125.82,1.18
INV-29378900087,08/11/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,MCCORMICK DISTILLING CO.,36886,12,59.64,2.37
INV-29247100070,08/05/2020,HY-VEE FOOD STORE / CORALVILLE,52241,CEDAR RIDGE VINEYARDS LL,26474,6,256.5,1.18
INV-29404400060,08/11/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,dunkel corporation / iowa distilling,27629,3,40.92,0.59
INV-29237900006,08/05/2020,HY-VEE #3 / BDI / DES MOINES,50320,serralles usa,43426,,117.0,2.37
INV-29302900040,08/07/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,44499,12,126.0,2.37
INV-29348500063,08/10/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,CONSTELLATION BRANDS INC,34821,138,2794.5,63.79
INV-29344700113,08/10/2020,HY-VEE #4 / WDM,50265,EDRINGTON GROUP USA LLC,4936,4,72.2,0.79
INV-29461600127,08/13/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,PERNOD RICARD USA,38031,2,22.48,0.39
INV-29348500198,08/10/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,BACARDI USA INC,34359,12,84.12,0.63
INV-29446500055,08/13/2020,HY-VEE #4 / WDM,50265,SAZERAC COMPANY  INC,17766,3,77.22,0.59
INV-29445400080,08/13/2020,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,67527,12,272.76,3.17
INV-29285700023,08/06/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,64868,6,138.0,2.77
INV-29286100094,08/06/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,4626,3,94.47,0.59
INV-29247100007,08/05/2020,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,4616,2,118.78,0.39
INV-29348500129,08/10/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,HEAVEN HILL BRANDS,29568,6,94.44,2.77
INV-29445400050,08/13/2020,HY-VEE #3 / BDI / DES MOINES,50320,phillips beverage,41694,12,135.0,3.17
INV-29348500020,08/10/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MCCORMICK DISTILLING CO.,36886,12,59.64,2.37
INV-29348500006,08/10/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,NICHE IMPORT CO,65963,6,135.0,1.18
INV-29348300002,08/10/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,JIM BEAM BRANDS,19496,1,45.0,0.19
INV-29418200174,08/12/2020,HY-VEE #7 / CEDAR RAPIDS,52411,gemini spirits,88036,3,27.0,0.59
INV-29445400026,08/13/2020,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,34007,60,1349.4,15.85
INV-29517900089,08/17/2020,HY-VEE FOOD STORE / CORALVILLE,52241,GEMINI SPIRITS,62420,6,49.5,2.77
INV-29461600151,08/13/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,LAIRD & COMPANY,23823,2,3.94,0.1
INV-29517200173,08/17/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MCCORMICK DISTILLING CO.,36903,20,34.0,1.05
INV-29509600085,08/17/2020,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,45248,6,67.5,2.77
INV-29564800195,08/18/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,58860,6,78.66,2.77
INV-29564800078,08/18/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,28086,2,32.98,0.39
INV-29483000079,08/14/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,10628,24,522.0,11.09
INV-29593400158,08/19/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,BROWN FORMAN CORP.,86691,2,27.18,0.02
INV-29539300223,08/18/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,LUXCO INC,89178,6,135.0,1.18
INV-29606200001,08/20/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PHILLIPS BEVERAGE,995530,12,92.76,2.37
INV-29593400061,08/19/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,82787,12,141.72,3.17
INV-29676300105,08/24/2020,HY-VEE #3 / BDI / DES MOINES,50320,sazerac north america,89577,,631.8,15.85
INV-29509500007,08/17/2020,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,19496,1,45.0,0.19
INV-29676300077,08/24/2020,HY-VEE #3 / BDI / DES MOINES,50320,prestige wine & spirits group,75210,18,270.0,3.56
INV-29598700034,08/19/2020,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,15296,4,28.04,0.79
INV-29598700040,08/19/2020,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,77674,4,49.52,0.79
INV-29564800050,08/18/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,campari america,22121,4,68.4,0.79
INV-29623300001,08/20/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,MHW LTD,15592,6,135.0,1.18
INV-29599800081,08/19/2020,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,44658,6,90.0,2.77
INV-29602400040,08/19/2020,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,11298,6,287.94,2.77
INV-29517200171,08/17/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MOET HENNESSY USA,48102,6,376.92,1.9
INV-29564900001,08/18/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,campari america,40804,12,135.0,2.37
INV-29622800158,08/20/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,E & J GALLO WINERY,31496,2,48.0,0.92
INV-29623300006,08/20/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,BROWN FORMAN CORP.,26906,1,41.39,0.19
INV-29682600154,08/24/2020,HY-VEE FOOD STORE / CORALVILLE,52241,PERNOD RICARD USA,42676,,134.88,2.37
INV-29622800124,08/20/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,BACARDI USA INC,4868,3,119.25,1.38
INV-29622900003,08/20/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,PERNOD RICARD USA,37182,6,80.94,1.18
INV-29711200021,08/25/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,11366,1,37.5,0.19
INV-29622800184,08/20/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,43077,,33.72,0.79
INV-29676300023,08/24/2020,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,35626,12,117.0,2.37
INV-29674100120,08/24/2020,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,89182,6,121.5,1.18
INV-29674100084,08/24/2020,HY-VEE #7 / CEDAR RAPIDS,52411,park street imports,63297,24,94.8,1.26
INV-29674100082,08/24/2020,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac north america,57181,6,58.5,2.77
INV-29683200062,08/24/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,"MAST-JAGERMEISTER US, INC",65251,1,44.3,0.01
INV-29711200040,08/25/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,WILLIAM GRANT & SONS INC,18290,6,135.0,1.18
