Invoice/Item Number,Date,Store Name,Zip Code,Vendor Name,Item Number,Bottles Sold,Sale,Volume Sold
INV-27459600110,05/26/2020,HY-VEE #7 / CEDAR RAPIDS,52411,phillips beverage,84617,3,24.75,0.79
INV-27463000093,05/26/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PHILLIPS BEVERAGE,37348,24,273.6,11.09
INV-27304000037,05/18/2020,HY-VEE #4 / WDM,50265,CAMPARI AMERICA,89286,6,126.0,1.18
INV-27526400045,05/28/2020,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac north america,36889,12,71.52,3.17
INV-27307300243,05/18/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,38006,12,148.56,2.37
INV-27264500210,05/15/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,41076,3,45.27,0.59
INV-27459600002,05/26/2020,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,5350,3,146.22,0.59
INV-27264500207,05/15/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,RUSSIAN STANDARD VODKA,35109,2,28.3,0.39
INV-27307300029,05/18/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,BACARDI USA INC,43124,6,40.5,0.59
INV-27264500062,05/15/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,76487,12,72.96,3.17
INV-27254100056,05/14/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,DAVOS BRANDS LLC,29119,6,112.68,1.18
INV-27306700125,05/18/2020,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,19067,12,226.68,3.17
INV-27526400076,05/28/2020,HY-VEE #7 / CEDAR RAPIDS,52411,bacardi usa inc,43747,2,24.76,0.39
INV-27516600147,05/27/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,e & j gallo winery,39918,4,45.0,0.79
INV-27463000202,05/26/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,LUXCO INC,24158,12,137.16,5.54
INV-27489900171,05/27/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PROXIMO,58868,12,157.32,5.54
INV-27516600151,05/27/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,mccormick distilling co.,41019,,42.0,0.79
INV-27489900044,05/27/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,19061,3,24.3,0.03
INV-27516600123,05/27/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,laird & company,35913,,18.7,0.58
INV-27566400189,05/29/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,LUXCO INC,21206,1,12.75,0.19
INV-27539500030,05/28/2020,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,35626,12,117.0,2.37
INV-27304000038,05/18/2020,HY-VEE #4 / WDM,50265,PROXIMO,64933,4,92.76,0.79
INV-27566400169,05/29/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,BROWN FORMAN CORP.,26906,1,41.39,0.19
INV-27566400277,05/29/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,37418,1,12.75,0.46
INV-27542900086,05/28/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,24458,18,297.0,8.32
INV-27538800026,05/28/2020,HY-VEE #4 / WDM,50265,HEAVEN HILL BRANDS,29568,6,94.44,2.77
INV-27516400003,05/27/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,western spirits beverage,27428,2,17.4,0.02
INV-27566400234,05/29/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,56006,2,18.0,0.39
INV-27343700025,05/19/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PRESTIGE WINE & SPIRITS GROUP,67309,6,157.5,1.18
INV-27307300285,05/18/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DV SPIRITS LLC,64920,,49.5,0.59
INV-27542900101,05/28/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,15296,12,84.12,2.37
INV-27542900136,05/28/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,E & J GALLO WINERY,40193,12,135.0,2.37
INV-27566400171,05/29/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,26606,1,15.0,0.19
INV-27360800115,05/19/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,e & j gallo winery,40193,3,33.75,0.59
INV-27343800149,05/19/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,HEAVEN HILL BRANDS,43028,12,207.96,5.54
INV-27566100009,05/29/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,PROXIMO,46506,72,1761.84,33.28
INV-27360800178,05/19/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac north america,64601,4,67.52,0.79
INV-27343800069,05/19/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,27189,2,70.86,0.39
INV-27566400012,05/29/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,E & J GALLO WINERY,39422,,83.1,0.13
INV-27390400182,05/20/2020,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,73702,2,24.0,0.39
INV-27416500245,05/21/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,52314,2,9.76,0.19
INV-27360800167,05/19/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,charles jacquin et cie,56957,,31.68,1.05
INV-27540400083,05/28/2020,HY-VEE FOOD STORE / CORALVILLE,52241,BACARDI USA INC,67595,6,126.0,1.18
INV-27381000165,05/20/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DIAGEO AMERICAS,5430,2,188.98,0.39
INV-27390400181,05/20/2020,HY-VEE #7 / CEDAR RAPIDS,52411a,jim beam brands,73456,2,19.5,0.39
INV-27516600113,05/27/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,34566,6,90.0,2.77
INV-27360800021,05/19/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,cedar ridge vineyards ll,17206,6,162.9,1.18
INV-27390400152,05/20/2020,HY-VEE #7 / CEDAR RAPIDS,52411,park street imports,63282,24,94.8,1.26
INV-27371200130,05/20/2020,HY-VEE #4 / WDM,50265,JIM BEAM BRANDS,19068,18,567.0,8.32
INV-27589700091,05/29/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,MISSISSIPPI RIVER DISTIL,80236,12,183.12,2.37
INV-27566400221,05/29/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,PERNOD RICARD USA,33256,2,19.48,0.39
INV-27589700218,05/29/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BACARDI USA INC,88294,2,43.5,0.19
INV-27589700157,05/29/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,CATS EYE DISTILLERY,26722,2,86.56,0.39
INV-27589700164,05/29/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BROWN FORMAN CORP.,64676,2,57.24,0.39
