Invoice/Item Number,Date,Store Name,Zip Code,Vendor Name,Item Number,Bottles Sold,Sale,Volume Sold
INV-29348500130,08/10/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,CONSTELLATION BRANDS INC,53206,2,20.74,0.39
INV-29228900105,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,cedar ridge vineyards ll,37125,3,56.25,0.79
INV-29169200070,08/03/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,LUXCO INC,54056,6,49.5,1.18
INV-29169200162,08/03/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,38008,30,663.9,13.86
INV-29228800009,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,42712,3,22.29,0.03
INV-29302900010,08/07/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,69945,12,130.68,1.18
INV-29168900133,08/03/2020,HY-VEE FOOD STORE / CORALVILLE,52241,BROWN FORMAN CORP.,26827,24,680.16,6.34
INV-29169200217,08/03/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,CONSTELLATION BRANDS INC,56195,3,14.49,0.29
INV-29199300116,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,E & J GALLO WINERY,39422,,16.62,0.02
INV-29199300127,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,BACARDI USA INC,42370,1,22.5,0.19
INV-29164300099,08/03/2020,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,89837,,270.0,3.17
INV-29347900043,08/10/2020,HY-VEE FOOD STORE / CORALVILLE,52241,LUXCO INC,45278,6,67.5,2.77
INV-29171200070,08/03/2020,HY-VEE #4 / WDM,50265,PROXIMO,28246,6,105.3,1.18
INV-29302900035,08/07/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,STOLI GROUP,34870,12,179.88,2.37
INV-29341800062,08/10/2020,HY-VEE #7 / CEDAR RAPIDS,52411,mccormick distilling co.,40656,,31.5,0.59
INV-29166500054,08/03/2020,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac north america,55066,3,20.25,0.59
INV-29302900082,08/07/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC NORTH AMERICA,30058,,58.5,2.77
INV-29169200159,08/03/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,CONSTELLATION BRANDS INC,36578,6,121.5,2.77
INV-29169200181,08/03/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,72903,1,7.44,0.01
INV-29228900066,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,30236,12,90.0,2.37
INV-29169200085,08/03/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MOET HENNESSY USA,4184,2,85.48,0.39
INV-29348300008,08/10/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,WESTERN SPIRITS BEVERAGE,16846,,112.8,1.18
INV-29344700056,08/10/2020,HY-VEE #4 / WDM,50265,CAMPARI AMERICA,89139,6,193.5,1.18
INV-29171200119,08/03/2020,HY-VEE #4 / WDM,50265,HEAVEN HILL BRANDS,17127,12,90.0,3.17
INV-29199300157,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023a,PARK STREET IMPORTS,63344,12,108.0,1.18
INV-29228900046,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,brown forman corp.,26824,2,22.5,0.19
INV-29199300215,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,OLE SMOKY DISTILLERY LLC,86739,16,210.08,0.21
INV-29302900077,08/07/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC NORTH AMERICA,88602,6,112.32,1.18
INV-29348400001,08/10/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,CAMPARI AMERICA,943803,6,189.0,1.18
INV-29347900022,08/10/2020,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,78071,4,49.52,0.79
INV-29168900095,08/03/2020,HY-VEE FOOD STORE / CORALVILLE,52241,LUXCO INC,36667,12,63.0,3.17
INV-29164300046,08/03/2020,HY-VEE #3 / BDI / DES MOINES,50320,phillips beverage,41694,24,270.0,6.34
INV-29339800093,08/10/2020,HY-VEE #3 / BDI / DES MOINES,50320,phillips beverage,83363,12,92.76,2.37
INV-29341800079,08/10/2020,HY-VEE #7 / CEDAR RAPIDS,52411,proximo,58872,6,78.66,2.77
INV-29341800027,08/10/2020,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,19486,18,567.0,3.56
INV-29347900060,08/10/2020,HY-VEE FOOD STORE / CORALVILLE,52241,LUXCO INC,36308,90,968.4,41.6
INV-29339800078,08/10/2020,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,76487,12,72.96,3.17
INV-29302900129,08/07/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BROWN FORMAN CORP.,26821,2,27.18,0.02
INV-29199300179,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,BACARDI USA INC,67595,1,21.0,0.19
INV-29228900248,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,89387,,35.25,0.79
INV-29302900216,08/07/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,CAMPARI AMERICA,65126,3,104.91,0.59
INV-29169200106,08/03/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,BROWN FORMAN CORP.,86670,24,560.64,4.75
INV-29171200092,08/03/2020,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,5633,4,225.0,0.79
INV-29302900263,08/07/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,5149,,142.42,0.39
INV-29418200058,08/12/2020,HY-VEE #7 / CEDAR RAPIDS,52411,bacardi usa inc,34433,12,332.88,2.37
INV-29169200225,08/03/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,BACARDI USA INC,56944,6,85.8,2.77
INV-29164300014,08/03/2020,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,27056,3,60.75,0.59
INV-29341800068,08/10/2020,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,42712,1,7.43,0.01
INV-29228900209,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,77683,3,37.14,0.59
INV-29418200016,08/12/2020,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,15621,1,14.85,0.01
INV-29348500140,08/10/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,CONSTELLATION BRANDS INC,56798,3,28.86,0.59
INV-29169200184,08/03/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,64870,,129.6,2.53
INV-29302900232,08/07/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,15648,4,98.96,0.79
INV-29171200107,08/03/2020,HY-VEE #4 / WDM,50265,WILLIAM GRANT & SONS INC,6998,,101.28,2.77
INV-29228900213,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,77842,4,49.52,0.79
INV-29228900139,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,bacardi usa inc,43388,6,75.0,2.77
INV-29168900007,08/03/2020,HY-VEE FOOD STORE / CORALVILLE,52241,PERNOD RICARD USA,5149,,213.63,0.59
INV-29228900201,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,72732,4,36.0,0.79
INV-29418200040,08/12/2020,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,27037,,40.5,0.39
INV-29302900243,08/07/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BROWN FORMAN CORP.,26586,4,120.08,0.79
INV-29341800045,08/10/2020,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,28886,2,53.76,0.39
INV-29199300221,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PROXIMO,87408,12,199.32,2.37
INV-29171200083,08/03/2020,HY-VEE #4 / WDM,50265,HEAVEN HILL BRANDS,41670,4,27.0,0.79
INV-29199300078,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DAVOS BRANDS LLC,29119,6,127.56,1.18
INV-29169200081,08/03/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PERNOD RICARD USA,15628,6,292.32,2.77
INV-29199200003,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,WILLIAM GRANT & SONS INC,18290,6,135.0,1.18
INV-29344700068,08/10/2020,HY-VEE #4 / WDM,50265,JIM BEAM BRANDS,86112,12,42.0,3.17
INV-29168900107,08/03/2020,HY-VEE FOOD STORE / CORALVILLE,52241,JDSO INC / RED BOOT DISTILLERY,36875,6,59.88,2.77
INV-29348500201,08/10/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,10804,12,84.96,0.63
INV-29164300034,08/03/2020,HY-VEE #3 / BDI / DES MOINES,50320,proximo,34972,12,179.28,2.37
INV-29169200034,08/03/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MISSISSIPPI RIVER DISTIL,31990,,145.56,1.18
INV-29302900054,08/07/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC NORTH AMERICA,57174,18,175.5,8.32
INV-29166500025,08/03/2020,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,32237,3,33.72,0.79
INV-29348300004,08/10/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SHAW-ROSS INTERNATIONAL,87872,6,189.0,1.18
INV-29339800114,08/10/2020,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,88536,12,216.0,2.37
INV-29166500013,08/03/2020,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,19478,6,292.5,2.77
INV-29344700063,08/10/2020,HY-VEE #4 / WDM,50265,PERNOD RICARD USA,28086,12,197.88,2.37
INV-29228900145,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,44660,3,22.5,0.59
INV-29199300228,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,88841,2,47.22,0.39
INV-29166500022,08/03/2020,HY-VEE #7 / CEDAR RAPIDS,52411,driftless glen distillery,27237,3,90.0,0.59
INV-29228900024,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,17958,6,139.5,2.77
INV-29171200060,08/03/2020,HY-VEE #4 / WDM,50265,PERNOD RICARD USA,28088,6,202.44,2.77
INV-29166500069,08/03/2020,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,68846,,40.5,0.59
INV-29164300035,08/03/2020,HY-VEE #3 / BDI / DES MOINES,50320,stoli group,34871,12,287.52,3.17
INV-29418200117,08/12/2020,HY-VEE #7 / CEDAR RAPIDS,52411,constellation brands inc,53216,2,19.24,0.39
INV-29171200043,08/03/2020,HY-VEE #4 / WDM,50265,PROXIMO,58842,6,78.66,2.77
INV-29302900147,08/07/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,MOET HENNESSY USA,48105,4,65.96,0.39
INV-29348500040,08/10/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,CAMPARI AMERICA,37986,,135.0,2.37
INV-29199300189,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,MHW LTD,73063,,234.0,2.37
INV-29164300111,08/03/2020,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,69947,96,2280.96,25.36
INV-29199300002,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,WILLIAM GRANT & SONS INC,4356,1,51.0,0.19
INV-29199300132,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,43302,1,15.0,0.19
INV-29199300206,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,82847,12,141.72,3.17
INV-29348500148,08/10/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MHW LTD,42240,6,84.78,1.18
INV-29168900052,08/03/2020,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,64865,12,161.64,2.37
INV-29228900242,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,88766,3,27.9,0.59
INV-29199300082,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PERNOD RICARD USA,33466,1,8.82,0.01
INV-29378900199,08/11/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,GEMINI SPIRITS,87380,6,105.78,1.18
INV-29302900152,08/07/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,37418,2,25.5,0.92
INV-29348500045,08/10/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,34456,12,225.0,2.37
INV-29169200142,08/03/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PROXIMO,58868,12,157.32,5.54
INV-29228900010,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,12888,2,26.94,0.92
INV-29341800036,08/10/2020,HY-VEE #7 / CEDAR RAPIDS,52411,infinium spirits,27125,6,204.78,1.18
INV-29199300095,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,36188,6,87.66,2.77
INV-29171200075,08/03/2020,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,77900,6,74.28,1.18
INV-29168900058,08/03/2020,HY-VEE FOOD STORE / CORALVILLE,52241,PROXIMO,58872,6,78.66,2.77
INV-29166400005,08/03/2020,HY-VEE #7 / CEDAR RAPIDS,52411,remy cointreau usa inc,28905,6,184.32,1.18
INV-29199500001,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PERNOD RICARD USA,34008,,179.94,2.77
INV-29168900021,08/03/2020,HY-VEE FOOD STORE / CORALVILLE,52241,LUXCO INC,55084,,15.99,0.29
INV-29341800093,08/10/2020,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,79336,2,15.0,0.39
INV-29228600006,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,941060,12,81.0,2.37
INV-29341800067,08/10/2020,HY-VEE #7 / CEDAR RAPIDS,52411,remy cointreau usa inc,42666,3,49.41,0.59
INV-29348500220,08/10/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MCCORMICK DISTILLING CO.,36901,2,14.1,0.02
INV-29164300029,08/03/2020,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,34036,12,179.88,2.37
INV-29228900041,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,25604,3,15.75,0.29
INV-29228900226,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,86637,,9.04,0.52
INV-29199300071,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,BACARDI USA INC,28233,2,49.5,0.52
INV-29228900137,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,43352,3,37.17,0.59
INV-29169200212,08/03/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,86884,6,43.02,0.59
INV-29166500030,08/03/2020,HY-VEE #7 / CEDAR RAPIDS,52411,laird & company,35914,,8.7,0.29
INV-29348500083,08/10/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,LUXCO INC,22244,,180.0,1.18
INV-29228900203,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,mhw ltd,73063,,78.0,0.79
INV-29302900270,08/07/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,27554,4,42.0,0.79
INV-29199300184,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,69611,2,25.98,0.39
INV-29228900216,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,77900,3,37.14,0.59
INV-29199300202,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023a,MHW LTD,80487,6,90.0,1.18
INV-29341800073,08/10/2020,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,43336,12,163.08,2.37
INV-29302900218,08/07/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,CAMPARI AMERICA,64996,2,46.5,0.39
INV-29199200021,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,E & J GALLO WINERY,39420,12,135.0,2.37
INV-29169200007,08/03/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DV SPIRITS LLC,987500,6,180.0,1.18
INV-29341800080,08/10/2020,HY-VEE #7 / CEDAR RAPIDS,52411,park street imports,63277,24,94.8,1.26
INV-29228900117,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,e & j gallo winery,40192,3,15.75,0.29
INV-29378900006,08/11/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,EDRINGTON GROUP USA LLC,5555,1,52.49,0.19
INV-29302900132,08/07/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LAIRD & COMPANY,29993,6,10.8,0.31
INV-29169200120,08/03/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,JIM BEAM BRANDS,24456,,99.24,2.37
INV-29348500110,08/10/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MOET HENNESSY USA,5136,,149.98,0.39
INV-29199300147,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,HEAVEN HILL BRANDS,52316,12,108.0,2.37
INV-29169200145,08/03/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,59037,12,78.48,3.17
INV-29341800017,08/10/2020,HY-VEE #7 / CEDAR RAPIDS,52411,cedar ridge vineyards ll,16050,12,450.0,2.37
INV-29418200168,08/12/2020,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac north america,84143,1,9.0,0.01
INV-29168900112,08/03/2020,HY-VEE FOOD STORE / CORALVILLE,52241,LUXCO INC,86251,12,43.56,3.17
INV-29228900188,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,"mast-jagermeister us, inc",65254,,31.74,0.29
INV-29347900098,08/10/2020,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC NORTH AMERICA,57129,6,58.5,2.77
INV-29228900056,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,28086,3,49.47,0.59
INV-29169200056,08/03/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,"MAST-JAGERMEISTER US, INC",88372,1,24.65,0.19
INV-29171200102,08/03/2020,HY-VEE #4 / WDM,50265,HEAVEN HILL BRANDS,11588,6,116.94,2.77
INV-29164300002,08/03/2020,HY-VEE #3 / BDI / DES MOINES,50320a,jim beam brands,10627,12,174.84,3.17
INV-29347900069,08/10/2020,HY-VEE FOOD STORE / CORALVILLE,52241,INFINIUM SPIRITS,37888,18,270.0,8.32
INV-29228600002,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,64868,6,138.0,2.77
INV-29199300137,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,LUXCO INC,45246,12,72.0,2.37
INV-29302900057,08/07/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC NORTH AMERICA,12408,6,82.26,2.77
INV-29404600015,08/11/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac north america,84226,2,18.0,0.02
INV-29169200054,08/03/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,"MAST-JAGERMEISTER US, INC",88371,12,268.92,2.37
INV-29168900075,08/03/2020,HY-VEE FOOD STORE / CORALVILLE,52241,DRIFTLESS GLEN DISTILLERY,27237,6,180.0,1.18
INV-29168900070,08/03/2020,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,73526,12,117.0,2.37
INV-29199300081,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,LUXCO INC,31658,6,64.02,2.77
INV-29228900053,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,27605,3,61.89,0.59
INV-29199200010,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,15982,18,566.82,3.56
INV-29339800122,08/10/2020,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,89445,24,420.24,6.34
INV-29171200011,08/03/2020,HY-VEE #4 / WDM,50265,BACARDI USA INC,34433,12,332.88,2.37
INV-29348500076,08/10/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MISSISSIPPI RIVER DISTIL,27479,6,172.56,1.18
INV-29378900111,08/11/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,CASTLE BRANDS,42566,1,14.27,0.19
INV-29228900223,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,82866,5,48.75,0.99
INV-29341800099,08/10/2020,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,86506,12,61.56,2.37
INV-29404400199,08/11/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,78079,2,24.76,0.39
INV-29228900171,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,59185,2,30.12,0.92
INV-29199300233,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,INFINIUM SPIRITS,89242,6,144.0,1.18
INV-29341800081,08/10/2020,HY-VEE #7 / CEDAR RAPIDS,52411,park street imports,63283,24,94.8,1.26
INV-29171200051,08/03/2020,HY-VEE #4 / WDM,50265,PERNOD RICARD USA,89610,6,121.44,1.18
INV-29199300238,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,89836,12,243.0,2.37
INV-29344700072,08/10/2020,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,30318,6,99.0,2.77
INV-29228900156,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,remy cointreau usa inc,50686,2,21.72,0.39
INV-29347900089,08/10/2020,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,22787,12,84.48,3.17
INV-29344700022,08/10/2020,HY-VEE #4 / WDM,50265,SAZERAC COMPANY  INC,64870,,194.4,3.8
INV-29199300067,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,27780,2,16.2,0.02
INV-29302900207,08/07/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,REMY COINTREAU USA INC,50686,4,43.44,0.79
INV-29171200124,08/03/2020,HY-VEE #4 / WDM,50265,SAZERAC COMPANY  INC,69706,4,51.96,0.79
INV-29348500174,08/10/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,BACARDI USA INC,43388,6,75.0,2.77
INV-29383600001,08/11/2020,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,34006,12,179.88,2.37
INV-29168900030,08/03/2020,HY-VEE FOOD STORE / CORALVILLE,52241,FIFTH GENERATION INC,38178,150,4275.0,69.34
INV-29347900094,08/10/2020,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC NORTH AMERICA,57158,6,58.5,2.77
INV-29169200010,08/03/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,NICHE IMPORT CO,217215,6,312.84,1.18
INV-29169200039,08/03/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,INFINIUM SPIRITS,89242,6,144.0,1.18
INV-29199300017,08/04/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,11298,6,287.94,2.77
INV-29166500077,08/03/2020,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,82840,12,117.0,2.37
INV-29378900024,08/11/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,16518,,106.2,2.77
INV-29228900194,08/04/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,68011,4,98.96,0.79
