Invoice/Item Number,Date,Store Name,Zip Code,Vendor Name,Item Number,Bottles Sold,Sale,Volume Sold
INV-24500400034,01/13/2020,HY-VEE #3 / BDI / DES MOINES,50320,e & j gallo winery,40186,12,135.0,2.37
INV-24570600102,01/15/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,58872,6,78.66,2.77
INV-24469600047,01/10/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,69658,6,131.94,2.77
INV-24747500017,01/23/2020,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,34029,24,449.76,6.34
INV-24803000122,01/27/2020,HY-VEE #3 / BDI / DES MOINES,50320,sazerac north america,84170,12,135.0,2.37
INV-24747500033,01/23/2020,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,43338,6,162.0,2.77
INV-24747500113,01/23/2020,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,42370,2,45.0,0.39
INV-24876900056,01/29/2020,HY-VEE #4 / WDM,50265,PERNOD RICARD USA,33466,10,88.2,0.13
INV-24760900141,01/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,64864,2,16.0,0.19
INV-24512000093,01/13/2020,HY-VEE FOOD STORE / CORALVILLE,52241,PERNOD RICARD USA,42717,12,197.88,3.17
INV-24773600053,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PHILLIPS BEVERAGE,37356,12,64.32,2.37
INV-24876900188,01/29/2020,HY-VEE #4 / WDM,50265,WILLIAM GRANT & SONS INC,34759,2,55.5,0.92
INV-24469600101,01/10/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PROXIMO,35964,2,29.88,0.39
INV-24803000001,01/27/2020,HY-VEE #3 / BDI / DES MOINES,50320,sazerac company  inc,18006,12,234.0,2.37
INV-24566200048,01/15/2020,HY-VEE #4 / WDM,50265a,PROXIMO,59154,6,90.36,2.77
INV-24773600198,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,69638,3,65.97,1.38
INV-24747500018,01/23/2020,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,34117,12,224.88,3.17
INV-24839900055,01/28/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PERNOD RICARD USA,33466,2,17.64,0.02
INV-24839900175,01/28/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,INFINIUM SPIRITS,87026,,333.0,2.37
INV-24566200024,01/15/2020,HY-VEE #4 / WDM,50265,FIFTH GENERATION INC,38174,12,97.56,1.18
INV-24607900001,01/16/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,CAMPARI AMERICA,916890,1,37.5,0.09
INV-24500400017,01/13/2020,HY-VEE #3 / BDI / DES MOINES,50320,dehner distillery,29422,36,199.8,9.51
INV-24865600062,01/28/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,28865,2,20.98,0.19
INV-24512400007,01/13/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,JIM BEAM BRANDS,24458,6,99.0,2.77
INV-24773600168,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,MHW LTD,46001,3,42.03,0.59
INV-24773600192,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,GEMINI SPIRITS,66936,3,49.59,0.59
INV-24760900016,01/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,E & J GALLO WINERY,39951,,8.97,0.15
INV-24512000035,01/13/2020,HY-VEE FOOD STORE / CORALVILLE,52241,HEAVEN HILL BRANDS,52146,,108.0,2.37
INV-24839900023,01/28/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,HEAVEN HILL BRANDS,17916,12,270.0,2.37
INV-24760900030,01/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,11786,12,94.2,2.37
INV-24803000127,01/27/2020,HY-VEE #3 / BDI / DES MOINES,50320,sazerac company  inc,88767,12,119.52,3.17
INV-24803200009,01/27/2020,HY-VEE #3 / BDI / DES MOINES,50320,sazerac company  inc,988737,,358.56,9.51
INV-24773500005,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,WILLIAM GRANT & SONS INC,927156,1,41.25,0.19
INV-24469600134,01/10/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HOTALING & CO,67610,2,57.0,0.39
INV-24773600189,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,"MAST-JAGERMEISTER US, INC",65258,,78.16,0.92
INV-24532000112,01/14/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC NORTH AMERICA,57174,6,55.56,2.77
INV-24532000149,01/14/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,LUXCO INC,81204,2,6.84,0.19
INV-24803000081,01/27/2020,HY-VEE #3 / BDI / DES MOINES,50320,moet hennessy usa,48106,36,1079.64,7.13
INV-24581100026,01/15/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,10627,12,174.84,3.17
INV-24773600155,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,88833,3,139.5,0.59
INV-24747500085,01/23/2020,HY-VEE #3 / BDI / DES MOINES,50320,sazerac north america,88147,12,126.36,3.17
INV-24512400026,01/13/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,10809,18,863.82,8.32
INV-24531700004,01/14/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,980023,1,15.6,0.19
INV-24773600115,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC NORTH AMERICA,21594,4,17.76,0.39
INV-24532000094,01/14/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,44428,12,126.0,2.37
INV-24773600026,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,80578,6,63.0,2.77
INV-24595700025,01/16/2020,HY-VEE #3 / BDI / DES MOINES,50320,moet hennessy usa,34092,6,154.38,1.18
INV-24747500090,01/23/2020,HY-VEE #3 / BDI / DES MOINES,50320,infinium spirits,89242,6,135.0,1.18
INV-24532000073,01/14/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,FIFTH GENERATION INC,38177,12,228.12,3.17
INV-24532000114,01/14/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PROXIMO,58842,6,78.66,2.77
INV-24570600029,01/15/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,24466,,16.54,0.39
INV-24760900123,01/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,PHILLIPS BEVERAGE,77420,1,15.0,0.46
INV-24532000108,01/14/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,E & J GALLO WINERY,52598,6,117.0,2.77
INV-24773600024,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,36308,12,129.12,5.54
INV-24803000104,01/27/2020,HY-VEE #3 / BDI / DES MOINES,50320,sazerac company  inc,69611,12,155.88,2.37
INV-24773600050,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LAIRD & COMPANY,35926,12,60.72,2.37
INV-24803000080,01/27/2020,HY-VEE #3 / BDI / DES MOINES,50320,moet hennessy usa,48164,12,548.88,2.37
INV-24803000036,01/27/2020,HY-VEE #3 / BDI / DES MOINES,50320,ty ku llc,29119,6,127.56,1.18
INV-24469600126,01/10/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,54056,3,24.21,0.59
INV-24876900214,01/29/2020,HY-VEE #4 / WDM,50265,DEHNER DISTILLERY,36873,12,57.6,2.37
INV-24569600211,01/15/2020,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac north america,84170,2,22.5,0.39
INV-24512400071,01/13/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,REMY COINTREAU USA INC,49185,4,70.92,0.39
INV-24760900135,01/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,FIFTH GENERATION INC,38179,1,5.24,0.05
INV-24500400054,01/13/2020,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,5446,12,425.16,2.37
INV-24500400060,01/13/2020,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,64752,12,409.56,3.17
INV-24811700175,01/27/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PERNOD RICARD USA,15677,3,74.22,0.79
INV-24532000131,01/14/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,GEMINI SPIRITS,66936,12,198.36,2.37
INV-24573500069,01/15/2020,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,36978,6,62.28,2.77
INV-24532000045,01/14/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PERNOD RICARD USA,33466,1,8.82,0.01
INV-24531900001,01/14/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,68039,4,191.52,2.53
INV-24773600149,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,41279,2,13.5,0.39
INV-24865600052,01/28/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,western spirits beverage,27433,3,45.0,0.59
INV-24803000029,01/27/2020,HY-VEE #3 / BDI / DES MOINES,50320,infinium spirits,26859,,443.88,5.54
INV-24532000120,01/14/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,BROWN FORMAN CORP.,64676,1,28.62,0.19
INV-24803000009,01/27/2020,HY-VEE #3 / BDI / DES MOINES,50320,heaven hill brands,11777,84,835.8,22.19
INV-24803000105,01/27/2020,HY-VEE #3 / BDI / DES MOINES,50320,mhw ltd,73053,6,147.06,1.58
INV-24879700051,01/29/2020,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,27025,2,49.5,0.39
INV-24570600046,01/15/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,34188,2,37.5,0.39
INV-24876900034,01/29/2020,HY-VEE #4 / WDM,50265,PERNOD RICARD USA,67524,3,29.22,0.29
INV-24512000064,01/13/2020,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,88536,12,198.0,2.37
INV-24512400035,01/13/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,43302,3,45.0,0.59
INV-24773600154,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,37418,2,25.5,0.92
INV-24500400074,01/13/2020,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,75183,12,225.0,2.37
INV-24803000139,01/27/2020,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,82847,60,708.6,15.85
INV-24532000085,01/14/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,HEAVEN HILL BRANDS,43028,12,207.96,5.54
INV-24803000050,01/27/2020,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,34702,12,126.0,2.37
INV-24532000072,01/14/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,38008,18,398.34,8.32
INV-24532000148,01/14/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC NORTH AMERICA,81124,1,9.0,0.01
INV-24512400064,01/13/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PERNOD RICARD USA,33466,2,17.64,0.02
INV-24760900026,01/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,MCCORMICK DISTILLING CO.,36901,1,7.05,0.01
INV-24773600017,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,64867,12,204.12,3.17
INV-24803000120,01/27/2020,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,82787,12,141.72,3.17
INV-24839900047,01/28/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,WESTERN SPIRITS BEVERAGE,27469,3,26.1,0.03
INV-24532000057,01/14/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,LAIRD & COMPANY,35926,12,60.72,2.37
INV-24500400078,01/13/2020,HY-VEE #3 / BDI / DES MOINES,50320a,luxco inc,76669,12,126.0,2.37
INV-24865300048,01/28/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,87401,1,17.25,0.01
INV-24773600187,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,64904,3,69.0,1.38
INV-24747500071,01/23/2020,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,77852,12,148.56,2.37
INV-24500400042,01/13/2020,HY-VEE #3 / BDI / DES MOINES,50320,heaven hill brands,41299,12,81.0,2.37
INV-24803000004,01/27/2020,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,10628,6,130.5,2.77
INV-24803000121,01/27/2020,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,82837,,141.72,3.17
INV-24512000089,01/13/2020,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,68037,12,307.68,3.17
INV-24500400096,01/13/2020,HY-VEE #3 / BDI / DES MOINES,50320,gemini spirits,88036,12,111.48,2.37
INV-24773600184,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,MOET HENNESSY USA,48106,4,119.96,0.79
INV-24531900004,01/14/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,REMY COINTREAU USA INC,50686,12,130.32,2.37
INV-24512400057,01/13/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,74086,3,76.5,0.59
INV-24773600097,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,63530,6,54.0,2.77
INV-24773600074,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,69658,12,263.88,5.54
INV-24747500063,01/23/2020,HY-VEE #3 / BDI / DES MOINES,50320,heaven hill brands,76478,,269.82,3.56
INV-24760900126,01/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,JIM BEAM BRANDS,34578,2,37.78,0.92
INV-24532000124,01/14/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,64868,6,138.0,2.77
INV-24839900118,01/28/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,E & J GALLO WINERY,52581,2,11.26,0.19
INV-24512000014,01/13/2020,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,26656,,60.75,0.59
INV-24581100009,01/15/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,82847,12,141.72,3.17
INV-24500400092,01/13/2020,HY-VEE #3 / BDI / DES MOINES,50320,sazerac north america,86390,12,38.4,3.17
INV-24865600154,01/28/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,43333,4,16.52,0.21
INV-24803000156,01/27/2020,HY-VEE #3 / BDI / DES MOINES,50320,mhw ltd,30544,3,66.39,0.59
INV-24512300003,01/13/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,980023,2,31.2,0.39
INV-24532000143,01/14/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,LUXCO INC,76669,12,126.0,2.37
INV-24773600052,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PHILLIPS BEVERAGE,37348,18,205.2,8.32
INV-24803000107,01/27/2020,HY-VEE #3 / BDI / DES MOINES,50320,cedar ridge vineyards ll,74772,6,80.04,1.18
INV-24760900059,01/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,JIM BEAM BRANDS,82606,1,9.75,0.19
INV-24500400013,01/13/2020,HY-VEE #3 / BDI / DES MOINES,50320,constellation brands inc,27094,6,337.5,1.18
INV-24747500011,01/23/2020,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,28233,12,297.0,3.17
INV-24876900115,01/29/2020,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,43316,12,215.88,2.37
INV-24876900179,01/29/2020,HY-VEE #4 / WDM,50265,PROXIMO,15866,6,135.0,1.18
INV-24569600183,01/15/2020,HY-VEE #7 / CEDAR RAPIDS,52411,william grant & sons inc,65232,6,202.5,1.18
INV-24773600206,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,27189,2,70.86,0.39
INV-24773600199,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,83906,2,11.02,0.39
INV-24760900100,01/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,JIM BEAM BRANDS,30238,2,31.48,0.92
INV-24760900066,01/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,PERNOD RICARD USA,15606,1,52.47,0.19
INV-24760800001,01/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,36889,120,715.2,31.7
INV-24595700128,01/16/2020,HY-VEE #3 / BDI / DES MOINES,50320,campari america,89139,6,193.5,1.18
INV-24500400090,01/13/2020,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,87150,18,539.46,3.56
INV-24532000101,01/14/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,MOET HENNESSY USA,48099,2,19.48,0.1
INV-24512400029,01/13/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,GEMINI SPIRITS,88036,3,27.87,0.59
INV-24747500062,01/23/2020,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,76487,36,218.88,9.51
INV-24760900085,01/23/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,LUXCO INC,18198,2,42.0,0.92
INV-24773600167,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,52316,2,18.0,0.39
INV-24747500077,01/23/2020,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,82857,12,141.72,3.17
INV-24773600010,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,64870,,324.0,6.34
INV-24532000125,01/14/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,64870,,129.6,2.53
INV-24811700135,01/27/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PHILLIPS BEVERAGE,37348,18,205.2,8.32
INV-24811200064,01/27/2020,HY-VEE FOOD STORE / CORALVILLE,52241,MCCORMICK DISTILLING CO.,24728,6,69.12,2.77
INV-24500400113,01/13/2020,HY-VEE #3 / BDI / DES MOINES,50320,phillips beverage,37347,120,772.8,31.7
INV-24773600086,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,INFINIUM SPIRITS,87026,,832.5,5.94
INV-24469600147,01/10/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BACARDI USA INC,56850,2,20.94,0.92
INV-24803000103,01/27/2020,HY-VEE #3 / BDI / DES MOINES,50320,heaven hill brands,68127,12,188.88,3.17
INV-24865300003,01/28/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,19061,2,16.2,0.02
INV-24879700135,01/29/2020,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,64867,12,204.12,3.17
INV-24469600013,01/10/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC NORTH AMERICA,35317,72,429.12,19.02
INV-24469600105,01/10/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,36606,2,25.5,0.39
INV-24500400026,01/13/2020,HY-VEE #3 / BDI / DES MOINES,50320,stoli group,34787,,287.52,3.17
INV-24865600030,01/28/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,19062,,5.64,0.07
INV-24469600142,01/10/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,18196,3,33.75,0.59
INV-24811200032,01/27/2020,HY-VEE FOOD STORE / CORALVILLE,52241,INFINIUM SPIRITS,37881,24,165.6,0.31
INV-24512000092,01/13/2020,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,43337,24,423.12,6.34
INV-24469600067,01/10/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,64866,24,324.0,4.75
INV-24773600134,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,33467,4,59.96,0.79
INV-24500400064,01/13/2020,HY-VEE #3 / BDI / DES MOINES,50320,campari america,65127,12,459.96,3.17
INV-24773600224,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,15622,24,125.76,1.26
INV-24512400012,01/13/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC NORTH AMERICA,35315,12,60.72,2.37
INV-24500400131,01/13/2020,HY-VEE #3 / BDI / DES MOINES,50320,brown forman corp.,88659,18,333.18,3.56
INV-24747500001,01/23/2020,HY-VEE #3 / BDI / DES MOINES,50320,heaven hill brands,11788,6,94.08,2.77
INV-24773600030,01/24/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,17086,12,297.0,2.37
