Invoice/Item Number,Date,Store Name,Zip Code,Vendor Name,Item Number,Bottles Sold,Sale,Volume Sold
INV-31869900073,11/12/2020,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,44499,12,126.0,2.37
INV-31862300037,11/11/2020,HY-VEE FOOD STORE / CORALVILLE,52241,PERNOD RICARD USA,15628,6,292.32,2.77
INV-31905600024,11/13/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,34566,12,180.0,5.54
INV-31891800068,11/12/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,E & J GALLO WINERY,39918,2,22.5,0.39
INV-31764500075,11/09/2020,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC NORTH AMERICA,8828,6,87.78,2.77
INV-31765500037,11/09/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,HEAVEN HILL BRANDS,39922,12,153.0,2.37
INV-31841100051,11/11/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,32236,4,38.96,0.79
INV-32045800176,11/18/2020,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,E & J GALLO WINERY,36965,6,49.86,0.07
INV-31764500111,11/09/2020,HY-VEE FOOD STORE / CORALVILLE,52241,BROWN FORMAN CORP.,26827,36,1020.24,9.51
INV-31761200063,11/09/2020,HY-VEE #4 / WDM,50265,GOAMERICAGO BEVERAGES LLC / WHISTLEPIG,15180,,176.28,0.59
INV-32040200096,11/18/2020,HY-VEE #7 / CEDAR RAPIDS,52411,mccormick distilling co.,40656,,21.0,0.39
INV-31841100170,11/11/2020,HY-VEE FOOD STORE / CEDAR FALLS,50613,e & j gallo winery,73755,,19.5,0.39
INV-31758100005,11/09/2020,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,10548,6,94.08,2.77
INV-31952900051,11/16/2020,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,64864,24,192.0,2.37
INV-31734600007,11/06/2020,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,27408,12,97.2,0.15
INV-31757100092,11/09/2020,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,89837,,270.0,3.17
INV-31993700086,11/17/2020,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PERNOD RICARD USA,34008,,179.94,2.77
INV-32069300012,11/19/2020,HY-VEE FOOD STORE #1 / MASON CITY,50401,WESTERN SPIRITS BEVERAGE,27469,1,8.7,0.01
