Invoice/Item Number,Date,Store Name,Zip Code,Vendor Name,Item Number,Bottles Sold,Sale,Volume Sold (Liters)
INV-53207200200,2022-11-24,HY-VEE #3 / BDI / DES MOINES,50320,phillips beverage,41604,120,1260.0,90.0
INV-53222700031,2022-11-24,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,11788,30,470.4,52.5
INV-52642700015,2022-11-04,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,35418,6,76.5,10.5
INV-53466400160,2022-12-02,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BROWN FORMAN CORP.,86669,3,36.0,1.12
INV-52692800055,2022-11-05,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,30316,3,24.72,2.25
INV-52686000079,2022-11-05,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DIAGEO AMERICAS,10808,12,359.88,12.0
INV-52642700228,2022-11-04,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,MHW LTD,87194,3,101.25,2.25
INV-52692900012,2022-11-05,HY-VEE #7 / CEDAR RAPIDS,52411,fifth generation inc,38174,12,97.56,4.5
INV-53438700097,2022-12-01,HY-VEE #4 / WDM,50265,SAZERAC COMPANY  INC,21876,12,117.0,9.0
INV-52677000051,2022-11-05,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,21598,6,83.16,10.5
INV-53466400009,2022-12-02,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,89846,18,715.5,13.5
INV-52692800072,2022-11-05,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,37993,3,11.43,0.6
INV-52686000007,2022-11-05,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,76438,6,65.82,10.5
INV-52692900006,2022-11-05,HY-VEE #7 / CEDAR RAPIDS,52411,william grant & sons inc,4381,3,697.5,2.25
INV-52692800089,2022-11-05,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,43024,6,26.94,2.25
INV-52642700025,2022-11-04,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,E & J GALLO WINERY,87643,12,243.0,9.0
INV-52642700205,2022-11-04,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,26656,,65.22,2.25
INV-52630900011,2022-11-04,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,E & J GALLO WINERY,5286,6,180.0,4.5
INV-52686000034,2022-11-05,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PHILLIPS BEVERAGE,41703,2,13.8,0.1
INV-52630800085,2022-11-04,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SWELL LIQUOR LLC,38056,12,108.0,9.0
INV-52642700139,2022-11-04,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,100413,1,77.4,0.05
INV-52692800128,2022-11-05,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,82610,3,35.43,3.0
INV-52692800030,2022-11-05,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,21598,6,83.16,10.5
INV-52711000305,2022-11-06,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,81966,3,21.33,2.25
INV-52710800047,2022-11-06,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,100413,2,154.8,0.1
INV-52711000141,2022-11-06,HY-VEE FOOD STORE / CEDAR FALLS,50613,phillips beverage,37523,3,49.5,2.25
INV-52710800030,2022-11-06,HY-VEE FOOD STORE / CEDAR FALLS,50613,piedmont distillers inc,76069,,25.74,0.05
INV-52728500005,2022-11-06,HY-VEE FOOD STORE #1 / MASON CITY,50401,BROWN FORMAN CORP.,86668,1,17.25,0.05
INV-52728500007,2022-11-06,HY-VEE FOOD STORE #1 / MASON CITY,50401,WESTERN SPIRITS BEVERAGE,26160,,7.5,0.05
INV-52700500023,2022-11-05,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,64865,12,161.64,9.0
INV-52711800026,2022-11-06,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,19067,36,702.0,36.0
INV-52710800032,2022-11-06,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,78128,1,11.21,0.05
INV-52728500090,2022-11-06,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,28886,2,56.98,1.5
INV-52711800183,2022-11-06,HY-VEE #3 / BDI / DES MOINES,50320,phillips beverage,41604,120,1260.0,90.0
INV-52728500115,2022-11-06,HY-VEE FOOD STORE #1 / MASON CITY,50401,JIM BEAM BRANDS,44557,3,31.5,2.25
INV-52711000020,2022-11-06,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,14192,5,105.0,3.75
INV-52711000336,2022-11-06,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,87579,1,37.5,0.75
INV-52711800029,2022-11-06,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,27066,12,207.72,9.0
INV-52728500072,2022-11-06,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,16098,2,52.5,3.5
INV-52710700003,2022-11-06,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,10791,60,1574.4,45.0
INV-52728400038,2022-11-06,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,34366,12,89.88,9.0
INV-52710800004,2022-11-06,HY-VEE FOOD STORE / CEDAR FALLS,50613,brown forman corp.,26821,1,17.25,0.05
INV-52711000188,2022-11-06,HY-VEE FOOD STORE / CEDAR FALLS,50613,remy cointreau usa inc,43775,1,33.72,0.75
INV-52831100183,2022-11-11,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HOTALING & CO,15933,2,60.12,1.5
INV-52788800053,2022-11-10,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,36188,6,87.66,10.5
INV-52831100147,2022-11-11,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,E & J GALLO WINERY,52596,4,39.0,3.0
INV-52803500059,2022-11-10,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,29115,3,123.75,5.25
INV-52833300018,2022-11-11,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,W J DEUTSCH & SONS LTD,16814,2,85.02,1.5
INV-52833300064,2022-11-11,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,HEAVEN HILL BRANDS,43025,12,108.0,9.0
INV-52831100256,2022-11-11,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PROXIMO,89191,1,18.5,0.05
INV-52804800012,2022-11-10,HY-VEE #7 / CEDAR RAPIDS,52411,maison ferrand usa,942395,6,94.5,4.5
INV-52802800173,2022-11-10,HY-VEE FOOD STORE / CORALVILLE,52241,BACARDI USA INC,43127,12,171.0,12.0
INV-52802800077,2022-11-10,HY-VEE FOOD STORE / CORALVILLE,52241,BACARDI USA INC,28236,24,504.0,18.0
INV-52802800048,2022-11-10,HY-VEE FOOD STORE / CORALVILLE,52241,CAMPARI AMERICA,65126,36,1242.0,27.0
INV-52788800075,2022-11-10,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,45277,,159.12,24.0
INV-52788800043,2022-11-10,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,33937,12,135.0,12.0
INV-52831100045,2022-11-11,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,STOLI GROUP,34729,6,224.94,4.5
INV-52802800126,2022-11-10,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,41209,12,168.12,9.0
INV-52802800079,2022-11-10,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,10809,6,305.94,10.5
INV-52831100108,2022-11-11,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,72356,12,296.88,9.0
INV-52833100025,2022-11-11,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,FIFTH GENERATION INC,38179,24,125.76,4.8
INV-52788800115,2022-11-10,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,82127,36,270.0,36.0
INV-52803500009,2022-11-10,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MCCORMICK DISTILLING CO.,36887,12,74.4,12.0
INV-52788800102,2022-11-10,HY-VEE #3 / BDI / DES MOINES,50320,e & j gallo winery,73053,18,459.0,18.0
INV-52831100152,2022-11-11,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,44551,3,45.0,2.25
INV-52788800077,2022-11-10,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,43137,24,342.0,24.0
INV-52802800175,2022-11-10,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,64867,12,216.0,12.0
INV-52803500064,2022-11-10,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,88036,12,135.24,9.0
INV-52831100053,2022-11-11,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BACARDI USA INC,16562,6,220.5,4.5
INV-52890200187,2022-11-12,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,BROWN FORMAN CORP.,26822,10,35.0,1.0
INV-52892700076,2022-11-12,HY-VEE #7 / CEDAR RAPIDS,52411,campari america,40465,3,33.75,2.25
INV-52881700060,2022-11-12,HY-VEE FOOD STORE / CORALVILLE,52241,LUXCO INC,55087,,117.6,12.0
INV-52892700050,2022-11-12,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,34006,12,179.88,9.0
INV-52911800075,2022-11-13,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,34029,24,539.76,24.0
INV-52892700132,2022-11-12,HY-VEE #7 / CEDAR RAPIDS,52411,park street imports,87720,1,39.95,0.75
INV-52873200159,2022-11-12,HY-VEE #4 / WDM,50265,SALOON SPIRITS LLC,86602,6,129.06,4.5
INV-52892700018,2022-11-12,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,12478,6,103.5,10.5
INV-52873200087,2022-11-12,HY-VEE #4 / WDM,50265,PHILLIPS BEVERAGE,37338,6,81.0,10.5
