Invoice/Item Number,Date,Store Name,Zip Code,Vendor Name,Item Number,Bottles Sold,Sale,Volume Sold (Liters)
INV-44175500142,2022-01-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,64870,,64.8,4.8
INV-44143600033,2022-01-29,HY-VEE #7 / CEDAR RAPIDS,52411,constellation brands inc,34821,6,120.6,10.5
INV-43871600108,2022-01-21,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,OLE SMOKY DISTILLERY LLC,86785,6,112.5,4.5
INV-44175400010,2022-01-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,10008,2,31.5,3.5
INV-43912300087,2022-01-22,HY-VEE #4 / WDM,50265,HEAVEN HILL BRANDS,68126,6,85.5,4.5
INV-43923400114,2022-01-22,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,89837,,90.0,4.0
INV-44254400070,2022-02-03,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,69638,12,263.88,21.0
INV-44267400065,2022-02-03,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,65793,12,431.88,9.0
INV-44267400046,2022-02-03,HY-VEE #3 / BDI / DES MOINES,50320,phillips beverage,41604,36,378.0,27.0
INV-44254400077,2022-02-03,HY-VEE #7 / CEDAR RAPIDS,52411,proximo,87510,,71.91,2.25
INV-43953200054,2022-01-23,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,27037,,40.5,1.5
INV-43953200096,2022-01-23,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,38088,6,84.96,10.5
INV-44254400055,2022-02-03,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,47776,3,105.75,2.25
INV-44267400040,2022-02-03,HY-VEE #3 / BDI / DES MOINES,50320,campari america,40804,12,135.0,9.0
INV-44254400014,2022-02-03,HY-VEE #7 / CEDAR RAPIDS,52411,brown forman corp.,16396,3,53.1,2.25
INV-44267400094,2022-02-03,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,82847,36,425.16,36.0
INV-43931400023,2022-01-22,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,HEAVEN HILL BRANDS,18856,3,63.0,2.25
INV-43876500174,2022-01-21,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,"JOHN ERNEST DISTILLERY, INC.",65752,2,21.0,2.0
INV-43913600019,2022-01-22,HY-VEE FOOD STORE / CORALVILLE,52241,PROXIMO,58875,,198.72,21.0
INV-43970500018,2022-01-23,HY-VEE FOOD STORE #1 / MASON CITY,50401,CAMPARI AMERICA,64996,2,46.5,1.5
INV-43912300053,2022-01-22,HY-VEE #4 / WDM,50265,PROXIMO,89196,,199.32,9.0
INV-44090600013,2022-01-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PERNOD RICARD USA,21186,6,269.82,4.5
INV-44043300086,2022-01-27,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,64867,12,204.12,12.0
INV-43953200021,2022-01-23,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,15865,3,67.5,2.25
INV-44095900204,2022-01-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PROXIMO,87510,,95.88,3.0
INV-44090600027,2022-01-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,63345,,234.0,9.0
INV-43953200148,2022-01-23,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,66636,2,40.5,1.5
INV-43953200052,2022-01-23,HY-VEE FOOD STORE / CEDAR FALLS,50613,brown forman corp.,26828,6,285.48,10.5
INV-44039100036,2022-01-27,HY-VEE #3 / BDI / DES MOINES,50320,e & j gallo winery,39420,2,22.5,1.5
INV-44043300025,2022-01-27,HY-VEE #7 / CEDAR RAPIDS,52411,campari america,22175,6,180.0,4.5
INV-43953200016,2022-01-23,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,12900,1,39.0,0.75
INV-44095900115,2022-01-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,15627,24,719.28,24.0
INV-44095900212,2022-01-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BACARDI USA INC,28206,2,33.0,1.5
INV-43970400007,2022-01-23,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,11298,6,296.94,10.5
INV-43953200191,2022-01-23,HY-VEE FOOD STORE / CEDAR FALLS,50613,cedar ridge vineyards ll,86990,6,207.0,4.5
INV-44039100055,2022-01-27,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,5327,12,499.32,12.0
INV-43951000058,2022-01-23,HY-VEE #3 / BDI / DES MOINES,50320,jem beverage company,39619,,162.24,9.0
INV-44040800068,2022-01-27,HY-VEE FOOD STORE / CORALVILLE,52241,E & J GALLO WINERY,39420,24,270.0,18.0
INV-44095900044,2022-01-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,64601,6,101.28,4.5
INV-44039100130,2022-01-27,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,88296,120,5040.0,90.0
INV-44090700101,2022-01-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,LUXCO INC,45248,6,67.5,10.5
INV-43970500060,2022-01-23,HY-VEE FOOD STORE #1 / MASON CITY,50401,BACARDI USA INC,43747,2,24.76,1.5
INV-44043300020,2022-01-27,HY-VEE #7 / CEDAR RAPIDS,52411,four roses distillery,18376,6,270.0,4.5
INV-44090700012,2022-01-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,GOAMERICAGO BEVERAGES LLC / WHISTLEPIG,15180,,382.44,4.5
INV-44175500195,2022-01-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,87646,2,33.0,1.5
INV-44175500009,2022-01-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,11788,30,470.4,52.5
INV-44095900075,2022-01-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,WILLIAM GRANT & SONS INC,34759,6,180.0,10.5
INV-44052300101,2022-01-27,HY-VEE #4 / WDM,50265,WILLIAM GRANT & SONS INC,18290,18,405.0,13.5
INV-44201600002,2022-01-31,HY-VEE #4 / WDM,50265,FOUR ROSES DISTILLERY,18348,,787.5,22.5
INV-44150900146,2022-01-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,E & J GALLO WINERY,39422,,27.68,0.2
INV-44090700049,2022-01-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,28867,3,69.75,3.0
INV-44170000090,2022-01-30,HY-VEE #3 / BDI / DES MOINES,50320,heaven hill brands,52319,12,128.4,12.0
