Invoice/Item Number,Date,Store Name,Zip Code,Vendor Name,Item Number,Bottles Sold,Sale,Volume Sold (Liters)
INV-45781600068,2022-03-24,HY-VEE FOOD STORE / CORALVILLE,52241,E & J GALLO WINERY,40193,12,135.0,9.0
INV-46067100002,2022-04-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,e & j gallo winery,39422,,27.68,0.2
INV-45746800028,2022-03-24,HY-VEE #3 / BDI / DES MOINES,50320,stoli group,34787,,287.52,12.0
INV-46058400044,2022-04-02,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,19066,24,396.0,18.0
INV-45781600074,2022-03-24,HY-VEE FOOD STORE / CORALVILLE,52241,CONSTELLATION BRANDS INC,88533,12,223.2,9.0
INV-46081900057,2022-04-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,BACARDI USA INC,28236,2,40.5,1.5
INV-45789200132,2022-03-25,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,89610,30,674.7,22.5
INV-45789200148,2022-03-25,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,W J DEUTSCH & SONS LTD,21226,4,89.52,3.0
INV-45781600044,2022-03-24,HY-VEE FOOD STORE / CORALVILLE,52241,PROXIMO,58838,6,78.66,10.5
INV-45760800036,2022-03-24,HY-VEE #4 / WDM,50265,LAIRD & COMPANY,35913,,10.2,1.2
INV-45782700124,2022-03-24,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,OLE SMOKY DISTILLERY LLC,86843,6,99.0,4.5
INV-45842800062,2022-03-26,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,E & J GALLO WINERY,36968,,31.5,2.25
INV-45983500108,2022-04-01,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,OLE SMOKY DISTILLERY LLC,86785,6,112.5,4.5
INV-45872600122,2022-03-27,HY-VEE FOOD STORE / CEDAR FALLS,50613,william grant & sons inc,45886,3,45.0,2.25
INV-46082000006,2022-04-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,89177,,85.5,1.5
INV-45749500145,2022-03-24,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,77900,3,37.14,2.25
INV-45789200205,2022-03-25,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,78866,2,15.0,1.5
INV-45749500023,2022-03-24,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,11788,18,282.24,31.5
INV-46081900048,2022-04-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,25616,3,33.75,2.25
INV-45444600073,2022-03-13,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,38847,4,51.0,3.0
INV-45749500162,2022-03-24,HY-VEE #7 / CEDAR RAPIDS,52411,ole smoky distillery llc,86987,,99.0,4.5
INV-45410300020,2022-03-12,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PERNOD RICARD USA,15627,12,359.64,12.0
INV-45803700083,2022-03-25,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,75181,12,204.0,9.0
INV-45842800013,2022-03-26,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DIAGEO AMERICAS,10808,12,349.08,12.0
INV-45458700077,2022-03-13,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,62400,,21.06,3.5
INV-45803700001,2022-03-25,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,10807,12,298.68,9.0
INV-45872600033,2022-03-27,HY-VEE FOOD STORE / CEDAR FALLS,50613,campari america,22156,3,63.0,2.25
INV-45834700004,2022-03-26,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,12872,3,22.5,2.25
INV-45458600037,2022-03-13,HY-VEE FOOD STORE #1 / MASON CITY,50401,MCCORMICK DISTILLING CO.,65204,,77.4,0.6
INV-45749500123,2022-03-24,HY-VEE #7 / CEDAR RAPIDS,52411,disaronno international,64136,6,130.62,4.5
INV-45422700005,2022-03-12,HY-VEE FOOD STORE / CORALVILLE,52241,PROXIMO,89193,5,26.25,1.0
INV-45444600036,2022-03-13,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,32235,5,56.2,3.75
INV-45749500016,2022-03-24,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,10807,12,298.68,9.0
INV-45782700025,2022-03-24,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PERNOD RICARD USA,88185,4,44.96,1.5
INV-45878400075,2022-03-27,HY-VEE FOOD STORE #1 / MASON CITY,50401,INFINIUM SPIRITS,37886,1,8.07,0.75
INV-45842800005,2022-03-26,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DUGGANS DISTILLERS,951036,6,157.5,4.5
INV-45870200011,2022-03-27,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,16562,18,661.5,13.5
INV-45842800104,2022-03-26,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,64868,6,138.0,10.5
INV-45538200100,2022-03-17,HY-VEE #7 / CEDAR RAPIDS,52411,brown forman corp.,86691,2,34.5,0.1
INV-45525300153,2022-03-17,HY-VEE #3 / BDI / DES MOINES,50320,dehner distillery,46320,24,141.6,24.0
INV-45939200118,2022-03-31,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,89099,6,210.0,4.5
INV-45829900003,2022-03-26,HY-VEE #4 / WDM,50265,BACARDI USA INC,89646,2,94.5,1.5
INV-45542000006,2022-03-17,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,72927,12,86.4,0.6
INV-45642500018,2022-03-19,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,HEAVEN HILL BRANDS,68127,12,207.0,12.0
INV-45842800038,2022-03-26,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,24453,10,27.5,2.0
INV-45870200054,2022-03-27,HY-VEE #3 / BDI / DES MOINES,50320,dehner distillery,37259,6,58.5,10.5
INV-45941200021,2022-03-31,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,904815,6,94.98,4.5
INV-45939200108,2022-03-31,HY-VEE #3 / BDI / DES MOINES,50320a,mhw ltd,87013,6,230.7,4.5
INV-45580900136,2022-03-18,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,54646,4,33.0,3.0
INV-45941200048,2022-03-31,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,BROWN FORMAN CORP.,26827,12,355.68,12.0
INV-45575800021,2022-03-18,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,24458,6,99.0,10.5
INV-45939200123,2022-03-31,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,89824,6,180.0,4.5
INV-45941200052,2022-03-31,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,BACARDI USA INC,4876,12,360.0,9.0
INV-45870200192,2022-03-27,HY-VEE #3 / BDI / DES MOINES,50320a,diageo americas,43331,12,86.4,0.6
INV-45872600187,2022-03-27,HY-VEE FOOD STORE / CEDAR FALLS,50613,ole smoky distillery llc,86839,6,99.0,4.5
INV-45560300064,2022-03-17,HY-VEE FOOD STORE / CORALVILLE,52241,PHILLIPS BEVERAGE,14474,12,162.36,9.0
INV-45939200148,2022-03-31,HY-VEE #3 / BDI / DES MOINES,50320,goamericago beverages llc / whistlepig,15180,,382.44,4.5
INV-45560300095,2022-03-17,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,69638,6,131.94,10.5
INV-45943000002,2022-03-31,HY-VEE #7 / CEDAR RAPIDS,52411a,pernod ricard usa,19009,12,332.88,9.0
INV-45561000027,2022-03-17,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MISSISSIPPI RIVER DISTIL,58746,6,144.0,4.5
INV-45878400055,2022-03-27,HY-VEE FOOD STORE #1 / MASON CITY,50401,VIN DIVINO LTD / GONZALEZ BYASS USA,51506,3,38.22,2.25
INV-45580900073,2022-03-18,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,82636,12,117.0,9.0
INV-45561100024,2022-03-17,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,27615,1,13.5,0.37
INV-45625400022,2022-03-19,HY-VEE FOOD STORE / CORALVILLE,52241,LUXCO INC,81207,12,77.04,12.0
INV-45941200002,2022-03-31,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PERNOD RICARD USA,34029,12,269.88,12.0
INV-45940800014,2022-03-31,HY-VEE FOOD STORE / CORALVILLE,52241,PERNOD RICARD USA,34001,,11.88,0.05
INV-45538100001,2022-03-17,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,44259,18,378.0,31.5
INV-45940800003,2022-03-31,HY-VEE FOOD STORE / CORALVILLE,52241,BACARDI USA INC,43501,5,61.9,3.75
INV-45632700062,2022-03-19,HY-VEE #4 / WDM,50265,HEAVEN HILL BRANDS,41840,4,27.0,3.0
INV-45667700066,2022-03-20,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,41846,2,27.0,1.5
INV-45940800107,2022-03-31,HY-VEE FOOD STORE / CORALVILLE,52241,LUXCO INC,86251,12,43.56,12.0
INV-45941200037,2022-03-31,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PROXIMO,89198,6,193.5,10.5
INV-45211900179,2022-03-05,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,19061,2,21.0,0.1
INV-45313900107,2022-03-10,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,10627,12,174.84,12.0
INV-45657700016,2022-03-20,HY-VEE #7 / CEDAR RAPIDS,52411,four roses distillery,18358,6,360.0,4.5
INV-45164400098,2022-03-04,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,OLE SMOKY DISTILLERY LLC,87018,6,99.0,4.5
INV-45665100069,2022-03-20,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,43050,48,684.0,48.0
INV-45222000045,2022-03-05,HY-VEE #7 / CEDAR RAPIDS,52411,"trust me vodka, inc.",38225,,76.5,2.25
INV-45211900028,2022-03-05,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,62400,,63.18,10.5
INV-45312400136,2022-03-10,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,82637,48,566.88,48.0
INV-45642500165,2022-03-19,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,24453,10,27.5,2.0
INV-45667700054,2022-03-20,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,36305,3,15.03,2.25
INV-45163400072,2022-03-04,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,10548,6,94.08,10.5
INV-45575700016,2022-03-18,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,36924,12,270.0,9.0
INV-45575700015,2022-03-18,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,WILLIAM GRANT & SONS INC,45888,18,519.84,31.5
INV-45316700007,2022-03-10,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,37998,6,132.78,10.5
INV-45672500028,2022-03-20,HY-VEE FOOD STORE #1 / MASON CITY,50401,PROXIMO,89197,12,243.0,12.0
INV-45365300121,2022-03-11,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,34458,6,185.94,10.5
INV-45312400131,2022-03-10,HY-VEE #3 / BDI / DES MOINES,50320,sazerac company  inc,89301,24,184.32,24.0
INV-45324800009,2022-03-10,HY-VEE #4 / WDM,50265,JIM BEAM BRANDS,38841,12,153.0,9.0
INV-45387400063,2022-03-11,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,MISSISSIPPI RIVER DISTIL,58746,6,144.0,4.5
INV-45365300071,2022-03-11,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,87596,6,130.5,4.5
INV-45312400079,2022-03-10,HY-VEE #3 / BDI / DES MOINES,50320,"mast-jagermeister us, inc",65257,36,891.0,36.0
INV-45316600082,2022-03-10,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,43331,1,7.2,0.05
INV-45316600043,2022-03-10,HY-VEE #7 / CEDAR RAPIDS,52411,remy cointreau usa inc,28905,3,89.91,2.25
INV-45324800107,2022-03-10,HY-VEE #4 / WDM,50265,SAZERAC COMPANY  INC,21598,6,83.16,10.5
INV-45313900169,2022-03-10,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,87280,6,241.56,4.5
INV-45316600062,2022-03-10,HY-VEE #7 / CEDAR RAPIDS,52411a,luxco inc,35699,3,31.5,2.25
INV-45312400054,2022-03-10,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,43352,12,148.68,9.0
INV-45444400014,2022-03-13,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,43331,4,28.8,0.2
INV-45410300007,2022-03-12,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,36974,,61.68,9.0
INV-45440600069,2022-03-13,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,88841,2,48.0,1.5
INV-45440000191,2022-03-13,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,82637,60,708.6,60.0
INV-45440000174,2022-03-13,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,87647,,216.0,12.0
INV-45440000142,2022-03-13,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,78071,12,148.56,9.0
INV-45316600037,2022-03-10,HY-VEE #7 / CEDAR RAPIDS,52411,proximo,27605,3,61.89,2.25
INV-45422700083,2022-03-12,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,43337,12,211.56,12.0
INV-45458700086,2022-03-13,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,40327,2,25.5,1.5
INV-45458700066,2022-03-13,HY-VEE FOOD STORE #1 / MASON CITY,50401,JIM BEAM BRANDS,44476,1,10.5,0.75
INV-45440000077,2022-03-13,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,34029,48,1079.52,48.0
INV-45422700066,2022-03-12,HY-VEE FOOD STORE / CORALVILLE,52241,LUXCO INC,36308,6,64.56,10.5
INV-45444400011,2022-03-13,HY-VEE FOOD STORE / CEDAR FALLS,50613,e & j gallo winery,39422,,41.52,0.3
INV-45136100075,2022-03-03,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,86887,12,233.52,12.0
INV-44389800048,2022-02-06,HY-VEE #3 / BDI / DES MOINES,50320,proximo,35964,12,179.28,9.0
