Invoice/Item Number,Date,Store Name,Zip Code,Vendor Name,Item Number,Bottles Sold,Sale,Volume Sold (Liters)
INV-48195100056,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,28867,2,46.5,2.0
INV-48369900110,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,43331,1,7.2,0.05
INV-48376000017,2022-06-15,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,44499,12,126.0,9.0
INV-48400100070,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,28890,4,78.08,3.0
INV-48069400083,2022-06-06,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MISSISSIPPI RIVER DISTIL,28131,6,144.0,4.5
INV-48127700023,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,27618,1,13.5,0.37
INV-48388800005,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,11298,6,305.94,10.5
INV-48127600007,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PERNOD RICARD USA,34008,,179.94,10.5
INV-48127600075,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SUGARLANDS DISTILLING COMPANY LLC,78259,,1825.2,67.5
INV-48069400104,2022-06-06,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,JIM BEAM BRANDS,10628,12,261.0,21.0
INV-48099500008,2022-06-06,HY-VEE #7 / CEDAR RAPIDS,52411,brown forman corp.,16222,6,166.5,4.2
INV-48275200022,2022-06-13,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,28279,12,198.0,9.0
INV-48400100031,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,19009,1,27.74,0.75
INV-48484400036,2022-06-20,HY-VEE #7 / CEDAR RAPIDS,52411,e & j gallo winery,31473,6,135.0,10.5
INV-48400100208,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,84166,2,22.5,1.5
INV-48388800186,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,sazerac company  inc,89301,60,460.8,60.0
INV-48479400017,2022-06-20,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,27048,6,189.0,4.5
INV-48176500111,2022-06-08,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PHILLIPS BEVERAGE,15582,,181.32,9.0
INV-48484500002,2022-06-20,HY-VEE #7 / CEDAR RAPIDS,52411,brown forman corp.,22215,24,809.76,18.0
INV-48415000015,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,"MAST-JAGERMEISTER US, INC",65256,,43.06,1.5
INV-48216600131,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,PERNOD RICARD USA,67524,2,20.22,0.75
INV-48479400142,2022-06-20,HY-VEE #3 / BDI / DES MOINES,50320,infinium spirits,89242,18,458.82,13.5
INV-48530300005,2022-06-21,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,10807,24,629.76,18.0
INV-48477700096,2022-06-20,HY-VEE FOOD STORE / CORALVILLE,52241,PERNOD RICARD USA,28086,12,206.88,9.0
INV-48593700027,2022-06-22,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,15296,12,90.0,9.0
INV-48176500171,2022-06-08,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,19062,,21.0,1.0
INV-48484400011,2022-06-20,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,10828,1,26.24,0.75
INV-48585200041,2022-06-22,HY-VEE #4 / WDM,50265,JDSO INC / RED BOOT DISTILLERY,26187,2,75.0,1.5
INV-48169600086,2022-06-08,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,WILLIAM GRANT & SONS INC,34753,6,98.76,4.5
INV-48478100052,2022-06-20,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,E & J GALLO WINERY,73054,,225.0,10.5
INV-48281600077,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,bacardi usa inc,43125,,148.68,9.0
INV-48479400063,2022-06-20,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,43095,12,148.56,9.0
INV-48519900013,2022-06-21,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PROXIMO,89215,12,287.64,9.0
INV-48567200029,2022-06-22,HY-VEE FOOD STORE / CORALVILLE,52241,HEAVEN HILL BRANDS,11788,12,188.16,21.0
INV-48588700043,2022-06-22,HY-VEE #7 / CEDAR RAPIDS,52411,serralles usa,43426,,33.75,2.25
INV-48629600003,2022-06-23,HY-VEE FOOD STORE #1 / MASON CITY,50401,"TEQUILAS PREMIUM, INC",88741,1,115.26,0.75
INV-48606000001,2022-06-23,HY-VEE #3 / BDI / DES MOINES,50320,heaven hill brands,10550,,94.2,9.0
INV-48630000115,2022-06-23,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,41209,3,42.03,2.25
INV-48630000007,2022-06-23,HY-VEE FOOD STORE #1 / MASON CITY,50401,BROWN FORMAN CORP.,86691,1,17.25,0.05
INV-48606000007,2022-06-23,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,19477,,2025.0,60.0
INV-48606000136,2022-06-23,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,87563,12,359.88,9.0
INV-48629800001,2022-06-23,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,11788,150,2352.0,262.5
INV-48614900155,2022-06-23,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,64864,4,32.0,1.5
INV-48796600013,2022-06-29,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,LUXCO INC,89388,6,135.0,10.5
INV-48774100058,2022-06-29,HY-VEE FOOD STORE / CORALVILLE,52241,PERNOD RICARD USA,34007,12,269.88,12.0
INV-48739300021,2022-06-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,19028,6,211.5,10.5
INV-48690400108,2022-06-27,HY-VEE #4 / WDM,50265a,SAZERAC COMPANY  INC,12872,3,22.5,2.25
INV-48774100024,2022-06-29,HY-VEE FOOD STORE / CORALVILLE,52241,PROXIMO,59154,6,90.36,10.5
INV-48692500030,2022-06-27,HY-VEE #7 / CEDAR RAPIDS,52411,stoli group,34748,6,179.94,10.5
INV-48746000080,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,64904,12,276.0,21.0
INV-48690400024,2022-06-27,HY-VEE #4 / WDM,50265,BROWN FORMAN CORP.,86669,4,48.0,1.5
INV-48778100018,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,CEDAR RIDGE VINEYARDS LL,16050,6,225.0,4.5
INV-48817600091,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,44499,12,126.0,9.0
INV-48746000312,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,15982,2,62.98,1.5
INV-48746000187,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,63311,,117.0,4.5
INV-48817600081,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,43128,6,135.0,10.5
