Invoice/Item Number,Date,Store Name,Zip Code,Vendor Name,Item Number,Bottles Sold,Sale,Volume Sold (Liters)
INV-44705800042,2022-02-17,HY-VEE #3 / BDI / DES MOINES,50320,stoli group,34787,,287.52,12.0
INV-44705100001,2022-02-17,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,MCCORMICK DISTILLING CO.,65200,12,207.0,9.0
INV-44719700006,2022-02-17,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PERNOD RICARD USA,34006,12,179.88,9.0
INV-44923700116,2022-02-24,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,86888,6,182.34,10.5
INV-44923800006,2022-02-24,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PHILLIPS BEVERAGE,39770,2,13.8,0.1
INV-44718800129,2022-02-17,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,26656,,81.0,3.0
INV-44959800016,2022-02-25,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,ST GEORGE SPIRITS INC,77199,2,33.0,0.4
INV-44967600062,2022-02-25,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,73526,12,117.0,9.0
INV-44923200014,2022-02-24,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,37414,,22.5,1.87
INV-44705800073,2022-02-17,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,46351,12,70.8,12.0
INV-45136100018,2022-03-03,HY-VEE FOOD STORE / CORALVILLE,52241,PHILLIPS BEVERAGE,42009,6,103.5,10.5
INV-44702400110,2022-02-17,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,87280,6,241.56,4.5
INV-45016900008,2022-02-26,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,36974,,61.68,9.0
INV-44575400062,2022-02-12,HY-VEE #7 / CEDAR RAPIDS,52411,proximo,59201,6,90.36,10.5
INV-44719500004,2022-02-17,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,FIFTH GENERATION INC,38177,24,456.24,24.0
INV-44713800008,2022-02-17,HY-VEE #4 / WDM,50265,CEDAR RIDGE VINEYARDS LL,25459,6,225.0,4.5
INV-45052100086,2022-02-27,HY-VEE #3 / BDI / DES MOINES,50320,e & j gallo winery,52599,12,130.32,12.0
INV-45056600091,2022-02-27,HY-VEE FOOD STORE #1 / MASON CITY,50401,LUXCO INC,34702,1,10.5,0.75
INV-44713800066,2022-02-17,HY-VEE #4 / WDM,50265,MOET HENNESSY USA,34155,12,269.88,9.0
INV-45052100138,2022-02-27,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,77900,12,148.56,9.0
INV-44705900001,2022-02-17,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,902784,12,103.92,12.0
INV-45003900026,2022-02-26,HY-VEE #4 / WDM,50265,MHW LTD,80024,4,62.96,3.0
INV-44705800050,2022-02-17,HY-VEE #3 / BDI / DES MOINES,50320,phillips beverage,37348,6,68.4,10.5
INV-45136100037,2022-03-03,HY-VEE FOOD STORE / CORALVILLE,52241,HEAVEN HILL BRANDS,10548,6,94.08,10.5
INV-44919600024,2022-02-24,HY-VEE #7 / CEDAR RAPIDS,52411,park street imports,89504,6,229.5,4.5
INV-44612200048,2022-02-13,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,27682,5,82.5,3.75
INV-45013500074,2022-02-26,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,64864,6,48.0,2.25
INV-45010400052,2022-02-26,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,BACARDI USA INC,16562,6,220.5,4.5
INV-45010400108,2022-02-26,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,10627,24,349.68,24.0
INV-44749900088,2022-02-18,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PHILLIPS BEVERAGE,41704,12,126.0,9.0
INV-44912500009,2022-02-24,HY-VEE #3 / BDI / DES MOINES,50320,proximo,15830,12,252.0,9.0
INV-44794300107,2022-02-19,HY-VEE #4 / WDM,50265,BEDFORD & GROVE LLC/ CHANKASKA CREEK AND RANCH WINERY,72978,6,138.54,4.5
INV-45003900033,2022-02-26,HY-VEE #4 / WDM,50265,PROXIMO,64933,4,95.88,3.0
INV-45128300026,2022-03-03,HY-VEE #4 / WDM,50265,E & J GALLO WINERY,52563,4,49.44,3.0
INV-45013500032,2022-02-26,HY-VEE #7 / CEDAR RAPIDS,52411,stoli group,34881,3,71.88,3.0
INV-44802900024,2022-02-19,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,63283,24,134.4,4.8
INV-45010400132,2022-02-26,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,HEAVEN HILL BRANDS,11586,12,126.0,9.0
INV-44806100020,2022-02-19,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,84230,1,77.4,0.05
INV-44923700004,2022-02-24,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,69946,12,234.0,9.0
INV-44811400006,2022-02-19,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,77740,5,61.9,3.75
INV-45044800125,2022-02-27,HY-VEE FOOD STORE / CEDAR FALLS,50613,bacardi usa inc,89099,2,70.0,1.5
INV-44794300084,2022-02-19,HY-VEE #4 / WDM,50265,PROXIMO,14199,,225.0,10.5
INV-44806100054,2022-02-19,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,65013,12,77.4,0.6
INV-45052100033,2022-02-27,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,34449,24,408.0,18.0
INV-45136100026,2022-03-03,HY-VEE FOOD STORE / CORALVILLE,52241,LAIRD & COMPANY,35926,12,60.72,9.0
INV-44749900033,2022-02-18,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,CAMPARI AMERICA,22156,12,252.0,9.0
INV-45136100035,2022-03-03,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,11298,6,296.94,10.5
INV-44802800102,2022-02-19,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,86454,1,11.25,0.05
INV-44754200157,2022-02-18,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BACARDI USA INC,43036,4,49.56,3.0
INV-44799800006,2022-02-19,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,73986,12,108.0,9.0
INV-45056600029,2022-02-27,HY-VEE FOOD STORE #1 / MASON CITY,50401,PHILLIPS BEVERAGE,15582,,15.11,0.75
INV-45128300081,2022-03-03,HY-VEE #4 / WDM,50265,CAMPARI AMERICA,65125,12,179.88,4.5
INV-44713800013,2022-02-17,HY-VEE #4 / WDM,50265,PERNOD RICARD USA,5842,6,256.32,4.5
INV-44754200152,2022-02-18,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,28858,2,40.5,1.5
INV-44719700029,2022-02-17,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,CONSTELLATION BRANDS INC,33658,12,144.0,9.0
INV-44806100121,2022-02-19,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,E & J GALLO WINERY,39492,12,135.0,9.0
INV-45137100012,2022-03-03,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,64865,12,161.64,9.0
INV-45137100069,2022-03-03,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,JIM BEAM BRANDS,19066,24,396.0,18.0
INV-44749900055,2022-02-18,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PERNOD RICARD USA,32238,6,125.94,10.5
INV-44794300119,2022-02-19,HY-VEE #4 / WDM,50265,LUXCO INC,22244,,540.0,13.5
INV-44754200081,2022-02-18,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,20248,6,94.5,10.5
INV-44799800019,2022-02-19,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,WILLIAM GRANT & SONS INC,28627,6,195.06,6.0
INV-44389800172,2022-02-06,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,69947,84,1995.84,84.0
INV-44754200229,2022-02-18,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,MOET HENNESSY USA,5103,3,119.22,2.25
INV-44749900022,2022-02-18,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,HEAVEN HILL BRANDS,17956,12,153.0,9.0
INV-44389800161,2022-02-06,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,82847,144,1700.64,144.0
INV-44799800035,2022-02-19,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,REMY COINTREAU USA INC,64776,12,368.52,9.0
INV-44837000096,2022-02-20,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,89196,,5182.32,234.0
INV-44847700091,2022-02-20,HY-VEE FOOD STORE #1 / MASON CITY,50401,PROXIMO,58860,2,26.22,3.5
INV-44837000099,2022-02-20,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,59161,6,90.36,10.5
INV-44478400090,2022-02-10,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,36978,6,62.28,10.5
INV-44833800025,2022-02-20,HY-VEE #3 / BDI / DES MOINES,50320,heaven hill brands,27016,12,243.0,9.0
INV-44833800128,2022-02-20,HY-VEE #3 / BDI / DES MOINES,50320,mhw ltd,80004,4,62.96,3.0
INV-44544100234,2022-02-11,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,MOET HENNESSY USA,4096,2,94.48,1.5
INV-44527600062,2022-02-11,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PROXIMO,35964,2,29.88,1.5
INV-44836700016,2022-02-20,HY-VEE FOOD STORE / CEDAR FALLS,50613,piedmont distillers inc,76069,,51.48,0.1
INV-44544100143,2022-02-11,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,10804,6,45.0,1.2
INV-44479000058,2022-02-10,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MISSISSIPPI RIVER DISTIL,27479,6,172.56,4.5
INV-44393400024,2022-02-06,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,17090,4,141.0,3.0
INV-44393300013,2022-02-06,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,8827,4,36.84,4.0
INV-44837000052,2022-02-20,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,34076,24,359.76,18.0
INV-44749900066,2022-02-18,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,35318,6,62.28,10.5
INV-44389800174,2022-02-06,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,11297,360,10472.4,360.0
INV-44833800074,2022-02-20,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,34029,60,1349.4,60.0
INV-44389800088,2022-02-06,HY-VEE #3 / BDI / DES MOINES,50320,campari america,65126,36,1215.0,27.0
INV-44393300010,2022-02-06,HY-VEE FOOD STORE / CEDAR FALLS,50613,e & j gallo winery,5973,3,168.0,2.25
INV-44833800057,2022-02-20,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,36769,12,179.88,9.0
INV-44413200062,2022-02-06,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,43984,1,9.0,0.75
INV-44837000106,2022-02-20,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,27783,12,198.0,9.0
INV-44847700102,2022-02-20,HY-VEE FOOD STORE #1 / MASON CITY,50401,LUXCO INC,36306,4,20.04,3.0
INV-44393400155,2022-02-06,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,67526,12,233.88,9.0
INV-44393400119,2022-02-06,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,44442,2,24.6,1.5
INV-44847500002,2022-02-20,HY-VEE FOOD STORE #1 / MASON CITY,50401,BROWN FORMAN CORP.,52835,6,102.0,10.5
INV-44389800131,2022-02-06,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,86507,4,23.04,4.0
INV-44393400091,2022-02-06,HY-VEE FOOD STORE / CEDAR FALLS,50613,phillips beverage,37347,5,32.2,5.0
INV-44517000052,2022-02-11,HY-VEE #7 / CEDAR RAPIDS,52411,e & j gallo winery,40594,3,33.75,2.25
INV-44389800125,2022-02-06,HY-VEE #3 / BDI / DES MOINES,50320,ole smoky distillery llc,86987,,198.0,9.0
INV-44475400004,2022-02-10,HY-VEE #3 / BDI / DES MOINES,50320,phillips beverage,903661,24,144.16,18.0
INV-44544100203,2022-02-11,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BROWN FORMAN CORP.,64676,2,58.48,1.5
INV-44517100010,2022-02-11,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,19026,12,252.0,9.0
INV-44527600110,2022-02-11,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PROXIMO,58860,6,78.66,10.5
INV-44475500010,2022-02-10,HY-VEE #3 / BDI / DES MOINES,50320,goamericago beverages llc / whistlepig,15180,,382.44,4.5
INV-44517100012,2022-02-11,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,27783,12,198.0,9.0
INV-44475500122,2022-02-10,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,89221,6,175.32,4.5
INV-44544100173,2022-02-11,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,35699,3,31.5,2.25
INV-44544100021,2022-02-11,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,MOET HENNESSY USA,48106,12,413.88,9.0
INV-44544100225,2022-02-11,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,11776,2,15.7,1.5
INV-44475500034,2022-02-10,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,34008,,179.94,10.5
INV-44478400008,2022-02-10,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,77842,4,49.52,3.0
INV-44520400070,2022-02-11,HY-VEE #4 / WDM,50265,SAZERAC COMPANY  INC,21236,24,580.32,18.0
INV-44544100059,2022-02-11,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BACARDI USA INC,43126,12,148.68,9.0
INV-44599100070,2022-02-13,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,28275,4,42.0,0.2
INV-44611100007,2022-02-13,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,78128,4,44.84,0.2
INV-44599100122,2022-02-13,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,CAMPARI AMERICA,77776,24,378.0,18.0
INV-44606500066,2022-02-13,HY-VEE #3 / BDI / DES MOINES,50320,serralles usa,43426,,135.0,9.0
INV-44581500017,2022-02-12,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PROXIMO,58908,6,41.4,1.2
