Invoice/Item Number,Date,Store Name,Zip Code,Vendor Name,Item Number,Bottles Sold,Sale,Volume Sold (Liters)
INV-47954800164,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,STOLI GROUP,37044,2,29.98,1.5
INV-47954800087,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,MISSISSIPPI RIVER DISTIL,28131,6,144.0,4.5
INV-48292400067,2022-06-13,HY-VEE #4 / WDM,50265,LAIRD & COMPANY,23828,6,68.58,10.5
INV-48810000022,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,16098,6,157.5,10.5
INV-48021000190,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,PARK STREET IMPORTS,17334,1,52.26,0.75
INV-47976200023,2022-06-02,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,36302,3,5.19,0.6
INV-48020100005,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,88147,480,5054.4,480.0
INV-48295600025,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,JIM BEAM BRANDS,19061,1,10.5,0.05
INV-48355400084,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PROXIMO,58875,,99.36,10.5
INV-48194900014,2022-06-09,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,69940,1,20.25,0.05
INV-47954800048,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,CONSTELLATION BRANDS INC,34821,12,241.2,21.0
INV-48778100013,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,EDRINGTON GROUP USA LLC,5555,12,675.24,9.0
INV-48020900006,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,87380,84,1480.92,63.0
INV-48810000068,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,36308,6,64.56,10.5
INV-48281600025,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,20247,,22.5,3.0
INV-48739300114,2022-06-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DV SPIRITS LLC,87769,2,27.0,0.1
INV-48316800153,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PROXIMO,58838,12,157.32,21.0
INV-47954800019,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,37994,24,171.12,9.0
INV-47976200069,2022-06-02,HY-VEE #7 / CEDAR RAPIDS,52411,ole smoky distillery llc,86839,6,99.0,4.5
INV-48281600012,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,11788,30,470.4,52.5
INV-48295200058,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,E & J GALLO WINERY,40599,12,135.0,9.0
INV-47973300012,2022-06-02,HY-VEE FOOD STORE / CORALVILLE,52241,FIFTH GENERATION INC,38177,60,1185.6,60.0
INV-48021000118,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,BACARDI USA INC,89121,2,42.0,1.5
INV-48746000034,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,40331,12,153.0,9.0
INV-48780800116,2022-06-29,HY-VEE #4 / WDM,50265,JIM BEAM BRANDS,85526,4,31.52,3.0
INV-48817600074,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,34029,48,1079.52,48.0
INV-48309800045,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,WILLIAM GRANT & SONS INC,5002,1,191.25,0.75
INV-48020900093,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,FIFTH GENERATION INC,38174,12,97.56,4.5
INV-48778100040,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,30238,6,94.44,10.5
INV-47985300027,2022-06-02,HY-VEE #3 / BDI / DES MOINES,50320,dehner distillery,37259,6,58.5,10.5
INV-48746000219,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BACARDI USA INC,34605,3,67.5,2.25
INV-48309900072,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PHILLIPS BEVERAGE,37665,12,219.96,21.0
INV-48816900177,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,"worldwide libations, llc",51326,6,131.4,4.5
INV-48021000048,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,CAMPARI AMERICA,64996,2,48.0,1.5
INV-48216600129,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,43334,3,22.5,1.12
INV-48816900212,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,"mast-jagermeister us, inc",65257,3,78.39,3.0
INV-47978400003,2022-06-02,HY-VEE #3 / BDI / DES MOINES,50320,campari america,37987,24,348.24,24.0
INV-48281600002,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,moet hennessy usa,5104,2,109.48,1.5
INV-48796600059,2022-06-29,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,HEAVEN HILL BRANDS,36122,10,127.5,7.5
INV-47954800007,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,43331,12,86.4,0.6
INV-48275200134,2022-06-13,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,45277,,159.12,24.0
INV-48316800158,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,21184,6,359.82,4.5
INV-48816700034,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,87508,1,33.15,0.05
INV-48816900206,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,64870,,64.8,4.8
INV-48216600031,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,4993,1,39.84,0.75
INV-47973300034,2022-06-02,HY-VEE FOOD STORE / CORALVILLE,52241,LUXCO INC,45248,6,67.5,10.5
INV-48778100088,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,INFINIUM SPIRITS,27175,6,189.0,6.0
INV-48295500010,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,100413,1,77.4,0.05
INV-48796500013,2022-06-29,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,64904,18,414.0,31.5
INV-48778100195,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,27781,10,21.0,1.0
INV-48810000153,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,78128,1,11.21,0.05
INV-48818300029,2022-06-30,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PERNOD RICARD USA,42718,,166.44,10.5
INV-48316800263,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,CAMPARI AMERICA,65126,3,103.5,2.25
INV-48778100189,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,26373,2,21.0,0.1
INV-48796600071,2022-06-29,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PROXIMO,58840,6,78.66,10.5
INV-48774100021,2022-06-29,HY-VEE FOOD STORE / CORALVILLE,52241,PROXIMO,87511,54,1458.0,54.0
INV-47991000158,2022-06-02,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,27781,10,21.0,1.0
INV-48835900052,2022-06-30,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,38006,12,148.56,9.0
INV-47976200050,2022-06-02,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,57174,6,58.5,10.5
INV-48739300019,2022-06-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,WESTERN SPIRITS BEVERAGE,17190,,225.48,4.5
INV-48774100022,2022-06-29,HY-VEE FOOD STORE / CORALVILLE,52241,PROXIMO,87510,,287.64,9.0
INV-47954800144,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,27783,12,198.0,9.0
INV-48778100049,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DIAGEO AMERICAS,77688,12,148.56,9.0
INV-47976200024,2022-06-02,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,36307,3,18.24,3.0
INV-48780800052,2022-06-29,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,43352,6,74.34,4.5
INV-48739300005,2022-06-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,10788,2,29.86,0.1
INV-47954800093,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,MISSISSIPPI RIVER DISTIL,80239,6,91.56,4.5
INV-48746000241,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,77698,2,24.76,1.5
INV-48810000134,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,67526,12,233.88,9.0
INV-48739300010,2022-06-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,11297,12,359.88,12.0
INV-48739300080,2022-06-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,64863,48,180.0,9.6
INV-48818300042,2022-06-30,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,64348,2,49.48,1.5
INV-48774100052,2022-06-29,HY-VEE FOOD STORE / CORALVILLE,52241,PERNOD RICARD USA,15627,24,719.28,24.0
INV-47997300015,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,goamericago beverages llc / whistlepig,15180,,66.75,0.75
INV-48780800067,2022-06-29,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,77852,4,49.52,3.0
INV-48281600080,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,43328,3,37.17,2.25
INV-48796500003,2022-06-29,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,21589,1,50.01,0.75
INV-48746000150,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,43848,24,270.0,42.0
INV-48281600029,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,campari america,22175,6,189.0,4.5
INV-47997300240,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,80578,6,63.0,10.5
INV-48778100172,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,HEAVEN HILL BRANDS,68127,12,207.0,12.0
INV-47954800026,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,63319,12,117.0,4.5
INV-48316800209,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PHILLIPS BEVERAGE,41604,2,21.0,1.5
INV-48746000322,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,27025,4,104.96,3.0
INV-47954800112,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,25608,6,116.64,10.5
INV-48810000070,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,mccormick distilling co.,36886,3,15.72,2.25
INV-47954800030,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PROXIMO,89193,6,31.5,1.2
INV-48817600163,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,brown forman corp.,86694,6,285.48,10.5
INV-48309900088,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,HEAVEN HILL BRANDS,43025,12,108.0,9.0
INV-47985300057,2022-06-02,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,78073,,49.52,3.0
INV-48778100028,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,27618,1,13.5,0.37
INV-47954800132,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,34008,,179.94,10.5
INV-48810000170,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,88036,3,33.81,2.25
INV-48224500001,2022-06-10,HY-VEE #3 / BDI / DES MOINES,50320,ole smoky distillery llc,76413,12,225.0,9.0
INV-48746000237,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PHILLIPS BEVERAGE,37663,,28.35,2.25
INV-48780800121,2022-06-29,HY-VEE #4 / WDM,50265,HEAVEN HILL BRANDS,17958,6,148.5,10.5
INV-48816900119,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,38577,4,51.0,3.0
INV-48281600145,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,infinium spirits,89249,1,45.75,1.75
INV-48739400008,2022-06-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,64858,,77.4,0.1
INV-48817000004,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,fifth generation inc,38176,300,4500.0,225.0
INV-48778100071,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,35317,36,214.56,36.0
INV-47954800224,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,CATS EYE DISTILLERY,28134,3,86.64,2.25
INV-48746000339,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,FOUR ROSES DISTILLERY,18352,4,75.0,3.0
INV-48746000184,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,63297,24,134.4,4.8
INV-48816900223,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,68038,3,146.22,5.25
INV-47954800179,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,41316,2,13.5,1.5
INV-48351600022,2022-06-15,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,1799,12,324.0,21.0
INV-48778100204,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DIAGEO AMERICAS,37993,4,15.24,0.8
INV-48281600120,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,ole smoky distillery llc,76413,6,112.5,4.5
INV-48216600117,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,LAIRD & COMPANY,35916,2,10.12,1.5
INV-47973300005,2022-06-02,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,84170,3,33.75,2.25
INV-48745900010,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,WINESOURCE INTERNATIONAL INC.,26185,6,338.22,4.5
INV-48746000303,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PROXIMO,20158,2,37.2,1.5
INV-47954800200,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,72722,3,27.0,2.25
INV-47954800001,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,75195,6,43.56,0.3
INV-48281600096,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,mississippi river distil,58746,2,48.0,1.5
INV-48817600178,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,william grant & sons inc,88116,12,297.0,9.0
INV-48739300118,2022-06-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PROXIMO,89206,12,287.64,9.0
INV-47954800068,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,E & J GALLO WINERY,87643,12,225.0,9.0
INV-48810100011,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,stoli group,34786,24,359.76,18.0
INV-47954800146,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BROWN FORMAN CORP.,26828,6,285.48,10.5
INV-48835900049,2022-06-30,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,34457,12,272.88,12.0
INV-48817600192,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,82847,84,992.04,84.0
INV-48275200121,2022-06-13,HY-VEE #3 / BDI / DES MOINES,50320,campari america,89286,24,540.0,18.0
INV-48281600081,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,43331,1,7.2,0.05
INV-48309800040,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DUNKEL CORPORATION / IOWA DISTILLING,28081,,142.8,0.4
INV-48816900094,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,35418,6,76.5,10.5
INV-48020900035,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,JIM BEAM BRANDS,19477,,405.0,12.0
INV-47973300022,2022-06-02,HY-VEE FOOD STORE / CORALVILLE,52241,CEDAR RIDGE VINEYARDS LL,37125,5,93.75,5.0
INV-48810000080,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,38008,6,132.78,10.5
INV-48778100129,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PROXIMO,58872,6,78.66,10.5
INV-48216600074,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,88018,2,37.5,1.5
INV-47954800219,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,MHW LTD,80024,3,47.22,2.25
INV-48746000179,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BACARDI USA INC,43120,78,1755.0,136.5
INV-48810000015,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,11788,42,658.56,73.5
INV-48810000133,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,park street imports,65467,2,58.42,1.5
INV-48810000159,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,81208,6,67.5,10.5
INV-48281500015,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,constellation brands inc,27040,6,189.0,4.5
INV-48818200004,2022-06-30,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,88540,12,243.0,9.0
INV-48796600048,2022-06-29,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MISSISSIPPI RIVER DISTIL,58746,6,144.0,4.5
INV-48746000224,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,MARA IMPORTS,87102,1,42.75,0.75
INV-48216600093,2022-06-09,HY-VEE FOOD STORE #1 / MASON CITY,50401,STOLI GROUP,34748,1,29.99,1.75
INV-48774100079,2022-06-29,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,30238,6,94.44,10.5
INV-48309900025,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,HEAVEN HILL BRANDS,11788,36,564.48,63.0
INV-47954800054,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PHILLIPS BEVERAGE,41989,12,126.0,9.0
INV-48309900061,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,HEAVEN HILL BRANDS,35418,6,76.5,10.5
INV-48816900055,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,cedar ridge vineyards ll,26710,6,175.5,4.5
INV-48275200067,2022-06-13,HY-VEE #3 / BDI / DES MOINES,50320,sazerac company  inc,4796,,180.36,9.0
INV-48739300112,2022-06-28,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,87485,6,269.94,4.5
INV-47937500064,2022-06-01,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,HEAVEN HILL BRANDS,52316,12,108.0,9.0
INV-48778100222,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PROXIMO,89193,4,21.0,0.8
INV-48816900009,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,11297,3,89.97,3.0
INV-47991000029,2022-06-02,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,MOET HENNESSY USA,48106,12,413.88,9.0
INV-48817600143,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,77714,24,297.12,18.0
INV-48746000053,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,87596,6,135.0,4.5
INV-48816900144,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,42703,12,152.88,9.0
INV-48275200008,2022-06-13,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,19477,,1620.0,48.0
INV-48774100083,2022-06-29,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,53216,12,115.44,9.0
INV-47997000001,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,4796,,30.06,1.5
INV-48355400026,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,"FOUNDRY DISTILLING COMPANY, LLC",36878,12,142.8,9.0
INV-48275200133,2022-06-13,HY-VEE #3 / BDI / DES MOINES,50320,phillips beverage,37347,60,386.4,60.0
INV-48021000001,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,BACARDI USA INC,43121,1,8.31,0.05
INV-48816900173,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,46504,4,62.72,3.0
INV-48746000257,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,28088,2,67.48,3.5
INV-48746000098,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,19478,6,292.5,10.5
INV-48316800234,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,5842,3,128.16,2.25
INV-47954800161,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,58801,2,33.0,3.5
INV-48281600144,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,infinium spirits,89242,6,152.94,4.5
INV-48746000200,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,10804,4,30.0,0.8
INV-48774100003,2022-06-29,HY-VEE FOOD STORE / CORALVILLE,52241,BACARDI USA INC,87306,,84.0,3.0
INV-47954800186,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PROXIMO,89206,2,47.94,1.5
INV-48796500004,2022-06-29,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,HEAVEN HILL BRANDS,39324,6,130.5,10.5
INV-48351600047,2022-06-15,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,34456,12,204.0,9.0
INV-48275200072,2022-06-13,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,4867,12,315.0,12.0
INV-48780800053,2022-06-29,HY-VEE #4 / WDM,50265,BACARDI USA INC,43051,12,148.68,9.0
INV-48275200099,2022-06-13,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,82836,,121.56,9.0
INV-48355400022,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,FIFTH GENERATION INC,38176,12,180.0,9.0
INV-48778100052,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PERNOD RICARD USA,34006,12,179.88,9.0
INV-48355400095,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PROXIMO,58838,6,78.66,10.5
INV-48774100025,2022-06-29,HY-VEE FOOD STORE / CORALVILLE,52241,PROXIMO,59192,6,90.36,10.5
INV-48774100094,2022-06-29,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,65013,12,77.4,0.6
INV-48292400080,2022-06-13,HY-VEE #4 / WDM,50265,HEAVEN HILL BRANDS,11786,12,94.2,9.0
INV-48817600174,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,proximo,87409,24,486.0,24.0
INV-48746000215,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,67264,4,31.52,1.5
INV-48355400010,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DIAGEO AMERICAS,77647,12,148.56,9.0
INV-47954800220,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PHILLIPS BEVERAGE,67557,3,37.77,3.0
INV-47997100013,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,piedmont distillers inc,76023,1,25.74,0.05
INV-47954800040,2022-06-01,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,10807,12,314.88,9.0
INV-47997300107,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,laird & company,35926,12,60.72,9.0
INV-47991000093,2022-06-02,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,63347,12,117.0,4.5
INV-48834900021,2022-06-30,HY-VEE FOOD STORE #1 / MASON CITY,50401,PERNOD RICARD USA,89610,60,1349.4,45.0
INV-48778100100,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DIAGEO AMERICAS,27037,,243.0,9.0
INV-48746000071,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,WILLIAM GRANT & SONS INC,45886,12,180.0,9.0
INV-48295200085,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,BACARDI USA INC,28233,12,297.0,12.0
INV-48778100050,2022-06-29,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DIAGEO AMERICAS,77647,12,148.56,9.0
INV-48309900094,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,44486,12,126.0,9.0
INV-48295200129,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,LUXCO INC,21206,12,153.0,9.0
INV-48021000044,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,LUXCO INC,81208,2,22.5,3.5
INV-48746000131,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,10548,6,94.08,10.5
INV-47997300020,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,15739,3,47.25,2.25
INV-48275200094,2022-06-13,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,81207,12,77.04,12.0
INV-48780800086,2022-06-29,HY-VEE #4 / WDM,50265,JIM BEAM BRANDS,10628,6,130.5,10.5
INV-48746000320,2022-06-28,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HOTALING & CO,15933,2,60.12,1.5
INV-48295500141,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MHW LTD,29900,6,135.0,4.5
INV-48281600076,2022-06-13,HY-VEE #7 / CEDAR RAPIDS,52411,bacardi usa inc,43124,3,20.25,1.12
INV-48816900199,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,59201,6,90.36,10.5
INV-47997000002,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,bacardi usa inc,4876,2,44.98,1.5
INV-47976300005,2022-06-02,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,89838,30,1080.0,52.5
