Invoice/Item Number,Date,Store Name,Zip Code,Vendor Name,Item Number,Bottles Sold,Sale,Volume Sold (Liters)
INV-48817600114,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,64389,12,296.88,9.0
INV-48316800211,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,89182,2,45.0,1.5
INV-48069400002,2022-06-06,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,"GLOBAL BEVERAGE TEAM, LLC",87987,6,202.5,4.5
INV-48816900208,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,64904,12,276.0,21.0
INV-48818300062,2022-06-30,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PROXIMO,89198,6,193.5,10.5
INV-48835900046,2022-06-30,HY-VEE FOOD STORE #1 / MASON CITY,50401,PROXIMO,59154,6,90.36,10.5
INV-48295200153,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,19477,,405.0,12.0
INV-48816900116,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,fifth generation inc,38174,7,56.91,2.62
INV-48355400110,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,LUXCO INC,75087,12,90.0,12.0
INV-48817600150,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,77956,36,445.68,27.0
INV-48389900023,2022-06-16,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,E & J GALLO WINERY,40594,12,135.0,9.0
INV-47997300185,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,56006,3,27.0,2.25
INV-48370000007,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,34578,66,990.0,115.5
INV-48816900204,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,"sovereign brands, llc",64529,2,55.5,1.5
INV-48309800041,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,HOTALING & CO,15933,6,180.36,4.5
INV-47997300053,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,26370,,33.0,1.5
INV-48316800210,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,41279,3,20.25,2.25
INV-48810000178,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,89837,,67.5,3.0
INV-48817600076,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,phillips beverage,41705,12,135.0,12.0
INV-48816800008,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,5153,1,33.72,0.75
INV-48309900114,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,CAMPARI AMERICA,64121,,111.0,3.0
INV-48295500150,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SALOON SPIRITS LLC,86602,6,129.06,4.5
INV-48810000173,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,88570,2,67.5,1.5
INV-48070300111,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,proximo,87409,12,243.0,12.0
INV-48316800056,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,19476,36,972.0,27.0
INV-47997300145,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,42687,,25.48,1.5
INV-48810100001,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,e & j gallo winery,36969,192,2160.0,144.0
INV-48309900071,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,37426,12,81.0,9.0
INV-48316800013,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BROWN FORMAN CORP.,26827,12,364.92,12.0
INV-48021000067,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,5327,2,84.72,2.0
INV-48021000178,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401a,INFINIUM SPIRITS,37888,2,30.0,3.5
INV-48816900169,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,45245,3,18.0,2.25
INV-48817600211,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,89387,,7755.0,660.0
INV-48367700060,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,JACOB RIEGER & COMPANY LLC,26871,6,173.46,4.5
INV-48295600042,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PROXIMO,87401,4,69.0,0.2
INV-48355400108,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,LUXCO INC,89386,12,135.0,9.0
INV-48816900126,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,40055,,43.5,3.5
INV-48295500007,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PROXIMO,58840,6,78.66,10.5
INV-48292400082,2022-06-13,HY-VEE #4 / WDM,50265,HEAVEN HILL BRANDS,11788,12,188.16,21.0
INV-48817600063,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,mccormick distilling co.,38169,10,112.5,7.5
INV-48388800200,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,69947,84,1995.84,84.0
INV-48295200146,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,68013,12,296.88,9.0
INV-48127600009,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PERNOD RICARD USA,34116,12,179.88,9.0
INV-48836000001,2022-06-30,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,84307,60,450.0,60.0
INV-48355400237,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,19062,,21.0,1.0
INV-48835100003,2022-06-30,HY-VEE FOOD STORE #1 / MASON CITY,50401,JIM BEAM BRANDS,63131,24,234.0,9.0
INV-48099600009,2022-06-06,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,11586,12,126.0,9.0
INV-48020900025,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,WILLIAM GRANT & SONS INC,4356,12,630.0,9.0
INV-48816900175,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,moet hennessy usa,48105,4,74.96,1.5
INV-48810000107,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,bacardi usa inc,43747,2,24.76,1.5
INV-48316800296,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,E & J GALLO WINERY,89533,3,56.25,2.25
INV-48309800029,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,75212,2,14.52,0.1
INV-48810000100,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,43328,3,37.17,2.25
INV-48376000007,2022-06-15,HY-VEE FOOD STORE / CORALVILLE,52241,LONELY OAK DISTILLERY,46367,6,134.94,4.5
INV-48351600026,2022-06-15,HY-VEE #4 / WDM,50265,SAZERAC COMPANY  INC,59231,6,60.84,10.5
INV-48810000128,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,64418,1,24.74,0.75
INV-48295600022,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,JIM BEAM BRANDS,19021,2,24.9,0.1
INV-48316800054,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,42716,24,305.76,18.0
INV-47997300085,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,34006,12,179.88,9.0
INV-48816900293,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,88548,3,60.75,2.25
INV-48817600044,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,revelton distilling company,33180,120,3060.0,90.0
INV-48309900144,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,82636,3,30.39,2.25
INV-48816900006,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,10809,3,152.97,5.25
INV-48388400002,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,87646,60,1035.0,45.0
INV-48816900232,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,73748,,25.5,1.5
INV-48817600056,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,36307,12,72.96,12.0
INV-48021000194,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,"MAST-JAGERMEISTER US, INC",65259,1,8.45,0.02
INV-48817600191,2022-06-30,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,34422,36,1026.0,36.0
INV-48816900128,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,e & j gallo winery,40192,6,31.5,2.25
INV-48295200096,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,HEAVEN HILL BRANDS,11776,12,94.2,9.0
INV-47997300263,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613a,campari america,87250,2,58.5,1.5
INV-48355400025,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,INFINIUM SPIRITS,34122,3,112.47,2.25
INV-48835100002,2022-06-30,HY-VEE FOOD STORE #1 / MASON CITY,50401,JIM BEAM BRANDS,63345,,234.0,9.0
INV-48400100023,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,16676,5,168.75,3.75
INV-48816900155,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,43333,2,8.26,0.4
INV-48021000138,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,BACARDI USA INC,43051,3,37.17,2.25
INV-48816700021,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,e & j gallo winery,73051,1,13.31,0.05
INV-48355400181,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,8825,12,92.4,9.0
INV-48115300032,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,42716,24,305.76,18.0
INV-48810000024,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,17958,6,148.5,10.5
INV-48292400049,2022-06-13,HY-VEE #4 / WDM,50265,"SAGAMORE WHISKEY, LLC",27188,6,260.22,4.5
INV-48810000030,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,chatham imports inc,19880,3,110.25,2.25
INV-48400100118,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,e & j gallo winery,40192,4,21.0,1.5
INV-48295500092,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PROXIMO,903385,3,126.36,2.25
INV-48389700012,2022-06-16,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,BROWN FORMAN CORP.,86668,2,34.5,0.1
INV-47997300081,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,31658,6,64.02,10.5
INV-48309800043,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,994155,2,18.0,0.1
INV-48400100149,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,e & j gallo winery,52595,2,19.5,1.5
INV-48834900009,2022-06-30,HY-VEE FOOD STORE #1 / MASON CITY,50401,PERNOD RICARD USA,35354,12,179.88,9.0
INV-47997300181,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,53206,2,20.74,1.5
INV-48355400111,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PROXIMO,14199,,225.0,10.5
INV-48127600063,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,BROWN FORMAN CORP.,22241,12,404.88,9.0
INV-48292400032,2022-06-13,HY-VEE #4 / WDM,50265,BROWN FORMAN CORP.,26820,6,72.0,2.25
INV-48816700025,2022-06-30,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,81124,2,15.48,0.1
INV-48810000101,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,43331,1,7.2,0.05
INV-48810100019,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,40152,12,153.0,9.0
INV-48369900003,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,bacardi usa inc,4866,3,60.75,2.25
INV-48369900090,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,37993,3,11.43,0.6
INV-48295200087,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,11298,12,611.88,21.0
INV-48810000099,2022-06-29,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,43316,3,53.97,2.25
INV-48316800165,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,MHW LTD,87712,2,169.2,1.5
INV-48355400065,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PERNOD RICARD USA,67527,12,287.88,12.0
INV-48355400156,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,27410,12,198.0,9.0
INV-48355400236,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,HEAVEN HILL BRANDS,27453,2,19.14,0.1
INV-48388800141,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,ch distillery / 773 llc,75026,12,195.12,9.0
INV-48295500085,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,JIM BEAM BRANDS,19226,6,189.0,4.5
INV-48400100068,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,28867,5,116.25,5.0
INV-48021000146,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,43984,1,9.0,0.75
INV-48096000208,2022-06-06,HY-VEE #4 / WDM,50265,PROXIMO,87408,12,199.32,9.0
INV-48020400001,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,PROXIMO,89207,60,1620.0,60.0
INV-48309900113,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,MHW LTD,64000,4,139.8,3.0
INV-48316800111,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,21211,6,171.0,10.5
INV-47997300220,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,73702,3,38.25,2.25
INV-48355400081,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PROXIMO,59161,6,90.36,10.5
INV-48115300207,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,85796,3,22.2,2.25
INV-48115300106,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,64858,,154.8,0.2
INV-48115300084,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PROXIMO,58873,,78.66,10.5
INV-48295500063,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,CEDAR RIDGE VINEYARDS LL,26712,6,355.5,4.5
INV-48099600150,2022-06-06,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,100413,1,77.4,0.05
INV-48021000002,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,BACARDI USA INC,43031,1,8.31,0.05
INV-47997300024,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,bacardi usa inc,16562,2,73.5,1.5
INV-48415000081,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,PROXIMO,59182,3,45.18,5.25
INV-48316800269,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,64816,7,142.52,5.25
INV-48316800195,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,CAMPARI AMERICA,37988,3,67.5,5.25
INV-48069400029,2022-06-06,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,36900,60,622.8,105.0
INV-48021000163,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,JEM BEVERAGE COMPANY,39839,3,40.56,2.25
INV-48070300119,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,89121,24,504.0,18.0
INV-48388800192,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,"blue ox spirits, inc.",36874,,316.8,48.0
INV-48389800001,2022-06-16,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,BACARDI USA INC,34433,120,2700.0,90.0
INV-48127600073,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,WESTERN SPIRITS BEVERAGE,26085,6,103.5,4.5
INV-47997300073,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,bacardi usa inc,28893,3,63.0,2.25
INV-48316800159,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,26667,6,224.82,4.5
INV-48355400229,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,E & J GALLO WINERY,40189,10,83.1,0.5
INV-48369900146,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,69631,1,7.5,0.05
INV-48388800159,2022-06-16,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,82626,24,243.12,18.0
INV-48415000060,2022-06-16,HY-VEE FOOD STORE #1 / MASON CITY,50401,BACARDI USA INC,28206,1,16.5,0.75
INV-47997300210,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,"mast-jagermeister us, inc",65254,,23.04,0.75
INV-48316800019,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,10807,24,629.76,18.0
INV-48115300099,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,84228,1,77.4,0.05
INV-47997300077,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,30318,6,99.0,10.5
INV-48292400030,2022-06-13,HY-VEE #4 / WDM,50265,SAZERAC COMPANY  INC,86884,4,28.68,1.5
INV-48400100213,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,ole smoky distillery llc,86781,3,56.25,2.25
INV-48316800093,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,CONSTELLATION BRANDS INC,18604,18,567.0,13.5
INV-48127700078,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PROXIMO,89198,6,193.5,10.5
INV-48115300083,2022-06-07,HY-VEE WINE AND SPIRITS / BETTENDORF,52722a,PROXIMO,58838,12,157.32,21.0
INV-48070300014,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,aiko importers inc,27245,6,171.0,4.5
INV-48355400050,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,"SOVEREIGN BRANDS, LLC",43735,6,193.44,4.5
INV-48127700006,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,10804,4,30.0,0.8
INV-48367700016,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,78071,12,148.56,9.0
INV-48069400126,2022-06-06,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PERNOD RICARD USA,32238,6,125.94,10.5
INV-48295500054,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,86888,6,182.34,10.5
INV-48316800239,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,17830,2,39.66,3.5
INV-48316800133,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,77632,,123.8,7.5
INV-48020900034,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,JIM BEAM BRANDS,19486,6,193.5,4.5
INV-48295500097,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807a,BACARDI USA INC,43125,,148.68,9.0
INV-48567200025,2022-06-22,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,11297,24,719.76,24.0
INV-48316800301,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,WILLIAM GRANT & SONS INC,5106,2,31.5,1.5
INV-48006500001,2022-06-03,HY-VEE #3 / BDI / DES MOINES,50320,revelton distilling company,31985,30,675.0,22.5
INV-47997300017,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613a,intercontinental packaging company/prestige beverage group,15517,2,52.5,1.4
INV-48292400041,2022-06-13,HY-VEE #4 / WDM,50265,BAD BEAR ENTERPRISES LLC / LEGENDARY RYE,74829,6,175.5,4.5
INV-48316800220,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,28890,4,78.08,3.0
INV-47997300154,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,bacardi usa inc,43124,2,13.5,0.75
INV-48021000183,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,40329,2,43.5,3.5
INV-48369900027,2022-06-15,HY-VEE #7 / CEDAR RAPIDS,52411,brown forman corp.,16396,3,56.25,2.25
INV-48351600055,2022-06-15,HY-VEE #4 / WDM,50265,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,15248,6,90.0,10.5
INV-48351600033,2022-06-15,HY-VEE #4 / WDM,50265,LUXCO INC,45248,6,67.5,10.5
INV-47997200005,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,63321,36,351.0,13.5
INV-48096000023,2022-06-06,HY-VEE #4 / WDM,50265,PERNOD RICARD USA,21186,6,269.82,4.5
INV-48295200078,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,34578,90,1350.0,157.5
INV-48295200014,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,CAMPARI AMERICA,77774,4,84.0,4.0
INV-48070300099,2022-06-06,HY-VEE #3 / BDI / DES MOINES,50320,ole smoky distillery llc,86987,,99.0,4.5
INV-47997200001,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,63347,24,234.0,9.0
INV-48400100145,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,remy cointreau usa inc,50686,4,46.44,3.0
INV-48355400147,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,12860,12,117.0,9.0
INV-48355400100,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,LUXCO INC,89443,,621.0,27.0
INV-48096000191,2022-06-06,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,89824,6,180.0,4.5
INV-48400100138,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,44660,4,30.0,3.0
INV-48295600050,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,FIFTH GENERATION INC,38174,12,97.56,4.5
INV-48099600107,2022-06-06,HY-VEE #7 / CEDAR RAPIDS,52411a,"mast-jagermeister us, inc",65256,,64.59,2.25
INV-48295600008,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,BACARDI USA INC,34425,6,238.5,10.5
INV-48355400188,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,89781,8,64.8,0.4
INV-48316800051,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,43336,12,163.08,9.0
INV-48355400116,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,INFINIUM SPIRITS,27102,6,162.84,4.5
INV-48021000079,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,WILLIAM GRANT & SONS INC,6997,2,19.98,2.0
INV-48355400232,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,WESTERN SPIRITS BEVERAGE,26160,,30.0,0.2
INV-48309800063,2022-06-14,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DV SPIRITS LLC,87769,2,27.0,0.1
INV-48127600078,2022-06-07,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JACOB RIEGER & COMPANY LLC,30668,,119.88,4.5
INV-48020700005,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,31507,24,126.0,24.0
INV-47997300184,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,54646,3,24.75,2.25
INV-48400100183,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,e & j gallo winery,73063,,40.5,1.5
INV-48295200076,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,35213,6,98.94,10.5
INV-48355400102,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,JIM BEAM BRANDS,88556,12,189.0,9.0
INV-48021000052,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,68126,1,14.25,0.75
INV-47997300087,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,34030,4,59.96,3.0
INV-48295500117,2022-06-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,25604,12,63.0,4.5
INV-47997300233,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,77889,2,24.76,1.5
INV-48020100011,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,27617,1,13.5,0.37
INV-48292400092,2022-06-13,HY-VEE #4 / WDM,50265,MHW LTD,37248,2,60.0,3.5
INV-48316800274,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,86559,2,25.5,1.5
INV-48020200001,2022-06-03,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,31507,12,63.0,12.0
INV-47997300254,2022-06-03,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,86507,4,23.04,4.0
INV-48295200057,2022-06-13,HY-VEE FOOD STORE / CORALVILLE,52241,E & J GALLO WINERY,40071,12,135.0,9.0
INV-48069400073,2022-06-06,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,JIM BEAM BRANDS,20247,,90.0,12.0
INV-48355400068,2022-06-15,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,69618,12,155.88,9.0
INV-48292400035,2022-06-13,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,69945,4,43.56,1.5
INV-48400100120,2022-06-16,HY-VEE FOOD STORE / CEDAR FALLS,50613,e & j gallo winery,40597,2,5.98,0.4
INV-48367700055,2022-06-15,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,38088,240,3398.4,420.0
INV-48316800144,2022-06-14,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,"BLUE OX SPIRITS, INC.",36873,12,61.44,9.0
