Invoice/Item Number,Date,Store Name,Zip Code,Vendor Name,Item Number,Bottles Sold,Sale,Volume Sold (Liters)
INV-46914700001,2022-04-30,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,"WORLDWIDE LIBATIONS, LLC",964558,6,168.06,4.5
INV-46930400199,2022-05-01,HY-VEE FOOD STORE / CEDAR FALLS,50613,e & j gallo winery,80485,2,33.0,1.5
INV-46813000066,2022-04-28,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,21597,12,88.92,12.0
INV-46357700012,2022-04-14,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,57370,3,74.25,2.25
INV-46437700040,2022-04-16,HY-VEE FOOD STORE / CORALVILLE,52241,HEAVEN HILL BRANDS,11788,12,188.16,21.0
INV-46711400082,2022-04-24,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,36468,2,37.5,1.5
INV-46706200029,2022-04-24,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,28778,18,445.5,13.5
INV-46392600007,2022-04-15,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,5446,6,265.5,4.5
INV-46820600099,2022-04-28,HY-VEE #4 / WDM,50265,LAIRD & COMPANY,23828,6,68.58,10.5
INV-46813000074,2022-04-28,HY-VEE FOOD STORE / CORALVILLE,52241,MISSISSIPPI RIVER DISTIL,80239,6,91.56,4.5
INV-46813600008,2022-04-28,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,SAZERAC COMPANY  INC,64858,,154.8,0.2
INV-46706200118,2022-04-24,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,74086,12,306.0,9.0
INV-46476700003,2022-04-17,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,10626,4,48.0,3.0
INV-46392600012,2022-04-15,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,11296,12,314.88,9.0
INV-46459000044,2022-04-16,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,LAIRD & COMPANY,35918,12,129.6,21.0
INV-46476600004,2022-04-17,HY-VEE FOOD STORE / CEDAR FALLS,50613,william grant & sons inc,5159,2,87.0,1.5
INV-46476700035,2022-04-17,HY-VEE FOOD STORE / CEDAR FALLS,50613,brown forman corp.,20366,2,34.5,1.5
INV-46711400020,2022-04-24,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,17915,1,12.75,0.37
INV-46392600027,2022-04-15,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,JIM BEAM BRANDS,19066,24,396.0,18.0
INV-46401700153,2022-04-15,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,87485,6,269.94,4.5
INV-46350400102,2022-04-14,HY-VEE FOOD STORE / CORALVILLE,52241,LAIRD & COMPANY,23827,12,79.2,12.0
INV-46813500009,2022-04-28,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PROXIMO,58913,6,78.66,10.5
INV-46813600037,2022-04-28,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,15248,72,1080.0,126.0
INV-46401700197,2022-04-15,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BACARDI USA INC,43126,12,148.68,9.0
INV-46476700031,2022-04-17,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,19048,3,63.0,2.25
INV-46800200107,2022-04-28,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,73526,3,30.39,2.25
INV-46401700249,2022-04-15,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,89177,,256.5,4.5
INV-46797600032,2022-04-28,HY-VEE #3 / BDI / DES MOINES,50320,e & j gallo winery,36618,12,135.0,9.0
INV-46474700001,2022-04-17,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,16580,1,45.0,0.75
INV-46437700036,2022-04-16,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,11298,6,305.94,10.5
INV-46474800057,2022-04-17,HY-VEE #3 / BDI / DES MOINES,50320,stoli group,34871,24,575.04,24.0
INV-46797600062,2022-04-28,HY-VEE #3 / BDI / DES MOINES,50320,"mast-jagermeister us, inc",65258,,234.48,10.5
INV-46489100015,2022-04-17,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,86456,18,282.24,31.5
INV-46904100011,2022-04-30,HY-VEE FOOD STORE / CORALVILLE,52241,CAMPARI AMERICA,77776,4,66.0,3.0
INV-46459000007,2022-04-16,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,10807,12,314.88,9.0
INV-46797700002,2022-04-28,HY-VEE #3 / BDI / DES MOINES,50320,park street imports,965077,6,134.28,4.5
INV-46897500081,2022-04-30,HY-VEE #7 / CEDAR RAPIDS,52411,heaven hill brands,86456,6,94.08,10.5
INV-46555900086,2022-04-21,HY-VEE #3 / BDI / DES MOINES,50320,revelton distilling company,86420,,243.0,9.0
INV-46813000068,2022-04-28,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,65066,12,234.0,9.0
INV-46813000018,2022-04-28,HY-VEE FOOD STORE / CORALVILLE,52241,BROWN FORMAN CORP.,87586,36,693.0,27.0
INV-46474800076,2022-04-17,HY-VEE #3 / BDI / DES MOINES,50320,e & j gallo winery,39423,12,141.12,12.0
INV-46459000002,2022-04-16,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,STOLI GROUP,19324,24,2430.0,18.0
INV-46820600091,2022-04-28,HY-VEE #4 / WDM,50265,BROWN FORMAN CORP.,16396,4,75.0,3.0
INV-46455100071,2022-04-16,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PROXIMO,59201,6,90.36,10.5
INV-46555900017,2022-04-21,HY-VEE #3 / BDI / DES MOINES,50320,remy cointreau usa inc,28905,6,179.82,4.5
INV-46897500020,2022-04-30,HY-VEE #7 / CEDAR RAPIDS,52411,brown forman corp.,26827,12,364.92,12.0
INV-46476500010,2022-04-17,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,39252,4,27.6,0.2
INV-46455100029,2022-04-16,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,LUXCO INC,31657,12,77.4,12.0
INV-46571600081,2022-04-21,HY-VEE #7 / CEDAR RAPIDS,52411,luxco inc,36301,,24.8,0.2
INV-46566000056,2022-04-21,HY-VEE #4 / WDM,50265,SAZERAC COMPANY  INC,36900,6,62.28,10.5
INV-46455100010,2022-04-16,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,BROWN FORMAN CORP.,26827,48,1459.68,48.0
INV-46489100032,2022-04-17,HY-VEE FOOD STORE #1 / MASON CITY,50401,LUXCO INC,45277,,79.56,12.0
INV-46923500095,2022-05-01,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,44557,12,126.0,9.0
INV-46914800042,2022-04-30,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,LUXCO INC,45277,,79.56,12.0
INV-46488500001,2022-04-17,HY-VEE FOOD STORE #1 / MASON CITY,50401,BROWN FORMAN CORP.,26828,30,1427.4,52.5
INV-46930400200,2022-05-01,HY-VEE FOOD STORE / CEDAR FALLS,50613a,e & j gallo winery,80488,2,33.0,1.5
INV-46897500043,2022-04-30,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,38008,6,132.78,10.5
INV-46437700077,2022-04-16,HY-VEE FOOD STORE / CORALVILLE,52241,DIAGEO AMERICAS,87280,6,241.56,4.5
INV-46914800125,2022-04-30,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PROXIMO,15830,12,252.0,9.0
INV-46852400132,2022-04-29,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,78292,12,134.52,0.6
INV-46947700004,2022-05-01,HY-VEE FOOD STORE #1 / MASON CITY,50401,OLE SMOKY DISTILLERY LLC,76505,2,37.5,1.5
INV-46947600008,2022-05-01,HY-VEE FOOD STORE #1 / MASON CITY,50401,HEAVEN HILL BRANDS,11786,12,94.2,9.0
INV-46612200015,2022-04-22,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,11348,6,94.08,10.5
INV-46843100016,2022-04-29,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,WILLIAM GRANT & SONS INC,34753,6,98.76,4.5
INV-46489200107,2022-04-17,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,10804,3,22.5,0.6
INV-46852400041,2022-04-29,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,GOAMERICAGO BEVERAGES LLC / WHISTLEPIG,27145,1,119.51,0.75
INV-46947100002,2022-05-01,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,20536,1,6.38,0.75
INV-46617100062,2022-04-22,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,MOET HENNESSY USA,34155,6,134.94,4.5
INV-46617100290,2022-04-22,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,JIM BEAM BRANDS,902219,2,98.4,1.5
INV-46930400109,2022-05-01,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,39322,4,51.0,3.0
INV-46558000125,2022-04-21,HY-VEE FOOD STORE / CORALVILLE,52241,BACARDI USA INC,89626,,522.0,9.0
INV-46843100185,2022-04-29,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,78456,3,22.5,2.25
INV-46930200020,2022-05-01,HY-VEE FOOD STORE / CEDAR FALLS,50613,ole smoky distillery llc,80371,3,39.39,0.15
INV-46617100008,2022-04-22,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,21480,12,114.84,9.0
INV-46558000004,2022-04-21,HY-VEE FOOD STORE / CORALVILLE,52241,LUXCO INC,55246,4,33.0,3.0
INV-46930400013,2022-05-01,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,11936,2,13.02,1.5
INV-46612200100,2022-04-22,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,59231,6,60.84,10.5
INV-46617100067,2022-04-22,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,34030,12,179.88,9.0
INV-46617100076,2022-04-22,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LUXCO INC,87937,12,141.0,12.0
INV-46558000111,2022-04-21,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,57174,6,58.5,10.5
INV-46923500150,2022-05-01,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,80096,12,94.56,9.0
INV-46558900064,2022-04-21,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,LUXCO INC,36308,12,129.12,21.0
INV-46930400025,2022-05-01,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,17916,4,99.0,3.0
INV-46617100024,2022-04-22,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,"BLUE OX SPIRITS, INC.",36873,12,61.44,9.0
INV-46930400135,2022-05-01,HY-VEE FOOD STORE / CEDAR FALLS,50613,e & j gallo winery,52596,4,39.0,3.0
INV-46558000107,2022-04-21,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,16850,6,258.78,4.5
INV-46489200055,2022-04-17,HY-VEE FOOD STORE #1 / MASON CITY,50401,JIM BEAM BRANDS,88548,3,60.75,2.25
INV-46930400020,2022-05-01,HY-VEE FOOD STORE / CEDAR FALLS,50613,brown forman corp.,15870,3,67.47,2.25
INV-46558900026,2022-04-21,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,STOLI GROUP,34786,12,179.88,9.0
INV-46555900006,2022-04-21,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,19226,12,378.0,9.0
INV-46923500015,2022-05-01,HY-VEE #3 / BDI / DES MOINES,50320,constellation brands inc,18604,6,189.0,4.5
INV-46612200004,2022-04-22,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,E & J GALLO WINERY,5286,6,180.0,4.5
INV-46914800162,2022-04-30,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,OLE SMOKY DISTILLERY LLC,76413,12,225.0,9.0
INV-46612200038,2022-04-22,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,BROWN FORMAN CORP.,26824,5,60.0,1.87
INV-46930400128,2022-05-01,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,46506,6,146.82,10.5
INV-46947700084,2022-05-01,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,69945,3,32.67,1.12
INV-46930400171,2022-05-01,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,69611,2,25.98,1.5
INV-46930400066,2022-05-01,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,31657,1,6.45,1.0
INV-46711400127,2022-04-24,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,45246,2,12.0,1.5
INV-46149300001,2022-04-07,HY-VEE #7 / CEDAR RAPIDS,52411,"tequilas premium, inc",987779,1,224.25,0.75
INV-46147000075,2022-04-07,HY-VEE FOOD STORE / CORALVILLE,52241,PHILLIPS BEVERAGE,37347,12,77.28,12.0
INV-46153200113,2022-04-07,HY-VEE #4 / WDM,50265,SAZERAC COMPANY  INC,5669,6,160.56,4.5
INV-46145400001,2022-04-07,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,88296,60,2520.0,45.0
INV-46153200014,2022-04-07,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,11296,12,314.88,9.0
INV-46149600071,2022-04-07,HY-VEE #7 / CEDAR RAPIDS,52411,jem beverage company,39449,3,40.56,2.25
INV-46680200026,2022-04-23,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,34189,18,337.5,13.5
INV-46145600036,2022-04-07,HY-VEE #3 / BDI / DES MOINES,50320,e & j gallo winery,36618,12,135.0,9.0
INV-46671500027,2022-04-23,HY-VEE FOOD STORE / CORALVILLE,52241,PROXIMO,58838,180,2359.8,315.0
INV-46694900039,2022-04-23,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,MCCORMICK DISTILLING CO.,36908,18,215.82,31.5
INV-46711100001,2022-04-24,HY-VEE FOOD STORE / CEDAR FALLS,50613,park street imports,991289,1,55.76,0.75
INV-46147000047,2022-04-07,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,100423,8,72.0,0.8
INV-46251800091,2022-04-09,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,64870,,129.6,9.6
INV-46147500004,2022-04-07,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,BEDFORD & GROVE LLC/ CHANKASKA CREEK AND RANCH WINERY,73135,6,210.0,4.5
INV-46147900019,2022-04-07,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,36871,,74.22,2.25
INV-46145500005,2022-04-07,HY-VEE #3 / BDI / DES MOINES,50320,park street imports,965077,6,134.28,4.5
INV-46147000041,2022-04-07,HY-VEE FOOD STORE / CORALVILLE,52241,CEDAR RIDGE VINEYARDS LL,26067,6,180.0,4.5
INV-46617100106,2022-04-22,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BROWN FORMAN CORP.,22207,6,357.84,10.5
INV-46617100003,2022-04-22,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,11348,12,188.16,21.0
INV-46147000111,2022-04-07,HY-VEE FOOD STORE / CORALVILLE,52241,PROXIMO,89197,12,243.0,12.0
INV-46680200009,2022-04-23,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,19477,,101.25,3.0
INV-46149600042,2022-04-07,HY-VEE #7 / CEDAR RAPIDS,52411,pernod ricard usa,34007,12,269.88,12.0
INV-46202700140,2022-04-08,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BACARDI USA INC,4868,6,238.5,10.5
INV-46149600033,2022-04-07,HY-VEE #7 / CEDAR RAPIDS,52411,brown forman corp.,26828,6,285.48,10.5
INV-46153200140,2022-04-07,HY-VEE #4 / WDM,50265,JIM BEAM BRANDS,85526,4,31.52,3.0
INV-46147000094,2022-04-07,HY-VEE FOOD STORE / CORALVILLE,52241,WILLIAM GRANT & SONS INC,45887,12,212.04,12.0
INV-46251800052,2022-04-09,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PROXIMO,89191,2,34.5,0.1
INV-46145600125,2022-04-07,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,87937,36,423.0,36.0
INV-46189900120,2022-04-08,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,OLE SMOKY DISTILLERY LLC,87018,6,99.0,4.5
INV-46269700251,2022-04-10,HY-VEE FOOD STORE / CEDAR FALLS,50613,campari america,87250,2,58.5,1.5
INV-46202700054,2022-04-08,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,STOLI GROUP,34870,12,179.88,9.0
INV-46238600014,2022-04-09,HY-VEE #4 / WDM,50265,SAZERAC COMPANY  INC,11346,60,471.0,45.0
INV-46246500014,2022-04-09,HY-VEE #7 / CEDAR RAPIDS,52411,four roses distillery,18352,6,112.5,4.5
INV-46232700001,2022-04-09,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,77852,12,148.56,9.0
INV-46202700003,2022-04-08,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,BACARDI USA INC,88406,2,105.0,1.5
INV-46274900060,2022-04-10,HY-VEE #3 / BDI / DES MOINES,50320,dehner distillery,37259,6,58.5,10.5
INV-46238600058,2022-04-09,HY-VEE #4 / WDM,50265,REVELTON DISTILLING COMPANY,26291,12,306.0,9.0
INV-46202700035,2022-04-08,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,LAIRD & COMPANY,23823,8,15.76,1.6
INV-46269300001,2022-04-10,HY-VEE FOOD STORE / CEDAR FALLS,50613,"blackbird spirits, llc / dr. stoners herb infused spirits",28004,3,74.22,2.25
INV-46202700034,2022-04-08,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PROXIMO,89193,5,26.25,1.0
INV-46350400127,2022-04-14,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,53213,24,70.56,4.8
INV-46401700015,2022-04-15,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,75195,6,43.56,0.3
INV-46269600003,2022-04-10,HY-VEE FOOD STORE / CEDAR FALLS,50613,william grant & sons inc,4367,2,135.0,1.5
INV-46361400056,2022-04-14,HY-VEE #4 / WDM,50265,WILLIAM GRANT & SONS INC,28617,6,193.5,4.5
INV-46280000065,2022-04-10,HY-VEE FOOD STORE #1 / MASON CITY,50401,BACARDI USA INC,89646,1,47.25,0.75
INV-46357900060,2022-04-14,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,37938,6,64.02,10.5
INV-46269700063,2022-04-10,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,27618,1,13.5,0.37
INV-46401700040,2022-04-15,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,41840,3,20.25,2.25
INV-46361400067,2022-04-14,HY-VEE #4 / WDM,50265,JIM BEAM BRANDS,86112,12,42.0,12.0
INV-46348300069,2022-04-14,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,43137,24,342.0,24.0
INV-46392500018,2022-04-15,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,MOET HENNESSY USA,48099,24,269.76,4.8
INV-46269700227,2022-04-10,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,77632,,24.76,1.5
INV-46269700170,2022-04-10,HY-VEE FOOD STORE / CEDAR FALLS,50613,remy cointreau usa inc,50686,3,34.83,2.25
INV-46361400052,2022-04-14,HY-VEE #4 / WDM,50265,LUXCO INC,45278,6,67.5,10.5
INV-46361400057,2022-04-14,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,28890,12,234.24,9.0
INV-46392600028,2022-04-15,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,21595,12,73.8,9.0
INV-46357900145,2022-04-14,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,88540,3,60.75,2.25
INV-46392500021,2022-04-15,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,BACARDI USA INC,66836,3,90.0,2.25
INV-46474800045,2022-04-17,HY-VEE #3 / BDI / DES MOINES,50320,revelton distilling company,31985,6,135.0,4.5
INV-46351100065,2022-04-14,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,LUXCO INC,80578,6,63.0,10.5
INV-46357900073,2022-04-14,HY-VEE #7 / CEDAR RAPIDS,52411,phillips beverage,41989,3,31.5,2.25
