Invoice/Item Number,Date,Store Name,Zip Code,Vendor Name,Item Number,Bottles Sold,Sale,Volume Sold (Liters)
INV-50819800266,2022-09-02,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PROXIMO,89191,1,18.5,0.05
INV-50249100274,2022-08-14,HY-VEE FOOD STORE / CEDAR FALLS,50613,luxco inc,79336,3,22.5,2.25
INV-50249100245,2022-08-14,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,72911,4,54.36,3.0
INV-50249000009,2022-08-14,HY-VEE FOOD STORE / CEDAR FALLS,50613,william grant & sons inc,5159,3,130.5,2.25
INV-50836700106,2022-09-03,HY-VEE #7 / CEDAR RAPIDS,52411,bacardi usa inc,43138,6,139.5,10.5
INV-50205100026,2022-08-13,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,57174,6,58.5,10.5
INV-50819800119,2022-09-02,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,65487,12,269.88,9.0
INV-50191700020,2022-08-12,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,DIAGEO AMERICAS,77740,12,148.56,9.0
INV-50218600097,2022-08-13,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,DIAGEO AMERICAS,77637,12,148.56,9.0
INV-50231300040,2022-08-13,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PROXIMO,58854,6,90.36,10.5
INV-50218600180,2022-08-13,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,BROWN FORMAN CORP.,920376,6,278.82,4.5
INV-50191900169,2022-08-12,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,LUXCO INC,86506,12,61.56,9.0
INV-50218600011,2022-08-13,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,SAZERAC COMPANY  INC,84219,10,14.3,1.0
INV-50205100068,2022-08-13,HY-VEE FOOD STORE / CORALVILLE,52241,PROXIMO,89197,12,252.0,12.0
INV-50851300056,2022-09-03,HY-VEE FOOD STORE / CORALVILLE,52241,JIM BEAM BRANDS,28279,12,198.0,9.0
INV-50191900149,2022-08-12,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,OLE SMOKY DISTILLERY LLC,76413,6,117.0,4.5
INV-50240800098,2022-08-14,HY-VEE #3 / BDI / DES MOINES,50320,"mast-jagermeister us, inc",65257,84,2194.92,84.0
INV-50321800036,2022-08-18,HY-VEE #7 / CEDAR RAPIDS,52411,jim beam brands,20247,,22.5,3.0
INV-50321800094,2022-08-18,HY-VEE #7 / CEDAR RAPIDS,52411,william grant & sons inc,45888,6,173.28,10.5
INV-50819800234,2022-09-02,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,J & D WINES INC / WOOLER BRANDS,86503,2,41.08,1.5
INV-50266800041,2022-08-14,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,37417,4,33.0,4.0
INV-50240800053,2022-08-14,HY-VEE #3 / BDI / DES MOINES,50320,heaven hill brands,40331,12,153.0,9.0
INV-50778300079,2022-09-02,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,REVELTON DISTILLING COMPANY,26291,6,157.5,4.5
INV-50839600039,2022-09-03,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,LUXCO INC,36304,24,66.96,9.0
INV-50249100024,2022-08-14,HY-VEE FOOD STORE / CEDAR FALLS,50613,phillips beverage,14474,3,40.59,2.25
INV-50839600031,2022-09-03,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,CAMPARI AMERICA,89519,6,180.0,4.5
INV-50826100085,2022-09-03,HY-VEE #4 / WDM,50265,INTERCONTINENTAL PACKAGING COMPANY/PRESTIGE BEVERAGE GROUP,15895,6,157.5,4.5
INV-50233800009,2022-08-13,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,10803,1,14.93,0.05
INV-50266800027,2022-08-14,HY-VEE FOOD STORE #1 / MASON CITY,50401,DUNKEL CORPORATION / IOWA DISTILLING,77805,4,48.0,3.0
INV-50266800032,2022-08-14,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,77632,,49.52,3.0
INV-50778400028,2022-09-02,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PROXIMO,89215,12,306.0,9.0
INV-50778300069,2022-09-02,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,LUXCO INC,21215,6,99.0,4.5
INV-50316400002,2022-08-18,HY-VEE #3 / BDI / DES MOINES,50320,park street imports,945011,12,465.0,9.0
INV-50233800124,2022-08-13,HY-VEE #7 / CEDAR RAPIDS,52411,ole smoky distillery llc,76407,6,117.0,4.5
INV-50835000046,2022-09-03,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,LUXCO INC,89182,6,135.0,4.5
INV-50319200109,2022-08-18,HY-VEE #4 / WDM,50265,PROXIMO,58875,,99.36,10.5
INV-50851300124,2022-09-03,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,16086,1,18.75,1.0
INV-50249100100,2022-08-14,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,28865,1,10.49,0.37
INV-50191900041,2022-08-12,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,20536,1,6.38,0.75
INV-50851300103,2022-09-03,HY-VEE FOOD STORE / CORALVILLE,52241,MHW LTD,88511,4,107.96,3.0
INV-50836700128,2022-09-03,HY-VEE #7 / CEDAR RAPIDS,52411,diageo americas,56783,,99.0,10.5
INV-50319200096,2022-08-18,HY-VEE #4 / WDM,50265,MHW LTD,80004,4,62.96,3.0
INV-50819800225,2022-09-02,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,WILLIAM GRANT & SONS INC,5006,,162.0,3.0
INV-50320900039,2022-08-18,HY-VEE #3 / BDI / DES MOINES,50320,campari america,65127,6,229.98,6.0
INV-50229800045,2022-08-13,HY-VEE #4 / WDM,50265,LUXCO INC,36308,6,64.56,10.5
INV-50000500271,2022-08-05,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,78073,,24.76,1.5
INV-50022800067,2022-08-06,HY-VEE #7 / CEDAR RAPIDS,52411,"blue ox spirits, inc.",36875,6,67.8,10.5
INV-50033300072,2022-08-06,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,PROXIMO,14192,12,252.0,9.0
INV-50218600007,2022-08-13,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,LUXCO INC,26942,6,180.0,4.5
INV-50074600036,2022-08-07,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,17086,12,314.88,9.0
INV-50074600053,2022-08-07,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,28868,6,238.44,10.5
INV-50050300070,2022-08-07,HY-VEE FOOD STORE / CEDAR FALLS,50613,jim beam brands,28043,5,82.5,3.75
INV-50069400122,2022-08-07,HY-VEE #3 / BDI / DES MOINES,50320,e & j gallo winery,73053,12,306.0,12.0
INV-50342500026,2022-08-19,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MISSISSIPPI RIVER DISTIL,80239,6,91.56,4.5
INV-50357200132,2022-08-19,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,OLE SMOKY DISTILLERY LLC,80371,8,105.04,0.4
INV-50025400009,2022-08-06,HY-VEE FOOD STORE / CORALVILLE,52241,E & J GALLO WINERY,52563,4,49.44,3.0
INV-50266800069,2022-08-14,HY-VEE FOOD STORE #1 / MASON CITY,50401,CAMPARI AMERICA,22157,2,52.5,2.0
INV-50069400097,2022-08-07,HY-VEE #3 / BDI / DES MOINES,50320,luxco inc,55087,,117.6,12.0
INV-50367000086,2022-08-19,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,57158,12,117.0,21.0
INV-50074600081,2022-08-07,HY-VEE FOOD STORE #1 / MASON CITY,50401,LUXCO INC,36305,12,60.36,9.0
INV-50033300123,2022-08-06,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,LUXCO INC,86251,12,43.56,12.0
INV-50357600033,2022-08-19,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,MHW LTD,3836,2,172.26,4.5
INV-50074600058,2022-08-07,HY-VEE FOOD STORE #1 / MASON CITY,50401a,LUXCO INC,87938,6,135.0,10.5
INV-50050300091,2022-08-07,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,30318,6,107.94,10.5
INV-50069400155,2022-08-07,HY-VEE #3 / BDI / DES MOINES,50320,sazerac company  inc,84367,,90.0,12.0
INV-50342500096,2022-08-19,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,BACARDI USA INC,43388,6,82.8,10.5
INV-50050300289,2022-08-07,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,77740,4,49.52,3.0
INV-50357600009,2022-08-19,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,PHILLIPS BEVERAGE,41691,12,82.8,0.6
INV-50069400136,2022-08-07,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,77741,,166.56,12.0
INV-50050300112,2022-08-07,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,34972,2,29.88,1.5
INV-50074700050,2022-08-07,HY-VEE FOOD STORE #1 / MASON CITY,50401,JIM BEAM BRANDS,82780,4,40.52,3.0
INV-50342500025,2022-08-19,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,MISSISSIPPI RIVER DISTIL,80236,6,91.56,4.5
INV-50367000138,2022-08-19,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,E & J GALLO WINERY,31473,2,45.0,3.5
INV-50050300062,2022-08-07,HY-VEE FOOD STORE / CEDAR FALLS,50613,proximo,26665,2,41.26,1.5
INV-50342500083,2022-08-19,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,LUXCO INC,89178,6,157.5,4.5
INV-50069400056,2022-08-07,HY-VEE #3 / BDI / DES MOINES,50320,pernod ricard usa,36769,12,179.88,9.0
INV-50074600011,2022-08-07,HY-VEE FOOD STORE #1 / MASON CITY,50401,SAZERAC COMPANY  INC,39250,12,82.8,0.6
INV-50342500019,2022-08-19,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PHILLIPS BEVERAGE,41707,12,104.04,12.0
INV-50342500038,2022-08-19,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,JIM BEAM BRANDS,19116,6,174.72,4.5
INV-50171100002,2022-08-12,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,36924,36,810.0,27.0
INV-50128300006,2022-08-11,HY-VEE #3 / BDI / DES MOINES,50320,moet hennessy usa,48108,6,449.94,10.5
INV-50050300292,2022-08-07,HY-VEE FOOD STORE / CEDAR FALLS,50613,diageo americas,77847,3,37.14,2.25
INV-50134200024,2022-08-11,HY-VEE #7 / CEDAR RAPIDS,52411,phillips beverage,14474,3,40.59,2.25
INV-50445600134,2022-08-21,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,43237,5,48.75,3.75
INV-50412300024,2022-08-20,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PROXIMO,58902,6,41.4,1.2
INV-50412300005,2022-08-20,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,DIAGEO AMERICAS,37996,12,148.56,9.0
INV-50451100004,2022-08-21,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,89164,6,899.94,4.5
INV-50441100021,2022-08-21,HY-VEE #3 / BDI / DES MOINES,50320,campari america,22121,12,216.0,9.0
INV-50412300009,2022-08-20,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,FIFTH GENERATION INC,38176,12,180.0,9.0
INV-50441100005,2022-08-21,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,10792,12,359.88,12.0
INV-50441100120,2022-08-21,HY-VEE #3 / BDI / DES MOINES,50320,campari america,64996,12,288.0,9.0
INV-50451400089,2022-08-21,HY-VEE FOOD STORE #1 / MASON CITY,50401,DIAGEO AMERICAS,37996,12,148.56,9.0
INV-50418600139,2022-08-20,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,BACARDI USA INC,43081,2,16.5,0.1
INV-50412300063,2022-08-20,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,LUXCO INC,45248,6,67.5,10.5
INV-50445600073,2022-08-21,HY-VEE FOOD STORE / CEDAR FALLS,50613,pernod ricard usa,34006,12,179.88,9.0
INV-50418600018,2022-08-20,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,MHW LTD,67075,1,81.27,1.8
INV-50445600197,2022-08-21,HY-VEE FOOD STORE / CEDAR FALLS,50613,hotaling & co,67610,2,57.0,1.5
INV-50442000039,2022-08-21,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,OLE SMOKY DISTILLERY LLC,76412,,105.04,0.4
INV-50441100235,2022-08-21,HY-VEE #3 / BDI / DES MOINES,50320,park street imports,66761,1,28.5,0.75
INV-50412300015,2022-08-20,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PERNOD RICARD USA,67526,12,260.88,9.0
INV-50409100099,2022-08-20,HY-VEE #7 / CEDAR RAPIDS,52411,e & j gallo winery,73051,1,13.31,0.05
INV-50445600121,2022-08-21,HY-VEE FOOD STORE / CEDAR FALLS,50613,e & j gallo winery,40193,3,33.75,2.25
INV-50342500041,2022-08-19,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,BACARDI USA INC,34433,12,270.0,9.0
INV-50441100127,2022-08-21,HY-VEE #3 / BDI / DES MOINES,50320,diageo americas,68049,,296.88,9.0
INV-50441100085,2022-08-21,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,43507,12,180.0,9.0
INV-50530700073,2022-08-25,HY-VEE #4 / WDM,50265,DIAGEO AMERICAS,30318,6,107.94,10.5
INV-50435800041,2022-08-21,HY-VEE FOOD STORE / CORALVILLE,52241,"JOHN ERNEST DISTILLERY, INC.",65750,72,719.28,72.0
INV-50525000110,2022-08-25,HY-VEE #3 / BDI / DES MOINES,50320,jim beam brands,82606,12,121.56,9.0
INV-50525000006,2022-08-25,HY-VEE #3 / BDI / DES MOINES,50320,phillips beverage,14536,,162.36,9.0
INV-50525000047,2022-08-25,HY-VEE #3 / BDI / DES MOINES,50320,bacardi usa inc,34605,6,135.0,4.5
INV-50445600083,2022-08-21,HY-VEE FOOD STORE / CEDAR FALLS,50613,heaven hill brands,35416,3,20.25,2.25
INV-50409100051,2022-08-20,HY-VEE #7 / CEDAR RAPIDS,52411,fifth generation inc,38176,12,180.0,9.0
INV-50418600166,2022-08-20,HY-VEE FOOD STORE #2 / COUNCIL BLUFFS,51503,HEAVEN HILL BRANDS,2229,12,81.0,9.0
INV-50445400024,2022-08-21,HY-VEE FOOD STORE / CEDAR FALLS,50613,sazerac company  inc,84100,2,15.48,0.1
INV-50537700040,2022-08-25,HY-VEE FOOD STORE / CORALVILLE,52241,SAZERAC COMPANY  INC,4798,6,180.48,10.5
INV-50538000087,2022-08-25,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,JIM BEAM BRANDS,19064,,201.6,9.0
INV-50624200075,2022-08-27,HY-VEE FOOD STORE / CORALVILLE,52241,FIFTH GENERATION INC,38177,36,711.36,36.0
INV-50568500020,2022-08-26,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,HEAVEN HILL BRANDS,18656,1,45.0,0.75
INV-50624200024,2022-08-27,HY-VEE FOOD STORE / CORALVILLE,52241,HEAVEN HILL BRANDS,68128,6,153.0,10.5
INV-50616300002,2022-08-27,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,PATRIARCH DISTILLERS LLC / SOLDIER VALLEY SPIRITS,26148,6,300.06,4.5
INV-50568500105,2022-08-26,HY-VEE FOOD STORE #2 / STATE ANKENY,50023,SAZERAC COMPANY  INC,84224,2,15.48,0.1
INV-50577300011,2022-08-26,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,PERNOD RICARD USA,32238,6,125.94,10.5
INV-50577300135,2022-08-26,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,HEAVEN HILL BRANDS,11788,6,94.08,10.5
INV-50616300036,2022-08-27,HY-VEE #3 FOOD & DRUGSTORE / DAVENPORT,52807,WILLIAM GRANT & SONS INC,88116,6,148.5,4.5
INV-50577300052,2022-08-26,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,"BLUE OX SPIRITS, INC.",36873,12,65.88,9.0
INV-50621900104,2022-08-27,HY-VEE #7 / CEDAR RAPIDS,52411,sazerac company  inc,66936,3,49.59,2.25
INV-50577300101,2022-08-26,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,E & J GALLO WINERY,36969,12,135.0,9.0
INV-50577300185,2022-08-26,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,DIAGEO AMERICAS,25604,6,31.5,2.25
INV-50577300114,2022-08-26,HY-VEE WINE AND SPIRITS / BETTENDORF,52722,SAZERAC COMPANY  INC,31296,12,81.0,9.0
INV-50526900021,2022-08-25,HY-VEE #7 / CEDAR RAPIDS,52411,proximo,15830,3,63.0,2.25
